sample_id	age_group	cell_type_subset	expression	group	marker
mo02_FB_d0	02mo	3:capsFB	2.4206264	capsFB	Dpp4
mo02_CD45neg2_d0	02mo	3:capsFB	1.1823195	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	0.99629664	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	2.048172	capsFB	Dpp4
mo02_CD45neg1_d0	02mo	3:capsFB	0.9908341	capsFB	Dpp4
mo18_CD45neg2_d0	18mo	3:capsFB	1.9384049	capsFB	Dpp4
mo02_CD45neg2_d0	02mo	3:capsFB	1.9081383	capsFB	Dpp4
mo18_CD45neg2_d0	18mo	3:capsFB	2.2354546	capsFB	Dpp4
mo02_CD45neg1_d0	02mo	3:capsFB	2.4650662	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	1.889313	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	1.6238319	capsFB	Dpp4
mo02_CD45neg2_d0	02mo	3:capsFB	1.4513894	capsFB	Dpp4
mo02_CD45neg1_d0	02mo	3:capsFB	1.8033106	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	1.6284251	capsFB	Dpp4
mo02_CD45neg1_d0	02mo	3:capsFB	2.686843	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	0.0	capsFB	Dpp4
mo18_FB_d0	18mo	3:capsFB	0.0	capsFB	Dpp4
mo18_CD45neg1_d0	18mo	3:capsFB	1.2809627	capsFB	Dpp4
mo18_CD45neg1_d0	18mo	3:capsFB	1.8289576	capsFB	Dpp4
mo18_CD45neg1_d0	18mo	3:capsFB	2.0881083	capsFB	Dpp4
mo02_CD45neg1_d0	02mo	3:capsFB	1.9465104	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	1.3080775	capsFB	Dpp4
mo02_CD45neg2_d0	02mo	3:capsFB	0.0	capsFB	Dpp4
mo18_FB_d0	18mo	3:capsFB	0.0	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	1.8272045	capsFB	Dpp4
mo18_FB_d0	18mo	3:capsFB	1.9956902	capsFB	Dpp4
mo02_CD45neg2_d0	02mo	3:capsFB	2.2155662	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	1.8833007	capsFB	Dpp4
mo02_CD45neg1_d0	02mo	3:capsFB	0.0	capsFB	Dpp4
mo02_CD45neg2_d0	02mo	3:capsFB	1.5853982	capsFB	Dpp4
mo02_CD45neg2_d0	02mo	3:capsFB	1.109803	capsFB	Dpp4
mo02_CD45neg2_d0	02mo	3:capsFB	0.9132119	capsFB	Dpp4
mo18_CD45neg2_d0	18mo	3:capsFB	3.1953697	capsFB	Dpp4
mo02_CD45neg2_d0	02mo	3:capsFB	2.2514596	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	0.6993035	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	1.1984826	capsFB	Dpp4
mo18_FB_d0	18mo	3:capsFB	0.0	capsFB	Dpp4
mo02_CD45neg2_d0	02mo	3:capsFB	2.0485642	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	0.0	capsFB	Dpp4
mo18_FB_d0	18mo	3:capsFB	2.7997198	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	0.0	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	0.0	capsFB	Dpp4
mo02_CD45neg1_d0	02mo	3:capsFB	1.6410527	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	1.6239954	capsFB	Dpp4
mo02_CD45neg2_d0	02mo	3:capsFB	0.0	capsFB	Dpp4
mo02_CD45neg1_d0	02mo	3:capsFB	1.843883	capsFB	Dpp4
mo18_CD45neg1_d0	18mo	3:capsFB	0.93174475	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	1.1250268	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	1.7773234	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	0.0	capsFB	Dpp4
mo18_FB_d0	18mo	3:capsFB	3.2580965	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	2.1733289	capsFB	Dpp4
mo02_CD45neg1_d0	02mo	3:capsFB	0.9304408	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	1.8255649	capsFB	Dpp4
mo18_CD45neg2_d0	18mo	3:capsFB	2.2200656	capsFB	Dpp4
mo18_FB_d0	18mo	3:capsFB	0.0	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	1.7941594	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	0.0	capsFB	Dpp4
mo02_CD45neg1_d0	02mo	3:capsFB	1.1927737	capsFB	Dpp4
mo02_CD45neg2_d0	02mo	3:capsFB	1.2055619	capsFB	Dpp4
mo02_CD45neg2_d0	02mo	3:capsFB	0.0	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	1.724436	capsFB	Dpp4
mo18_FB_d0	18mo	3:capsFB	0.0	capsFB	Dpp4
mo02_CD45neg1_d0	02mo	3:capsFB	1.0732697	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	1.5958183	capsFB	Dpp4
mo18_FB_d0	18mo	3:capsFB	2.4604008	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	2.2890182	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	0.76711094	capsFB	Dpp4
mo02_CD45neg2_d0	02mo	3:capsFB	2.7854316	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	2.3556128	capsFB	Dpp4
mo18_FB_d0	18mo	3:capsFB	0.0	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	2.5595205	capsFB	Dpp4
mo02_CD45neg2_d0	02mo	3:capsFB	1.7216011	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	0.0	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	1.0779796	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	1.4740771	capsFB	Dpp4
mo18_CD45neg2_d0	18mo	3:capsFB	3.76296	capsFB	Dpp4
mo18_FB_d0	18mo	3:capsFB	2.3944478	capsFB	Dpp4
mo02_CD45neg1_d0	02mo	3:capsFB	1.1967877	capsFB	Dpp4
mo02_CD45neg1_d0	02mo	3:capsFB	1.064357	capsFB	Dpp4
mo02_CD45neg2_d0	02mo	3:capsFB	0.0	capsFB	Dpp4
mo02_CD45neg2_d0	02mo	3:capsFB	2.0409508	capsFB	Dpp4
mo02_CD45neg1_d0	02mo	3:capsFB	2.9427354	capsFB	Dpp4
mo18_FB_d0	18mo	3:capsFB	2.068839	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	2.729593	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	3.1164985	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	1.4249289	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	1.2861506	capsFB	Dpp4
mo02_CD45neg1_d0	02mo	3:capsFB	2.9885097	capsFB	Dpp4
mo18_FB_d0	18mo	3:capsFB	0.0	capsFB	Dpp4
mo18_FB_d0	18mo	3:capsFB	1.893615	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	2.3596954	capsFB	Dpp4
mo02_CD45neg1_d0	02mo	3:capsFB	1.5435561	capsFB	Dpp4
mo02_CD45neg2_d0	02mo	3:capsFB	0.0	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	1.668026	capsFB	Dpp4
mo18_FB_d0	18mo	3:capsFB	1.4345971	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	2.0165732	capsFB	Dpp4
mo02_CD45neg2_d0	02mo	3:capsFB	2.74406	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	1.6524979	capsFB	Dpp4
mo02_CD45neg1_d0	02mo	3:capsFB	0.0	capsFB	Dpp4
mo18_CD45neg2_d0	18mo	3:capsFB	2.7282548	capsFB	Dpp4
mo18_FB_d0	18mo	3:capsFB	3.0545244	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	0.0	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	1.7783448	capsFB	Dpp4
mo18_CD45neg1_d0	18mo	3:capsFB	1.2073668	capsFB	Dpp4
mo18_CD45neg1_d0	18mo	3:capsFB	1.6407174	capsFB	Dpp4
mo02_CD45neg2_d0	02mo	3:capsFB	1.2158151	capsFB	Dpp4
mo02_CD45neg2_d0	02mo	3:capsFB	0.0	capsFB	Dpp4
mo02_CD45neg2_d0	02mo	3:capsFB	2.8902144	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	2.3195117	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	1.0564605	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	2.719937	capsFB	Dpp4
mo18_FB_d0	18mo	3:capsFB	0.0	capsFB	Dpp4
mo18_FB_d0	18mo	3:capsFB	0.0	capsFB	Dpp4
mo18_FB_d0	18mo	3:capsFB	1.9258249	capsFB	Dpp4
mo18_FB_d0	18mo	3:capsFB	2.107866	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	2.3707666	capsFB	Dpp4
mo02_CD45neg1_d0	02mo	3:capsFB	1.9289606	capsFB	Dpp4
mo18_FB_d0	18mo	3:capsFB	2.9424045	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	1.3214259	capsFB	Dpp4
mo02_CD45neg2_d0	02mo	3:capsFB	1.7402052	capsFB	Dpp4
mo02_CD45neg1_d0	02mo	3:capsFB	1.9679148	capsFB	Dpp4
mo02_CD45neg2_d0	02mo	3:capsFB	0.0	capsFB	Dpp4
mo18_CD45neg1_d0	18mo	3:capsFB	1.3719184	capsFB	Dpp4
mo02_CD45neg2_d0	02mo	3:capsFB	0.0	capsFB	Dpp4
mo02_CD45neg2_d0	02mo	3:capsFB	0.0	capsFB	Dpp4
mo18_FB_d0	18mo	3:capsFB	0.0	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	0.0	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	1.7122338	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	1.7812812	capsFB	Dpp4
mo02_CD45neg1_d0	02mo	3:capsFB	1.834095	capsFB	Dpp4
mo02_CD45neg1_d0	02mo	3:capsFB	1.8735176	capsFB	Dpp4
mo02_CD45neg1_d0	02mo	3:capsFB	0.0	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	0.75916564	capsFB	Dpp4
mo18_CD45neg1_d0	18mo	3:capsFB	0.0	capsFB	Dpp4
mo02_CD45neg2_d0	02mo	3:capsFB	1.6858234	capsFB	Dpp4
mo02_CD45neg2_d0	02mo	3:capsFB	1.6429001	capsFB	Dpp4
mo02_CD45neg2_d0	02mo	3:capsFB	0.0	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	2.124428	capsFB	Dpp4
mo02_CD45neg2_d0	02mo	3:capsFB	2.121751	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	2.1953304	capsFB	Dpp4
mo02_CD45neg2_d0	02mo	3:capsFB	1.2346691	capsFB	Dpp4
mo02_CD45neg2_d0	02mo	3:capsFB	1.8991486	capsFB	Dpp4
mo18_FB_d0	18mo	3:capsFB	2.3149176	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	0.0	capsFB	Dpp4
mo02_CD45neg2_d0	02mo	3:capsFB	2.8626842	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	1.2982173	capsFB	Dpp4
mo02_CD45neg2_d0	02mo	3:capsFB	1.5047972	capsFB	Dpp4
mo02_CD45neg1_d0	02mo	3:capsFB	0.0	capsFB	Dpp4
mo18_CD45neg2_d0	18mo	3:capsFB	1.3012257	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	2.2506993	capsFB	Dpp4
mo02_CD45neg1_d0	02mo	3:capsFB	1.6392103	capsFB	Dpp4
mo18_FB_d0	18mo	3:capsFB	0.0	capsFB	Dpp4
mo18_FB_d0	18mo	3:capsFB	1.5198257	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	2.2156389	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	1.7436355	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	0.0	capsFB	Dpp4
mo02_CD45neg1_d0	02mo	3:capsFB	1.7322443	capsFB	Dpp4
mo18_FB_d0	18mo	3:capsFB	0.0	capsFB	Dpp4
mo02_CD45neg1_d0	02mo	3:capsFB	1.9329935	capsFB	Dpp4
mo02_CD45neg2_d0	02mo	3:capsFB	1.5870976	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	0.0	capsFB	Dpp4
mo18_FB_d0	18mo	3:capsFB	0.0	capsFB	Dpp4
mo18_CD45neg2_d0	18mo	3:capsFB	1.0069784	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	2.3768504	capsFB	Dpp4
mo18_CD45neg2_d0	18mo	3:capsFB	0.0	capsFB	Dpp4
mo18_FB_d0	18mo	3:capsFB	1.6745726	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	0.8973387	capsFB	Dpp4
mo18_FB_d0	18mo	3:capsFB	0.0	capsFB	Dpp4
mo18_CD45neg1_d0	18mo	3:capsFB	2.4704018	capsFB	Dpp4
mo18_FB_d0	18mo	3:capsFB	1.8928963	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	0.8349946	capsFB	Dpp4
mo18_CD45neg1_d0	18mo	3:capsFB	2.7804163	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	1.6807672	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	2.322826	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	1.9963771	capsFB	Dpp4
mo02_CD45neg1_d0	02mo	3:capsFB	1.2502686	capsFB	Dpp4
mo18_CD45neg2_d0	18mo	3:capsFB	0.0	capsFB	Dpp4
mo02_CD45neg1_d0	02mo	3:capsFB	1.9721632	capsFB	Dpp4
mo18_FB_d0	18mo	3:capsFB	1.3076837	capsFB	Dpp4
mo02_CD45neg2_d0	02mo	3:capsFB	0.0	capsFB	Dpp4
mo02_CD45neg1_d0	02mo	3:capsFB	1.6328841	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	0.0	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	1.7946821	capsFB	Dpp4
mo02_CD45neg1_d0	02mo	3:capsFB	1.1651897	capsFB	Dpp4
mo02_CD45neg2_d0	02mo	3:capsFB	1.3088658	capsFB	Dpp4
mo18_CD45neg2_d0	18mo	3:capsFB	1.7380133	capsFB	Dpp4
mo18_FB_d0	18mo	3:capsFB	0.0	capsFB	Dpp4
mo18_CD45neg2_d0	18mo	3:capsFB	2.2340884	capsFB	Dpp4
mo02_CD45neg1_d0	02mo	3:capsFB	0.0	capsFB	Dpp4
mo02_CD45neg2_d0	02mo	3:capsFB	1.3084714	capsFB	Dpp4
mo18_FB_d0	18mo	3:capsFB	2.0844011	capsFB	Dpp4
mo02_CD45neg2_d0	02mo	3:capsFB	1.708522	capsFB	Dpp4
mo18_FB_d0	18mo	3:capsFB	0.0	capsFB	Dpp4
mo18_FB_d0	18mo	3:capsFB	2.172371	capsFB	Dpp4
mo02_CD45neg1_d0	02mo	3:capsFB	2.3568788	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	1.2558967	capsFB	Dpp4
mo02_CD45neg2_d0	02mo	3:capsFB	2.0895033	capsFB	Dpp4
mo02_CD45neg1_d0	02mo	3:capsFB	2.2716775	capsFB	Dpp4
mo18_CD45neg1_d0	18mo	3:capsFB	0.77027583	capsFB	Dpp4
mo18_FB_d0	18mo	3:capsFB	1.2864349	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	2.9690824	capsFB	Dpp4
mo02_CD45neg1_d0	02mo	3:capsFB	2.5043788	capsFB	Dpp4
mo18_FB_d0	18mo	3:capsFB	1.2563459	capsFB	Dpp4
mo02_CD45neg1_d0	02mo	3:capsFB	2.047388	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	1.9105867	capsFB	Dpp4
mo18_FB_d0	18mo	3:capsFB	1.3872702	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	0.62184787	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	0.89742476	capsFB	Dpp4
mo02_CD45neg2_d0	02mo	3:capsFB	1.2035997	capsFB	Dpp4
mo02_CD45neg2_d0	02mo	3:capsFB	1.761775	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	0.0	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	1.7965672	capsFB	Dpp4
mo02_CD45neg2_d0	02mo	3:capsFB	0.0	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	0.0	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	1.6160303	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	2.1737506	capsFB	Dpp4
mo02_CD45neg1_d0	02mo	3:capsFB	0.0	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	1.9764355	capsFB	Dpp4
mo02_CD45neg2_d0	02mo	3:capsFB	0.98807406	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	1.5046611	capsFB	Dpp4
mo02_CD45neg2_d0	02mo	3:capsFB	1.1405746	capsFB	Dpp4
mo02_CD45neg2_d0	02mo	3:capsFB	0.0	capsFB	Dpp4
mo18_FB_d0	18mo	3:capsFB	0.0	capsFB	Dpp4
mo18_CD45neg1_d0	18mo	3:capsFB	2.032066	capsFB	Dpp4
mo18_CD45neg2_d0	18mo	3:capsFB	0.0	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	0.8074736	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	2.175479	capsFB	Dpp4
mo18_CD45neg1_d0	18mo	3:capsFB	2.0397859	capsFB	Dpp4
mo18_CD45neg2_d0	18mo	3:capsFB	1.5175974	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	3.2618818	capsFB	Dpp4
mo18_FB_d0	18mo	3:capsFB	1.1378303	capsFB	Dpp4
mo02_CD45neg1_d0	02mo	3:capsFB	1.9951411	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	2.4083009	capsFB	Dpp4
mo02_CD45neg1_d0	02mo	3:capsFB	2.5855012	capsFB	Dpp4
mo02_CD45neg1_d0	02mo	3:capsFB	0.0	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	0.0	capsFB	Dpp4
mo02_CD45neg2_d0	02mo	3:capsFB	2.806026	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	1.9288349	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	1.8561167	capsFB	Dpp4
mo02_CD45neg1_d0	02mo	3:capsFB	0.0	capsFB	Dpp4
mo02_CD45neg2_d0	02mo	3:capsFB	0.0	capsFB	Dpp4
mo02_CD45neg1_d0	02mo	3:capsFB	1.5038441	capsFB	Dpp4
mo02_CD45neg1_d0	02mo	3:capsFB	2.2166584	capsFB	Dpp4
mo18_FB_d0	18mo	3:capsFB	0.0	capsFB	Dpp4
mo02_CD45neg1_d0	02mo	3:capsFB	2.917487	capsFB	Dpp4
mo18_CD45neg2_d0	18mo	3:capsFB	1.7242467	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	1.2961884	capsFB	Dpp4
mo02_CD45neg1_d0	02mo	3:capsFB	2.0196846	capsFB	Dpp4
mo02_CD45neg1_d0	02mo	3:capsFB	1.0106314	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	1.7183394	capsFB	Dpp4
mo18_CD45neg1_d0	18mo	3:capsFB	1.8362341	capsFB	Dpp4
mo02_CD45neg1_d0	02mo	3:capsFB	1.2073668	capsFB	Dpp4
mo02_CD45neg1_d0	02mo	3:capsFB	1.6194323	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	1.5712018	capsFB	Dpp4
mo18_FB_d0	18mo	3:capsFB	0.0	capsFB	Dpp4
mo02_CD45neg1_d0	02mo	3:capsFB	1.2298515	capsFB	Dpp4
mo18_FB_d0	18mo	3:capsFB	2.2834609	capsFB	Dpp4
mo18_FB_d0	18mo	3:capsFB	2.105646	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	1.5375053	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	0.0	capsFB	Dpp4
mo02_CD45neg1_d0	02mo	3:capsFB	1.372358	capsFB	Dpp4
mo18_FB_d0	18mo	3:capsFB	1.8086233	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	1.5780327	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	1.4172238	capsFB	Dpp4
mo02_CD45neg1_d0	02mo	3:capsFB	1.8603423	capsFB	Dpp4
mo18_CD45neg1_d0	18mo	3:capsFB	1.7146572	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	1.8401228	capsFB	Dpp4
mo18_CD45neg2_d0	18mo	3:capsFB	0.0	capsFB	Dpp4
mo18_CD45neg1_d0	18mo	3:capsFB	2.8227344	capsFB	Dpp4
mo02_CD45neg2_d0	02mo	3:capsFB	0.0	capsFB	Dpp4
mo02_CD45neg2_d0	02mo	3:capsFB	1.859274	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	2.4430962	capsFB	Dpp4
mo18_FB_d0	18mo	3:capsFB	2.6554236	capsFB	Dpp4
mo02_CD45neg1_d0	02mo	3:capsFB	1.9035083	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	1.0474877	capsFB	Dpp4
mo18_FB_d0	18mo	3:capsFB	0.0	capsFB	Dpp4
mo02_CD45neg2_d0	02mo	3:capsFB	1.2787137	capsFB	Dpp4
mo02_CD45neg2_d0	02mo	3:capsFB	1.5276861	capsFB	Dpp4
mo18_FB_d0	18mo	3:capsFB	2.6456988	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	2.1449342	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	1.5455372	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	0.0	capsFB	Dpp4
mo18_CD45neg2_d0	18mo	3:capsFB	2.2813535	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	1.7527126	capsFB	Dpp4
mo02_CD45neg1_d0	02mo	3:capsFB	0.0	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	1.5327905	capsFB	Dpp4
mo18_FB_d0	18mo	3:capsFB	0.0	capsFB	Dpp4
mo02_CD45neg1_d0	02mo	3:capsFB	2.1915557	capsFB	Dpp4
mo18_FB_d0	18mo	3:capsFB	2.1006997	capsFB	Dpp4
mo02_CD45neg1_d0	02mo	3:capsFB	1.1277032	capsFB	Dpp4
mo02_CD45neg2_d0	02mo	3:capsFB	0.0	capsFB	Dpp4
mo02_CD45neg2_d0	02mo	3:capsFB	1.7651784	capsFB	Dpp4
mo18_FB_d0	18mo	3:capsFB	0.0	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	2.0230935	capsFB	Dpp4
mo18_FB_d0	18mo	3:capsFB	1.2324271	capsFB	Dpp4
mo18_CD45neg1_d0	18mo	3:capsFB	0.0	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	3.1543713	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	0.0	capsFB	Dpp4
mo18_FB_d0	18mo	3:capsFB	0.0	capsFB	Dpp4
mo18_FB_d0	18mo	3:capsFB	2.3215222	capsFB	Dpp4
mo02_CD45neg2_d0	02mo	3:capsFB	1.1546675	capsFB	Dpp4
mo02_CD45neg2_d0	02mo	3:capsFB	1.3122282	capsFB	Dpp4
mo02_CD45neg2_d0	02mo	3:capsFB	0.0	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	2.5861497	capsFB	Dpp4
mo02_CD45neg1_d0	02mo	3:capsFB	0.0	capsFB	Dpp4
mo02_CD45neg1_d0	02mo	3:capsFB	0.0	capsFB	Dpp4
mo02_CD45neg2_d0	02mo	3:capsFB	2.5516865	capsFB	Dpp4
mo18_FB_d0	18mo	3:capsFB	0.0	capsFB	Dpp4
mo18_CD45neg2_d0	18mo	3:capsFB	1.5509802	capsFB	Dpp4
mo18_CD45neg2_d0	18mo	3:capsFB	1.6825476	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	1.5618062	capsFB	Dpp4
mo18_CD45neg2_d0	18mo	3:capsFB	1.345289	capsFB	Dpp4
mo18_FB_d0	18mo	3:capsFB	0.0	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	2.3262331	capsFB	Dpp4
mo02_CD45neg2_d0	02mo	3:capsFB	1.3236473	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	2.0522516	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	2.310162	capsFB	Dpp4
mo18_CD45neg1_d0	18mo	3:capsFB	2.5906217	capsFB	Dpp4
mo02_CD45neg2_d0	02mo	3:capsFB	2.749327	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	1.6975043	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	1.0167841	capsFB	Dpp4
mo18_CD45neg2_d0	18mo	3:capsFB	1.3991048	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	1.8591979	capsFB	Dpp4
mo18_CD45neg1_d0	18mo	3:capsFB	2.4392667	capsFB	Dpp4
mo02_CD45neg2_d0	02mo	3:capsFB	1.9687096	capsFB	Dpp4
mo02_CD45neg1_d0	02mo	3:capsFB	2.0004659	capsFB	Dpp4
mo02_CD45neg1_d0	02mo	3:capsFB	2.1273205	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	1.5056154	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	2.5577185	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	0.0	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	1.4832294	capsFB	Dpp4
mo18_FB_d0	18mo	3:capsFB	2.181034	capsFB	Dpp4
mo02_CD45neg1_d0	02mo	3:capsFB	1.8677098	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	1.5433149	capsFB	Dpp4
mo18_FB_d0	18mo	3:capsFB	1.1405746	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	1.4134468	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	0.0	capsFB	Dpp4
mo18_FB_d0	18mo	3:capsFB	1.3854699	capsFB	Dpp4
mo02_CD45neg1_d0	02mo	3:capsFB	0.0	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	0.0	capsFB	Dpp4
mo18_FB_d0	18mo	3:capsFB	2.642562	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	2.1269407	capsFB	Dpp4
mo02_CD45neg1_d0	02mo	3:capsFB	1.3972689	capsFB	Dpp4
mo02_CD45neg1_d0	02mo	3:capsFB	0.0	capsFB	Dpp4
mo18_CD45neg2_d0	18mo	3:capsFB	0.0	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	1.7549177	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	2.731977	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	1.8728182	capsFB	Dpp4
mo02_FB_d0	02mo	3:capsFB	1.8004228	capsFB	Dpp4
mo18_FB_d0	18mo	3:capsFB	0.0	capsFB	Dpp4
mo02_CD45neg1_d0	02mo	3:capsFB	0.0	capsFB	Dpp4
mo18_CD45neg1_d0	18mo	3:capsFB	2.5178988	capsFB	Dpp4
mo02_CD45neg2_d0	02mo	3:capsFB	1.9969729	capsFB	Dpp4
mo18_FB_d0	18mo	3:capsFB	1.382109	capsFB	Dpp4
