sample_id	age_group	cell_type_subset	expression	group	marker
mo18_FB_d0	18mo	3:capsFB	4.0145273	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	2.7456605	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	3.5387683	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	2.6951904	capsFB	Pi16
mo18_CD45neg2_d0	18mo	3:capsFB	4.684161	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	4.291802	capsFB	Pi16
mo18_CD45neg2_d0	18mo	3:capsFB	4.6967006	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	3.6124759	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.700932	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	4.6767993	capsFB	Pi16
mo18_CD45neg1_d0	18mo	3:capsFB	4.629583	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	3.9844134	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	5.365872	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	4.3760557	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.3151917	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	5.189083	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.002583	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	5.298342	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	3.1649334	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	5.222657	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.1245837	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	2.1402867	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	4.407088	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	2.3016632	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	4.0789475	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	3.1144395	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.4896345	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	4.717886	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.916002	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.883032	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	2.8701086	capsFB	Pi16
mo18_CD45neg2_d0	18mo	3:capsFB	4.2576475	capsFB	Pi16
mo18_CD45neg2_d0	18mo	3:capsFB	5.0038896	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	4.808637	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	3.4095619	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	3.9682431	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	4.4220514	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	4.000507	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.914704	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	4.234501	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	4.181304	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	3.8205113	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	5.0356116	capsFB	Pi16
mo18_CD45neg2_d0	18mo	3:capsFB	3.0647454	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	4.9408484	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	4.7755394	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	4.960941	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	4.65871	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	5.2408404	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	1.8742177	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	4.220854	capsFB	Pi16
mo18_CD45neg2_d0	18mo	3:capsFB	4.633796	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	4.190529	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	3.8782582	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	3.9192758	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	3.5621836	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	5.1270113	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	4.890864	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	2.73564	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	4.36448	capsFB	Pi16
mo18_CD45neg1_d0	18mo	3:capsFB	3.9455395	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	5.062429	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	4.214594	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	2.0701997	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	4.6918855	capsFB	Pi16
mo18_CD45neg1_d0	18mo	3:capsFB	4.0115514	capsFB	Pi16
mo18_CD45neg1_d0	18mo	3:capsFB	4.2587175	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	4.8801064	capsFB	Pi16
mo18_CD45neg2_d0	18mo	3:capsFB	4.4006524	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	4.0020337	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.313876	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	2.7515602	capsFB	Pi16
mo18_CD45neg2_d0	18mo	3:capsFB	4.7126	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	4.823228	capsFB	Pi16
mo18_CD45neg2_d0	18mo	3:capsFB	4.861666	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.4990854	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.4132686	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	4.609449	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	4.445314	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.9810314	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	4.16845	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.6212687	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	3.649963	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	4.9637113	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	4.022467	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	4.5683975	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	3.2786462	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	5.1819854	capsFB	Pi16
mo18_CD45neg2_d0	18mo	3:capsFB	5.22737	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	5.094792	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	3.8616579	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	2.194149	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	3.468987	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.475198	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.3642697	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	4.6771545	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	2.0142245	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	5.3849907	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	2.0724728	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	2.959148	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	1.5610127	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	4.176753	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	4.884333	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.2414985	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	5.043576	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	3.6411397	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	5.003689	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	4.1689205	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.3628817	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	5.005992	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	3.6408408	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	4.964574	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	4.014365	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	4.6680064	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	2.5231566	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	4.732937	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	2.773202	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	1.9091167	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.598293	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	1.599486	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	3.8250241	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	5.1316786	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	3.7588587	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	5.1046834	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	5.0718555	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	1.80905	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	4.6190023	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	4.759382	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	5.259963	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.9743667	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	3.506433	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	5.1618333	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.462054	capsFB	Pi16
mo18_CD45neg1_d0	18mo	3:capsFB	3.581415	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	4.6413198	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	4.795409	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.4347773	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	3.5439157	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	3.6688733	capsFB	Pi16
mo18_CD45neg1_d0	18mo	3:capsFB	3.088421	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	3.3436532	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	3.3303068	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	5.192989	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	3.4118226	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	1.1889484	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	0.0	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	4.5809364	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	3.193687	capsFB	Pi16
mo18_CD45neg1_d0	18mo	3:capsFB	4.4798813	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.187339	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	4.0799	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	5.211839	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	3.8236766	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.86915	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.844963	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.5322566	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.804757	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	4.3939395	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	3.2937207	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	5.688771	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	3.812772	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.891731	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	4.9580708	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	2.636739	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	4.435043	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	5.0410223	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.7199836	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.881808	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	4.534847	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	4.006327	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.527087	capsFB	Pi16
mo18_CD45neg2_d0	18mo	3:capsFB	4.528206	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	3.0773416	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	3.9368575	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	3.6049047	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	5.6790557	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.4878583	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	3.8183224	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	3.9420102	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	5.042432	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.1243443	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.9589825	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	4.511849	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	0.9688028	capsFB	Pi16
mo18_CD45neg2_d0	18mo	3:capsFB	3.6184108	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	3.9083588	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	2.4006271	capsFB	Pi16
mo18_CD45neg2_d0	18mo	3:capsFB	4.6003804	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.83453	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	4.044034	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.3572087	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.723108	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	4.1945014	capsFB	Pi16
mo18_CD45neg2_d0	18mo	3:capsFB	4.4842954	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	2.7637272	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.627493	capsFB	Pi16
mo18_CD45neg1_d0	18mo	3:capsFB	4.644149	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	5.3302803	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.2498584	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	4.93056	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.5790815	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	2.622086	capsFB	Pi16
mo18_CD45neg2_d0	18mo	3:capsFB	4.152579	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	4.1302466	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	5.1207952	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	2.446678	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	4.448758	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	3.7030382	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	4.6485915	capsFB	Pi16
mo18_CD45neg1_d0	18mo	3:capsFB	3.3947294	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	4.9426374	capsFB	Pi16
mo18_CD45neg2_d0	18mo	3:capsFB	4.0573034	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.86325	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	2.756947	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	3.8728616	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	1.6679097	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.27612	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.286812	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	4.0856323	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	2.2792516	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	4.5621243	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	3.9800136	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	4.364257	capsFB	Pi16
mo18_CD45neg2_d0	18mo	3:capsFB	4.732639	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	2.945956	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.6321135	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	5.3275065	capsFB	Pi16
mo18_CD45neg2_d0	18mo	3:capsFB	5.1124763	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	5.0731993	capsFB	Pi16
mo18_CD45neg2_d0	18mo	3:capsFB	4.2087345	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	3.0127053	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	4.009993	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	3.8117828	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.458029	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	4.906275	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	2.523458	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	3.6661694	capsFB	Pi16
mo18_CD45neg2_d0	18mo	3:capsFB	4.6101823	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	3.1857622	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	3.9591715	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	2.9692578	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	5.1999936	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	2.4284475	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.2195063	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	3.3133993	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	3.9259207	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	2.445354	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.789513	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.5285378	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	4.99834	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	2.9537475	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	0.0	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	3.9382703	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.1538835	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	3.5897508	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	4.9788857	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.168248	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	3.7293112	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.8168273	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	4.032839	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.8269567	capsFB	Pi16
mo18_CD45neg2_d0	18mo	3:capsFB	2.1929693	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	3.972837	capsFB	Pi16
mo18_CD45neg1_d0	18mo	3:capsFB	4.7749705	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	4.6052694	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.6052694	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	3.7727365	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.4738917	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	5.269979	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	3.8425	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	0.0	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.9703417	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	5.259512	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	3.8655386	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	4.9028654	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	5.3463993	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	2.9298174	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	5.143682	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	3.3341005	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	4.870214	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.5815535	capsFB	Pi16
mo18_CD45neg2_d0	18mo	3:capsFB	4.4513865	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	4.484109	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	2.8233297	capsFB	Pi16
mo18_CD45neg2_d0	18mo	3:capsFB	5.158753	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	3.2683697	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	3.8788471	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	2.8851454	capsFB	Pi16
mo18_CD45neg2_d0	18mo	3:capsFB	5.0110483	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	3.2878149	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	5.1248493	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	3.2914417	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	5.189961	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	4.632882	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	4.9531827	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.371029	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	3.705928	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	5.1641893	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.103381	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	4.3129463	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	3.9936707	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.87659	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	2.3624785	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	4.7049165	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	2.6898847	capsFB	Pi16
mo18_CD45neg2_d0	18mo	3:capsFB	4.5608907	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	2.885944	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	4.6694856	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	3.5153122	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	3.1536555	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	4.8144794	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	4.983542	capsFB	Pi16
mo18_CD45neg2_d0	18mo	3:capsFB	4.45248	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.4687095	capsFB	Pi16
mo18_CD45neg2_d0	18mo	3:capsFB	4.4866347	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	5.1242127	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	3.6158843	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	4.793809	capsFB	Pi16
mo18_CD45neg1_d0	18mo	3:capsFB	4.397708	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	5.3257656	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	3.6815948	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	4.2716665	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	1.5586382	capsFB	Pi16
mo18_CD45neg2_d0	18mo	3:capsFB	4.354743	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.5964556	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	3.808024	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.471428	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	5.367581	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	3.292065	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	3.4690661	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	4.8897295	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.8153944	capsFB	Pi16
mo18_CD45neg2_d0	18mo	3:capsFB	4.1514244	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.7852836	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	4.3386865	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	3.485096	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	4.942689	capsFB	Pi16
mo18_CD45neg2_d0	18mo	3:capsFB	4.777126	capsFB	Pi16
mo18_CD45neg1_d0	18mo	3:capsFB	3.8991072	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	4.8519964	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	3.7567914	capsFB	Pi16
mo18_CD45neg2_d0	18mo	3:capsFB	4.4901767	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	4.5202007	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	3.7428968	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	4.058875	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	5.079661	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	3.3509297	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	4.423347	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.3676686	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	4.9140544	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	4.7511654	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	4.550167	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	5.481006	capsFB	Pi16
mo02_FB_d0	02mo	3:capsFB	3.9846046	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	4.2737594	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	3.3078654	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	0.0	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	3.7138324	capsFB	Pi16
mo18_FB_d0	18mo	3:capsFB	3.0080175	capsFB	Pi16
mo02_CD45neg2_d0	02mo	3:capsFB	3.579154	capsFB	Pi16
mo18_CD45neg2_d0	18mo	3:capsFB	3.8832383	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	2.9485219	capsFB	Pi16
mo02_CD45neg1_d0	02mo	3:capsFB	4.7150955	capsFB	Pi16
