age_group	broad_compartment	fine_cell_type	target_compartments	gene	n_cells	n_detected_cells	detection_fraction	n_donor_sample_units
fetal_or_infant_lt1y	Tcell	CD8+TEM-K	other	LOXL3	111	0	0.0	1
fetal_or_infant_lt1y	Tcell	CD8+TEM-K	other	LOXL4	111	0	0.0	1
fetal_or_infant_lt1y	Tcell	CD8+TN	other	LOX	799	0	0.0	1
fetal_or_infant_lt1y	Tcell	CD8+TN	other	LOXL1	799	2	0.0025031289111389237	1
fetal_or_infant_lt1y	Tcell	CD8+TN	other	LOXL2	799	3	0.0037546933667083854	1
fetal_or_infant_lt1y	Tcell	CD8+TN	other	LOXL3	799	1	0.0012515644555694619	1
fetal_or_infant_lt1y	Tcell	CD8+TN	other	LOXL4	799	0	0.0	1
fetal_or_infant_lt1y	Tcell	IFN_T	other	LOX	244	0	0.0	1
fetal_or_infant_lt1y	Tcell	IFN_T	other	LOXL1	244	0	0.0	1
fetal_or_infant_lt1y	Tcell	IFN_T	other	LOXL2	244	1	0.004098360655737705	1
fetal_or_infant_lt1y	Tcell	IFN_T	other	LOXL3	244	0	0.0	1
fetal_or_infant_lt1y	Tcell	IFN_T	other	LOXL4	244	0	0.0	1
fetal_or_infant_lt1y	Tcell	MAIT	other	LOX	81	0	0.0	1
fetal_or_infant_lt1y	Tcell	MAIT	other	LOXL1	81	0	0.0	1
fetal_or_infant_lt1y	Tcell	MAIT	other	LOXL2	81	1	0.012345679012345678	1
fetal_or_infant_lt1y	Tcell	MAIT	other	LOXL3	81	1	0.012345679012345678	1
fetal_or_infant_lt1y	Tcell	MAIT	other	LOXL4	81	0	0.0	1
fetal_or_infant_lt1y	Tcell	T_un	other	LOX	256	0	0.0	1
fetal_or_infant_lt1y	Tcell	T_un	other	LOXL1	256	0	0.0	1
fetal_or_infant_lt1y	Tcell	T_un	other	LOXL2	256	1	0.00390625	1
fetal_or_infant_lt1y	Tcell	T_un	other	LOXL3	256	0	0.0	1
fetal_or_infant_lt1y	Tcell	T_un	other	LOXL4	256	0	0.0	1
fetal_or_infant_lt1y	Tcell	Tex	other	LOX	60	0	0.0	1
fetal_or_infant_lt1y	Tcell	Tex	other	LOXL1	60	0	0.0	1
fetal_or_infant_lt1y	Tcell	Tex	other	LOXL2	60	1	0.016666666666666666	1
fetal_or_infant_lt1y	Tcell	Tex	other	LOXL3	60	0	0.0	1
fetal_or_infant_lt1y	Tcell	Tex	other	LOXL4	60	0	0.0	1
fetal_or_infant_lt1y	Tcell	Treg	other	LOX	245	0	0.0	1
fetal_or_infant_lt1y	Tcell	Treg	other	LOXL1	245	0	0.0	1
fetal_or_infant_lt1y	Tcell	Treg	other	LOXL2	245	2	0.00816326530612245	1
fetal_or_infant_lt1y	Tcell	Treg	other	LOXL3	245	0	0.0	1
fetal_or_infant_lt1y	Tcell	Treg	other	LOXL4	245	1	0.004081632653061225	1
fetal_or_infant_lt1y	Tcell	Vδ1T-1	other	LOX	60	0	0.0	1
fetal_or_infant_lt1y	Tcell	Vδ1T-1	other	LOXL1	60	0	0.0	1
fetal_or_infant_lt1y	Tcell	Vδ1T-1	other	LOXL2	60	0	0.0	1
fetal_or_infant_lt1y	Tcell	Vδ1T-1	other	LOXL3	60	0	0.0	1
fetal_or_infant_lt1y	Tcell	Vδ1T-1	other	LOXL4	60	0	0.0	1
fetal_or_infant_lt1y	Tcell	Vδ1T-2	other	LOX	155	0	0.0	1
fetal_or_infant_lt1y	Tcell	Vδ1T-2	other	LOXL1	155	0	0.0	1
fetal_or_infant_lt1y	Tcell	Vδ1T-2	other	LOXL2	155	2	0.012903225806451613	1
fetal_or_infant_lt1y	Tcell	Vδ1T-2	other	LOXL3	155	0	0.0	1
fetal_or_infant_lt1y	Tcell	Vδ1T-2	other	LOXL4	155	0	0.0	1
fetal_or_infant_lt1y	Tcell	Vδ2Vγ9T	other	LOX	80	0	0.0	1
fetal_or_infant_lt1y	Tcell	Vδ2Vγ9T	other	LOXL1	80	0	0.0	1
fetal_or_infant_lt1y	Tcell	Vδ2Vγ9T	other	LOXL2	80	0	0.0	1
fetal_or_infant_lt1y	Tcell	Vδ2Vγ9T	other	LOXL3	80	0	0.0	1
fetal_or_infant_lt1y	Tcell	Vδ2Vγ9T	other	LOXL4	80	0	0.0	1
fetal_or_infant_lt1y	cDC	cDC	other	LOX	80	0	0.0	1
fetal_or_infant_lt1y	cDC	cDC	other	LOXL1	80	0	0.0	1
fetal_or_infant_lt1y	cDC	cDC	other	LOXL2	80	0	0.0	1
fetal_or_infant_lt1y	cDC	cDC	other	LOXL3	80	6	0.075	1
fetal_or_infant_lt1y	cDC	cDC	other	LOXL4	80	0	0.0	1
fetal_or_infant_lt1y	pDC	pDC	other	LOX	55	0	0.0	1
fetal_or_infant_lt1y	pDC	pDC	other	LOXL1	55	0	0.0	1
fetal_or_infant_lt1y	pDC	pDC	other	LOXL2	55	0	0.0	1
fetal_or_infant_lt1y	pDC	pDC	other	LOXL3	55	1	0.01818181818181818	1
fetal_or_infant_lt1y	pDC	pDC	other	LOXL4	55	0	0.0	1
older_adult_65plus	ABC	ABC	other	LOX	86	0	0.0	8
older_adult_65plus	ABC	ABC	other	LOXL1	86	0	0.0	8
older_adult_65plus	ABC	ABC	other	LOXL2	86	0	0.0	8
older_adult_65plus	ABC	ABC	other	LOXL3	86	0	0.0	8
older_adult_65plus	ABC	ABC	other	LOXL4	86	0	0.0	8
older_adult_65plus	Endo	Endo	endothelial	LOX	149	5	0.03355704697986577	3
older_adult_65plus	Endo	Endo	endothelial	LOXL1	149	0	0.0	3
older_adult_65plus	Endo	Endo	endothelial	LOXL2	149	4	0.026845637583892617	3
older_adult_65plus	Endo	Endo	endothelial	LOXL3	149	0	0.0	3
older_adult_65plus	Endo	Endo	endothelial	LOXL4	149	0	0.0	3
older_adult_65plus	Epi	Ciliated	epithelial_or_epi	LOX	39	2	0.05128205128205128	3
older_adult_65plus	Epi	Ciliated	epithelial_or_epi	LOXL1	39	3	0.07692307692307693	3
older_adult_65plus	Epi	Ciliated	epithelial_or_epi	LOXL2	39	1	0.02564102564102564	3
older_adult_65plus	Epi	Ciliated	epithelial_or_epi	LOXL3	39	0	0.0	3
older_adult_65plus	Epi	Ciliated	epithelial_or_epi	LOXL4	39	1	0.02564102564102564	3
older_adult_65plus	Epi	Immature_TEC	epithelial_or_epi;immature_TEC	LOX	17	0	0.0	3
older_adult_65plus	Epi	Immature_TEC	epithelial_or_epi;immature_TEC	LOXL1	17	0	0.0	3
older_adult_65plus	Epi	Immature_TEC	epithelial_or_epi;immature_TEC	LOXL2	17	0	0.0	3
older_adult_65plus	Epi	Immature_TEC	epithelial_or_epi;immature_TEC	LOXL3	17	0	0.0	3
older_adult_65plus	Epi	Immature_TEC	epithelial_or_epi;immature_TEC	LOXL4	17	0	0.0	3
older_adult_65plus	Epi	Ionocyte	epithelial_or_epi	LOX	9	0	0.0	2
older_adult_65plus	Epi	Ionocyte	epithelial_or_epi	LOXL1	9	0	0.0	2
older_adult_65plus	Epi	Ionocyte	epithelial_or_epi	LOXL2	9	0	0.0	2
older_adult_65plus	Epi	Ionocyte	epithelial_or_epi	LOXL3	9	0	0.0	2
older_adult_65plus	Epi	Ionocyte	epithelial_or_epi	LOXL4	9	0	0.0	2
older_adult_65plus	Epi	TEC(myo)	epithelial_or_epi	LOX	3	0	0.0	2
older_adult_65plus	Epi	TEC(myo)	epithelial_or_epi	LOXL1	3	1	0.3333333333333333	2
older_adult_65plus	Epi	TEC(myo)	epithelial_or_epi	LOXL2	3	0	0.0	2
older_adult_65plus	Epi	TEC(myo)	epithelial_or_epi	LOXL3	3	0	0.0	2
older_adult_65plus	Epi	TEC(myo)	epithelial_or_epi	LOXL4	3	0	0.0	2
older_adult_65plus	Epi	TEC(neuron)	epithelial_or_epi	LOX	26	0	0.0	2
older_adult_65plus	Epi	TEC(neuron)	epithelial_or_epi	LOXL1	26	2	0.07692307692307693	2
older_adult_65plus	Epi	TEC(neuron)	epithelial_or_epi	LOXL2	26	0	0.0	2
older_adult_65plus	Epi	TEC(neuron)	epithelial_or_epi	LOXL3	26	0	0.0	2
older_adult_65plus	Epi	TEC(neuron)	epithelial_or_epi	LOXL4	26	1	0.038461538461538464	2
older_adult_65plus	Epi	Tuft	epithelial_or_epi	LOX	3	0	0.0	2
older_adult_65plus	Epi	Tuft	epithelial_or_epi	LOXL1	3	0	0.0	2
older_adult_65plus	Epi	Tuft	epithelial_or_epi	LOXL2	3	0	0.0	2
older_adult_65plus	Epi	Tuft	epithelial_or_epi	LOXL3	3	0	0.0	2
older_adult_65plus	Epi	Tuft	epithelial_or_epi	LOXL4	3	0	0.0	2
older_adult_65plus	Epi	cTEC_hi	epithelial_or_epi;ctec_like	LOX	4	0	0.0	2
older_adult_65plus	Epi	cTEC_hi	epithelial_or_epi;ctec_like	LOXL1	4	1	0.25	2
older_adult_65plus	Epi	cTEC_hi	epithelial_or_epi;ctec_like	LOXL2	4	0	0.0	2
older_adult_65plus	Epi	cTEC_hi	epithelial_or_epi;ctec_like	LOXL3	4	0	0.0	2
older_adult_65plus	Epi	cTEC_hi	epithelial_or_epi;ctec_like	LOXL4	4	0	0.0	2
older_adult_65plus	Epi	cTEC_lo	epithelial_or_epi;ctec_like	LOX	77	1	0.012987012987012988	3
older_adult_65plus	Epi	cTEC_lo	epithelial_or_epi;ctec_like	LOXL1	77	3	0.03896103896103896	3
older_adult_65plus	Epi	cTEC_lo	epithelial_or_epi;ctec_like	LOXL2	77	0	0.0	3
older_adult_65plus	Epi	cTEC_lo	epithelial_or_epi;ctec_like	LOXL3	77	0	0.0	3
older_adult_65plus	Epi	cTEC_lo	epithelial_or_epi;ctec_like	LOXL4	77	3	0.03896103896103896	3
older_adult_65plus	Epi	mTEC_hi	epithelial_or_epi;mtec_like	LOX	5	0	0.0	2
older_adult_65plus	Epi	mTEC_hi	epithelial_or_epi;mtec_like	LOXL1	5	1	0.2	2
older_adult_65plus	Epi	mTEC_hi	epithelial_or_epi;mtec_like	LOXL2	5	0	0.0	2
older_adult_65plus	Epi	mTEC_hi	epithelial_or_epi;mtec_like	LOXL3	5	0	0.0	2
older_adult_65plus	Epi	mTEC_hi	epithelial_or_epi;mtec_like	LOXL4	5	0	0.0	2
older_adult_65plus	Epi	mTEC_lo	epithelial_or_epi;mtec_like	LOX	27	0	0.0	2
older_adult_65plus	Epi	mTEC_lo	epithelial_or_epi;mtec_like	LOXL1	27	4	0.14814814814814814	2
older_adult_65plus	Epi	mTEC_lo	epithelial_or_epi;mtec_like	LOXL2	27	0	0.0	2
older_adult_65plus	Epi	mTEC_lo	epithelial_or_epi;mtec_like	LOXL3	27	0	0.0	2
older_adult_65plus	Epi	mTEC_lo	epithelial_or_epi;mtec_like	LOXL4	27	0	0.0	2
older_adult_65plus	Epi	post_AIRE_mTEC	epithelial_or_epi;mtec_like;post_AIRE_mTEC	LOX	3	0	0.0	1
older_adult_65plus	Epi	post_AIRE_mTEC	epithelial_or_epi;mtec_like;post_AIRE_mTEC	LOXL1	3	0	0.0	1
older_adult_65plus	Epi	post_AIRE_mTEC	epithelial_or_epi;mtec_like;post_AIRE_mTEC	LOXL2	3	0	0.0	1
older_adult_65plus	Epi	post_AIRE_mTEC	epithelial_or_epi;mtec_like;post_AIRE_mTEC	LOXL3	3	0	0.0	1
older_adult_65plus	Epi	post_AIRE_mTEC	epithelial_or_epi;mtec_like;post_AIRE_mTEC	LOXL4	3	0	0.0	1
older_adult_65plus	HSPC	HSPC	other	LOX	27	0	0.0	7
older_adult_65plus	HSPC	HSPC	other	LOXL1	27	0	0.0	7
older_adult_65plus	HSPC	HSPC	other	LOXL2	27	0	0.0	7
older_adult_65plus	HSPC	HSPC	other	LOXL3	27	3	0.1111111111111111	7
older_adult_65plus	HSPC	HSPC	other	LOXL4	27	0	0.0	7
older_adult_65plus	Hema	Agonist_1	other	LOX	131	0	0.0	1
older_adult_65plus	Hema	Agonist_1	other	LOXL1	131	0	0.0	1
older_adult_65plus	Hema	Agonist_1	other	LOXL2	131	3	0.022900763358778626	1
older_adult_65plus	Hema	Agonist_1	other	LOXL3	131	0	0.0	1
older_adult_65plus	Hema	Agonist_1	other	LOXL4	131	0	0.0	1
older_adult_65plus	Hema	Agonist_2	other	LOX	37	1	0.02702702702702703	1
older_adult_65plus	Hema	Agonist_2	other	LOXL1	37	0	0.0	1
older_adult_65plus	Hema	Agonist_2	other	LOXL2	37	1	0.02702702702702703	1
older_adult_65plus	Hema	Agonist_2	other	LOXL3	37	0	0.0	1
older_adult_65plus	Hema	Agonist_2	other	LOXL4	37	0	0.0	1
older_adult_65plus	Hema	CD4 SOX4hi SP	other	LOX	149	1	0.006711409395973154	1
older_adult_65plus	Hema	CD4 SOX4hi SP	other	LOXL1	149	1	0.006711409395973154	1
older_adult_65plus	Hema	CD4 SOX4hi SP	other	LOXL2	149	1	0.006711409395973154	1
older_adult_65plus	Hema	CD4 SOX4hi SP	other	LOXL3	149	0	0.0	1
older_adult_65plus	Hema	CD4 SOX4hi SP	other	LOXL4	149	0	0.0	1
older_adult_65plus	Hema	CD4 SOX4lo SP	other	LOX	274	0	0.0	1
older_adult_65plus	Hema	CD4 SOX4lo SP	other	LOXL1	274	0	0.0	1
older_adult_65plus	Hema	CD4 SOX4lo SP	other	LOXL2	274	1	0.0036496350364963502	1
older_adult_65plus	Hema	CD4 SOX4lo SP	other	LOXL3	274	0	0.0	1
older_adult_65plus	Hema	CD4 SOX4lo SP	other	LOXL4	274	0	0.0	1
older_adult_65plus	Hema	CD8 SOX4hi SP	other	LOX	176	0	0.0	1
older_adult_65plus	Hema	CD8 SOX4hi SP	other	LOXL1	176	3	0.017045454545454544	1
older_adult_65plus	Hema	CD8 SOX4hi SP	other	LOXL2	176	0	0.0	1
older_adult_65plus	Hema	CD8 SOX4hi SP	other	LOXL3	176	0	0.0	1
older_adult_65plus	Hema	CD8 SOX4hi SP	other	LOXL4	176	0	0.0	1
older_adult_65plus	Hema	CD8 SOX4lo SP	other	LOX	114	0	0.0	1
older_adult_65plus	Hema	CD8 SOX4lo SP	other	LOXL1	114	0	0.0	1
older_adult_65plus	Hema	CD8 SOX4lo SP	other	LOXL2	114	1	0.008771929824561403	1
older_adult_65plus	Hema	CD8 SOX4lo SP	other	LOXL3	114	0	0.0	1
older_adult_65plus	Hema	CD8 SOX4lo SP	other	LOXL4	114	0	0.0	1
older_adult_65plus	Hema	DC1	other	LOX	7	0	0.0	1
older_adult_65plus	Hema	DC1	other	LOXL1	7	0	0.0	1
older_adult_65plus	Hema	DC1	other	LOXL2	7	0	0.0	1
older_adult_65plus	Hema	DC1	other	LOXL3	7	0	0.0	1
older_adult_65plus	Hema	DC1	other	LOXL4	7	0	0.0	1
older_adult_65plus	Hema	DC1P	other	LOX	5	0	0.0	1
older_adult_65plus	Hema	DC1P	other	LOXL1	5	0	0.0	1
older_adult_65plus	Hema	DC1P	other	LOXL2	5	0	0.0	1
older_adult_65plus	Hema	DC1P	other	LOXL3	5	1	0.2	1
older_adult_65plus	Hema	DC1P	other	LOXL4	5	0	0.0	1
older_adult_65plus	Hema	DC2	other	LOX	19	0	0.0	1
older_adult_65plus	Hema	DC2	other	LOXL1	19	0	0.0	1
older_adult_65plus	Hema	DC2	other	LOXL2	19	0	0.0	1
older_adult_65plus	Hema	DC2	other	LOXL3	19	2	0.10526315789473684	1
older_adult_65plus	Hema	DC2	other	LOXL4	19	0	0.0	1
older_adult_65plus	Hema	DN_P	other	LOX	521	6	0.011516314779270634	3
older_adult_65plus	Hema	DN_P	other	LOXL1	521	1	0.0019193857965451055	3
older_adult_65plus	Hema	DN_P	other	LOXL2	521	2	0.003838771593090211	3
older_adult_65plus	Hema	DN_P	other	LOXL3	521	4	0.007677543186180422	3
older_adult_65plus	Hema	DN_P	other	LOXL4	521	0	0.0	3
older_adult_65plus	Hema	DN_Q1	other	LOX	579	1	0.0017271157167530224	2
older_adult_65plus	Hema	DN_Q1	other	LOXL1	579	1	0.0017271157167530224	2
older_adult_65plus	Hema	DN_Q1	other	LOXL2	579	2	0.0034542314335060447	2
older_adult_65plus	Hema	DN_Q1	other	LOXL3	579	2	0.0034542314335060447	2
older_adult_65plus	Hema	DN_Q1	other	LOXL4	579	0	0.0	2
older_adult_65plus	Hema	DN_Q2	other	LOX	30	1	0.03333333333333333	3
older_adult_65plus	Hema	DN_Q2	other	LOXL1	30	0	0.0	3
older_adult_65plus	Hema	DN_Q2	other	LOXL2	30	0	0.0	3
older_adult_65plus	Hema	DN_Q2	other	LOXL3	30	0	0.0	3
older_adult_65plus	Hema	DN_Q2	other	LOXL4	30	0	0.0	3
older_adult_65plus	Hema	DP_P	other	LOX	126	0	0.0	1
older_adult_65plus	Hema	DP_P	other	LOXL1	126	2	0.015873015873015872	1
older_adult_65plus	Hema	DP_P	other	LOXL2	126	0	0.0	1
older_adult_65plus	Hema	DP_P	other	LOXL3	126	0	0.0	1
older_adult_65plus	Hema	DP_P	other	LOXL4	126	0	0.0	1
older_adult_65plus	Hema	DP_Q	other	LOX	623	0	0.0	1
older_adult_65plus	Hema	DP_Q	other	LOXL1	623	3	0.004815409309791332	1
older_adult_65plus	Hema	DP_Q	other	LOXL2	623	1	0.0016051364365971107	1
older_adult_65plus	Hema	DP_Q	other	LOXL3	623	1	0.0016051364365971107	1
older_adult_65plus	Hema	DP_Q	other	LOXL4	623	0	0.0	1
older_adult_65plus	Hema	ETP	other	LOX	155	10	0.06451612903225806	2
older_adult_65plus	Hema	ETP	other	LOXL1	155	0	0.0	2
older_adult_65plus	Hema	ETP	other	LOXL2	155	0	0.0	2
older_adult_65plus	Hema	ETP	other	LOXL3	155	3	0.01935483870967742	2
older_adult_65plus	Hema	ETP	other	LOXL4	155	0	0.0	2
older_adult_65plus	Hema	GNG4+CD8ααT	other	LOX	9	0	0.0	1
older_adult_65plus	Hema	GNG4+CD8ααT	other	LOXL1	9	0	0.0	1
older_adult_65plus	Hema	GNG4+CD8ααT	other	LOXL2	9	0	0.0	1
older_adult_65plus	Hema	GNG4+CD8ααT	other	LOXL3	9	0	0.0	1
older_adult_65plus	Hema	GNG4+CD8ααT	other	LOXL4	9	0	0.0	1
older_adult_65plus	Hema	HSP_DP	other	LOX	2	0	0.0	1
older_adult_65plus	Hema	HSP_DP	other	LOXL1	2	0	0.0	1
older_adult_65plus	Hema	HSP_DP	other	LOXL2	2	0	0.0	1
older_adult_65plus	Hema	HSP_DP	other	LOXL3	2	0	0.0	1
older_adult_65plus	Hema	HSP_DP	other	LOXL4	2	0	0.0	1
older_adult_65plus	Hema	IFN_CD8ααT	other	LOX	2	0	0.0	1
older_adult_65plus	Hema	IFN_CD8ααT	other	LOXL1	2	0	0.0	1
older_adult_65plus	Hema	IFN_CD8ααT	other	LOXL2	2	0	0.0	1
older_adult_65plus	Hema	IFN_CD8ααT	other	LOXL3	2	0	0.0	1
older_adult_65plus	Hema	IFN_CD8ααT	other	LOXL4	2	0	0.0	1
older_adult_65plus	Hema	IFN_response	other	LOX	36	0	0.0	1
older_adult_65plus	Hema	IFN_response	other	LOXL1	36	0	0.0	1
older_adult_65plus	Hema	IFN_response	other	LOXL2	36	0	0.0	1
older_adult_65plus	Hema	IFN_response	other	LOXL3	36	0	0.0	1
older_adult_65plus	Hema	IFN_response	other	LOXL4	36	0	0.0	1
older_adult_65plus	Hema	ISP-like	other	LOX	11	0	0.0	1
older_adult_65plus	Hema	ISP-like	other	LOXL1	11	0	0.0	1
older_adult_65plus	Hema	ISP-like	other	LOXL2	11	0	0.0	1
older_adult_65plus	Hema	ISP-like	other	LOXL3	11	0	0.0	1
older_adult_65plus	Hema	ISP-like	other	LOXL4	11	0	0.0	1
older_adult_65plus	Hema	ImmatureNK	other	LOX	3	0	0.0	1
older_adult_65plus	Hema	ImmatureNK	other	LOXL1	3	0	0.0	1
older_adult_65plus	Hema	ImmatureNK	other	LOXL2	3	0	0.0	1
older_adult_65plus	Hema	ImmatureNK	other	LOXL3	3	0	0.0	1
older_adult_65plus	Hema	ImmatureNK	other	LOXL4	3	0	0.0	1
older_adult_65plus	Hema	Lti	other	LOX	17	0	0.0	1
older_adult_65plus	Hema	Lti	other	LOXL1	17	0	0.0	1
older_adult_65plus	Hema	Lti	other	LOXL2	17	0	0.0	1
older_adult_65plus	Hema	Lti	other	LOXL3	17	0	0.0	1
older_adult_65plus	Hema	Lti	other	LOXL4	17	0	0.0	1
older_adult_65plus	Hema	Macrophage	other	LOX	13	0	0.0	1
older_adult_65plus	Hema	Macrophage	other	LOXL1	13	0	0.0	1
older_adult_65plus	Hema	Macrophage	other	LOXL2	13	0	0.0	1
older_adult_65plus	Hema	Macrophage	other	LOXL3	13	1	0.07692307692307693	1
older_adult_65plus	Hema	Macrophage	other	LOXL4	13	0	0.0	1
older_adult_65plus	Hema	Mast	other	LOX	5	0	0.0	1
older_adult_65plus	Hema	Mast	other	LOXL1	5	0	0.0	1
older_adult_65plus	Hema	Mast	other	LOXL2	5	0	0.0	1
older_adult_65plus	Hema	Mast	other	LOXL3	5	0	0.0	1
older_adult_65plus	Hema	Mast	other	LOXL4	5	0	0.0	1
older_adult_65plus	Hema	MatureNK	other	LOX	87	0	0.0	1
older_adult_65plus	Hema	MatureNK	other	LOXL1	87	0	0.0	1
older_adult_65plus	Hema	MatureNK	other	LOXL2	87	0	0.0	1
older_adult_65plus	Hema	MatureNK	other	LOXL3	87	0	0.0	1
older_adult_65plus	Hema	MatureNK	other	LOXL4	87	0	0.0	1
older_adult_65plus	Hema	MemoryB	other	LOX	1271	2	0.0015735641227380016	1
older_adult_65plus	Hema	MemoryB	other	LOXL1	1271	1	0.0007867820613690008	1
older_adult_65plus	Hema	MemoryB	other	LOXL2	1271	1	0.0007867820613690008	1
older_adult_65plus	Hema	MemoryB	other	LOXL3	1271	1	0.0007867820613690008	1
older_adult_65plus	Hema	MemoryB	other	LOXL4	1271	0	0.0	1
older_adult_65plus	Hema	MemoryNK	other	LOX	3	0	0.0	1
older_adult_65plus	Hema	MemoryNK	other	LOXL1	3	0	0.0	1
older_adult_65plus	Hema	MemoryNK	other	LOXL2	3	0	0.0	1
older_adult_65plus	Hema	MemoryNK	other	LOXL3	3	0	0.0	1
older_adult_65plus	Hema	MemoryNK	other	LOXL4	3	0	0.0	1
older_adult_65plus	Hema	Monocyte	other	LOX	13	0	0.0	1
older_adult_65plus	Hema	Monocyte	other	LOXL1	13	0	0.0	1
older_adult_65plus	Hema	Monocyte	other	LOXL2	13	0	0.0	1
older_adult_65plus	Hema	Monocyte	other	LOXL3	13	0	0.0	1
older_adult_65plus	Hema	Monocyte	other	LOXL4	13	0	0.0	1
older_adult_65plus	Hema	NKT_like_CD8ααT	other	LOX	9	0	0.0	1
older_adult_65plus	Hema	NKT_like_CD8ααT	other	LOXL1	9	0	0.0	1
older_adult_65plus	Hema	NKT_like_CD8ααT	other	LOXL2	9	0	0.0	1
older_adult_65plus	Hema	NKT_like_CD8ααT	other	LOXL3	9	0	0.0	1
older_adult_65plus	Hema	NKT_like_CD8ααT	other	LOXL4	9	0	0.0	1
older_adult_65plus	Hema	NaiveB	other	LOX	45	0	0.0	1
older_adult_65plus	Hema	NaiveB	other	LOXL1	45	0	0.0	1
older_adult_65plus	Hema	NaiveB	other	LOXL2	45	0	0.0	1
older_adult_65plus	Hema	NaiveB	other	LOXL3	45	0	0.0	1
older_adult_65plus	Hema	NaiveB	other	LOXL4	45	0	0.0	1
older_adult_65plus	Hema	Plasma	other	LOX	44	0	0.0	1
older_adult_65plus	Hema	Plasma	other	LOXL1	44	0	0.0	1
older_adult_65plus	Hema	Plasma	other	LOXL2	44	4	0.09090909090909091	1
older_adult_65plus	Hema	Plasma	other	LOXL3	44	0	0.0	1
older_adult_65plus	Hema	Plasma	other	LOXL4	44	0	0.0	1
older_adult_65plus	Hema	TP1	other	LOX	186	6	0.03225806451612903	3
older_adult_65plus	Hema	TP1	other	LOXL1	186	1	0.005376344086021506	3
older_adult_65plus	Hema	TP1	other	LOXL2	186	0	0.0	3
older_adult_65plus	Hema	TP1	other	LOXL3	186	7	0.03763440860215054	3
older_adult_65plus	Hema	TP1	other	LOXL4	186	1	0.005376344086021506	3
older_adult_65plus	Hema	TP2	other	LOX	63	0	0.0	3
older_adult_65plus	Hema	TP2	other	LOXL1	63	0	0.0	3
older_adult_65plus	Hema	TP2	other	LOXL2	63	0	0.0	3
older_adult_65plus	Hema	TP2	other	LOXL3	63	1	0.015873015873015872	3
older_adult_65plus	Hema	TP2	other	LOXL4	63	0	0.0	3
older_adult_65plus	Hema	Treg	other	LOX	94	0	0.0	1
older_adult_65plus	Hema	Treg	other	LOXL1	94	0	0.0	1
older_adult_65plus	Hema	Treg	other	LOXL2	94	0	0.0	1
older_adult_65plus	Hema	Treg	other	LOXL3	94	0	0.0	1
older_adult_65plus	Hema	Treg	other	LOXL4	94	0	0.0	1
older_adult_65plus	Hema	aDC	other	LOX	2	0	0.0	1
older_adult_65plus	Hema	aDC	other	LOXL1	2	0	0.0	1
older_adult_65plus	Hema	aDC	other	LOXL2	2	0	0.0	1
older_adult_65plus	Hema	aDC	other	LOXL3	2	0	0.0	1
older_adult_65plus	Hema	aDC	other	LOXL4	2	0	0.0	1
older_adult_65plus	Hema	memory-like CD4 T	other	LOX	684	1	0.0014619883040935672	1
older_adult_65plus	Hema	memory-like CD4 T	other	LOXL1	684	3	0.0043859649122807015	1
older_adult_65plus	Hema	memory-like CD4 T	other	LOXL2	684	4	0.005847953216374269	1
older_adult_65plus	Hema	memory-like CD4 T	other	LOXL3	684	0	0.0	1
older_adult_65plus	Hema	memory-like CD4 T	other	LOXL4	684	0	0.0	1
older_adult_65plus	Hema	memory-like CD8 T	other	LOX	614	0	0.0	1
older_adult_65plus	Hema	memory-like CD8 T	other	LOXL1	614	1	0.0016286644951140066	1
older_adult_65plus	Hema	memory-like CD8 T	other	LOXL2	614	3	0.004885993485342019	1
older_adult_65plus	Hema	memory-like CD8 T	other	LOXL3	614	1	0.0016286644951140066	1
older_adult_65plus	Hema	memory-like CD8 T	other	LOXL4	614	0	0.0	1
older_adult_65plus	Hema	pDC	other	LOX	14	0	0.0	1
older_adult_65plus	Hema	pDC	other	LOXL1	14	0	0.0	1
older_adult_65plus	Hema	pDC	other	LOXL2	14	0	0.0	1
older_adult_65plus	Hema	pDC	other	LOXL3	14	0	0.0	1
older_adult_65plus	Hema	pDC	other	LOXL4	14	0	0.0	1
older_adult_65plus	Hema	pre-CD4 T	other	LOX	170	0	0.0	1
older_adult_65plus	Hema	pre-CD4 T	other	LOXL1	170	0	0.0	1
older_adult_65plus	Hema	pre-CD4 T	other	LOXL2	170	1	0.0058823529411764705	1
older_adult_65plus	Hema	pre-CD4 T	other	LOXL3	170	0	0.0	1
older_adult_65plus	Hema	pre-CD4 T	other	LOXL4	170	0	0.0	1
older_adult_65plus	Hema	pre-CD8 T	other	LOX	116	0	0.0	1
older_adult_65plus	Hema	pre-CD8 T	other	LOXL1	116	1	0.008620689655172414	1
older_adult_65plus	Hema	pre-CD8 T	other	LOXL2	116	0	0.0	1
older_adult_65plus	Hema	pre-CD8 T	other	LOXL3	116	0	0.0	1
older_adult_65plus	Hema	pre-CD8 T	other	LOXL4	116	0	0.0	1
older_adult_65plus	Hema	pre_Treg1	other	LOX	218	1	0.0045871559633027525	1
older_adult_65plus	Hema	pre_Treg1	other	LOXL1	218	0	0.0	1
older_adult_65plus	Hema	pre_Treg1	other	LOXL2	218	1	0.0045871559633027525	1
older_adult_65plus	Hema	pre_Treg1	other	LOXL3	218	0	0.0	1
older_adult_65plus	Hema	pre_Treg1	other	LOXL4	218	0	0.0	1
older_adult_65plus	Hema	pre_Treg2	other	LOX	59	0	0.0	1
