age_group	broad_compartment	fine_cell_type	target_compartments	gene	n_cells	n_detected_cells	detection_fraction	n_donor_sample_units
adult_40_64y	ABC	ABC	other	LOX	100	0	0.0	3
adult_40_64y	ABC	ABC	other	LOXL1	100	0	0.0	3
adult_40_64y	ABC	ABC	other	LOXL2	100	1	0.01	3
adult_40_64y	ABC	ABC	other	LOXL3	100	0	0.0	3
adult_40_64y	ABC	ABC	other	LOXL4	100	0	0.0	3
adult_40_64y	Endo	Endo	endothelial	LOX	1561	69	0.044202434336963484	14
adult_40_64y	Endo	Endo	endothelial	LOXL1	1561	7	0.004484304932735426	14
adult_40_64y	Endo	Endo	endothelial	LOXL2	1561	21	0.013452914798206279	14
adult_40_64y	Endo	Endo	endothelial	LOXL3	1561	6	0.003843689942344651	14
adult_40_64y	Endo	Endo	endothelial	LOXL4	1561	2	0.0012812299807815502	14
adult_40_64y	Endo	MKI67+Endo	endothelial	LOX	6	2	0.3333333333333333	3
adult_40_64y	Endo	MKI67+Endo	endothelial	LOXL1	6	0	0.0	3
adult_40_64y	Endo	MKI67+Endo	endothelial	LOXL2	6	0	0.0	3
adult_40_64y	Endo	MKI67+Endo	endothelial	LOXL3	6	0	0.0	3
adult_40_64y	Endo	MKI67+Endo	endothelial	LOXL4	6	0	0.0	3
adult_40_64y	Epi	Ciliated	epithelial_or_epi	LOX	276	9	0.03260869565217391	10
adult_40_64y	Epi	Ciliated	epithelial_or_epi	LOXL1	276	29	0.10507246376811594	10
adult_40_64y	Epi	Ciliated	epithelial_or_epi	LOXL2	276	7	0.025362318840579712	10
adult_40_64y	Epi	Ciliated	epithelial_or_epi	LOXL3	276	12	0.043478260869565216	10
adult_40_64y	Epi	Ciliated	epithelial_or_epi	LOXL4	276	7	0.025362318840579712	10
adult_40_64y	Epi	Immature_TEC	epithelial_or_epi;immature_TEC	LOX	1316	21	0.015957446808510637	10
adult_40_64y	Epi	Immature_TEC	epithelial_or_epi;immature_TEC	LOXL1	1316	83	0.06306990881458967	10
adult_40_64y	Epi	Immature_TEC	epithelial_or_epi;immature_TEC	LOXL2	1316	3	0.0022796352583586625	10
adult_40_64y	Epi	Immature_TEC	epithelial_or_epi;immature_TEC	LOXL3	1316	3	0.0022796352583586625	10
adult_40_64y	Epi	Immature_TEC	epithelial_or_epi;immature_TEC	LOXL4	1316	80	0.060790273556231005	10
adult_40_64y	Epi	Ionocyte	epithelial_or_epi	LOX	54	1	0.018518518518518517	9
adult_40_64y	Epi	Ionocyte	epithelial_or_epi	LOXL1	54	1	0.018518518518518517	9
adult_40_64y	Epi	Ionocyte	epithelial_or_epi	LOXL2	54	0	0.0	9
adult_40_64y	Epi	Ionocyte	epithelial_or_epi	LOXL3	54	0	0.0	9
adult_40_64y	Epi	Ionocyte	epithelial_or_epi	LOXL4	54	0	0.0	9
adult_40_64y	Epi	MKI67+cTEC	epithelial_or_epi;ctec_like	LOX	11	0	0.0	2
adult_40_64y	Epi	MKI67+cTEC	epithelial_or_epi;ctec_like	LOXL1	11	2	0.18181818181818182	2
adult_40_64y	Epi	MKI67+cTEC	epithelial_or_epi;ctec_like	LOXL2	11	0	0.0	2
adult_40_64y	Epi	MKI67+cTEC	epithelial_or_epi;ctec_like	LOXL3	11	0	0.0	2
adult_40_64y	Epi	MKI67+cTEC	epithelial_or_epi;ctec_like	LOXL4	11	2	0.18181818181818182	2
adult_40_64y	Epi	MKI67+mTEC	epithelial_or_epi;mtec_like	LOX	19	1	0.05263157894736842	4
adult_40_64y	Epi	MKI67+mTEC	epithelial_or_epi;mtec_like	LOXL1	19	2	0.10526315789473684	4
adult_40_64y	Epi	MKI67+mTEC	epithelial_or_epi;mtec_like	LOXL2	19	0	0.0	4
adult_40_64y	Epi	MKI67+mTEC	epithelial_or_epi;mtec_like	LOXL3	19	0	0.0	4
adult_40_64y	Epi	MKI67+mTEC	epithelial_or_epi;mtec_like	LOXL4	19	3	0.15789473684210525	4
adult_40_64y	Epi	TEC(myo)	epithelial_or_epi	LOX	54	0	0.0	6
adult_40_64y	Epi	TEC(myo)	epithelial_or_epi	LOXL1	54	8	0.14814814814814814	6
adult_40_64y	Epi	TEC(myo)	epithelial_or_epi	LOXL2	54	12	0.2222222222222222	6
adult_40_64y	Epi	TEC(myo)	epithelial_or_epi	LOXL3	54	1	0.018518518518518517	6
adult_40_64y	Epi	TEC(myo)	epithelial_or_epi	LOXL4	54	4	0.07407407407407407	6
adult_40_64y	Epi	TEC(neuron)	epithelial_or_epi	LOX	580	16	0.027586206896551724	13
adult_40_64y	Epi	TEC(neuron)	epithelial_or_epi	LOXL1	580	78	0.13448275862068965	13
adult_40_64y	Epi	TEC(neuron)	epithelial_or_epi	LOXL2	580	13	0.022413793103448276	13
adult_40_64y	Epi	TEC(neuron)	epithelial_or_epi	LOXL3	580	20	0.034482758620689655	13
adult_40_64y	Epi	TEC(neuron)	epithelial_or_epi	LOXL4	580	11	0.01896551724137931	13
adult_40_64y	Epi	Tuft	epithelial_or_epi	LOX	13	0	0.0	3
adult_40_64y	Epi	Tuft	epithelial_or_epi	LOXL1	13	1	0.07692307692307693	3
adult_40_64y	Epi	Tuft	epithelial_or_epi	LOXL2	13	0	0.0	3
adult_40_64y	Epi	Tuft	epithelial_or_epi	LOXL3	13	0	0.0	3
adult_40_64y	Epi	Tuft	epithelial_or_epi	LOXL4	13	0	0.0	3
adult_40_64y	Epi	cTEC_hi	epithelial_or_epi;ctec_like	LOX	966	4	0.004140786749482402	11
adult_40_64y	Epi	cTEC_hi	epithelial_or_epi;ctec_like	LOXL1	966	42	0.043478260869565216	11
adult_40_64y	Epi	cTEC_hi	epithelial_or_epi;ctec_like	LOXL2	966	1	0.0010351966873706005	11
adult_40_64y	Epi	cTEC_hi	epithelial_or_epi;ctec_like	LOXL3	966	1	0.0010351966873706005	11
adult_40_64y	Epi	cTEC_hi	epithelial_or_epi;ctec_like	LOXL4	966	58	0.060041407867494824	11
adult_40_64y	Epi	cTEC_lo	epithelial_or_epi;ctec_like	LOX	4240	31	0.007311320754716981	12
adult_40_64y	Epi	cTEC_lo	epithelial_or_epi;ctec_like	LOXL1	4240	134	0.03160377358490566	12
adult_40_64y	Epi	cTEC_lo	epithelial_or_epi;ctec_like	LOXL2	4240	8	0.0018867924528301887	12
adult_40_64y	Epi	cTEC_lo	epithelial_or_epi;ctec_like	LOXL3	4240	5	0.0011792452830188679	12
adult_40_64y	Epi	cTEC_lo	epithelial_or_epi;ctec_like	LOXL4	4240	235	0.055424528301886794	12
adult_40_64y	Epi	mTEC_hi	epithelial_or_epi;mtec_like	LOX	173	5	0.028901734104046242	9
adult_40_64y	Epi	mTEC_hi	epithelial_or_epi;mtec_like	LOXL1	173	30	0.17341040462427745	9
adult_40_64y	Epi	mTEC_hi	epithelial_or_epi;mtec_like	LOXL2	173	3	0.017341040462427744	9
adult_40_64y	Epi	mTEC_hi	epithelial_or_epi;mtec_like	LOXL3	173	1	0.005780346820809248	9
adult_40_64y	Epi	mTEC_hi	epithelial_or_epi;mtec_like	LOXL4	173	7	0.04046242774566474	9
adult_40_64y	Epi	mTEC_lo	epithelial_or_epi;mtec_like	LOX	1270	41	0.03228346456692913	10
adult_40_64y	Epi	mTEC_lo	epithelial_or_epi;mtec_like	LOXL1	1270	106	0.08346456692913386	10
adult_40_64y	Epi	mTEC_lo	epithelial_or_epi;mtec_like	LOXL2	1270	2	0.0015748031496062992	10
adult_40_64y	Epi	mTEC_lo	epithelial_or_epi;mtec_like	LOXL3	1270	3	0.002362204724409449	10
adult_40_64y	Epi	mTEC_lo	epithelial_or_epi;mtec_like	LOXL4	1270	96	0.07559055118110236	10
adult_40_64y	Epi	post_AIRE_mTEC	epithelial_or_epi;mtec_like;post_AIRE_mTEC	LOX	477	44	0.09224318658280922	9
adult_40_64y	Epi	post_AIRE_mTEC	epithelial_or_epi;mtec_like;post_AIRE_mTEC	LOXL1	477	33	0.06918238993710692	9
adult_40_64y	Epi	post_AIRE_mTEC	epithelial_or_epi;mtec_like;post_AIRE_mTEC	LOXL2	477	4	0.008385744234800839	9
adult_40_64y	Epi	post_AIRE_mTEC	epithelial_or_epi;mtec_like;post_AIRE_mTEC	LOXL3	477	2	0.0041928721174004195	9
adult_40_64y	Epi	post_AIRE_mTEC	epithelial_or_epi;mtec_like;post_AIRE_mTEC	LOXL4	477	45	0.09433962264150944	9
adult_40_64y	HSPC	HSPC	other	LOX	13	0	0.0	3
adult_40_64y	HSPC	HSPC	other	LOXL1	13	0	0.0	3
adult_40_64y	HSPC	HSPC	other	LOXL2	13	0	0.0	3
adult_40_64y	HSPC	HSPC	other	LOXL3	13	0	0.0	3
adult_40_64y	HSPC	HSPC	other	LOXL4	13	0	0.0	3
adult_40_64y	Hema	Agonist_1	other	LOX	1279	1	0.0007818608287724785	6
adult_40_64y	Hema	Agonist_1	other	LOXL1	1279	3	0.0023455824863174357	6
adult_40_64y	Hema	Agonist_1	other	LOXL2	1279	1	0.0007818608287724785	6
adult_40_64y	Hema	Agonist_1	other	LOXL3	1279	0	0.0	6
adult_40_64y	Hema	Agonist_1	other	LOXL4	1279	0	0.0	6
adult_40_64y	Hema	Agonist_2	other	LOX	275	1	0.0036363636363636364	6
adult_40_64y	Hema	Agonist_2	other	LOXL1	275	2	0.007272727272727273	6
adult_40_64y	Hema	Agonist_2	other	LOXL2	275	0	0.0	6
adult_40_64y	Hema	Agonist_2	other	LOXL3	275	0	0.0	6
adult_40_64y	Hema	Agonist_2	other	LOXL4	275	0	0.0	6
adult_40_64y	Hema	CD4 SOX4hi SP	other	LOX	910	0	0.0	6
adult_40_64y	Hema	CD4 SOX4hi SP	other	LOXL1	910	3	0.0032967032967032967	6
adult_40_64y	Hema	CD4 SOX4hi SP	other	LOXL2	910	0	0.0	6
adult_40_64y	Hema	CD4 SOX4hi SP	other	LOXL3	910	0	0.0	6
adult_40_64y	Hema	CD4 SOX4hi SP	other	LOXL4	910	0	0.0	6
adult_40_64y	Hema	CD4 SOX4lo SP	other	LOX	1189	0	0.0	6
adult_40_64y	Hema	CD4 SOX4lo SP	other	LOXL1	1189	3	0.002523128679562658	6
adult_40_64y	Hema	CD4 SOX4lo SP	other	LOXL2	1189	0	0.0	6
adult_40_64y	Hema	CD4 SOX4lo SP	other	LOXL3	1189	4	0.00336417157275021	6
adult_40_64y	Hema	CD4 SOX4lo SP	other	LOXL4	1189	0	0.0	6
adult_40_64y	Hema	CD8 SOX4hi SP	other	LOX	745	1	0.0013422818791946308	6
adult_40_64y	Hema	CD8 SOX4hi SP	other	LOXL1	745	6	0.008053691275167786	6
adult_40_64y	Hema	CD8 SOX4hi SP	other	LOXL2	745	1	0.0013422818791946308	6
adult_40_64y	Hema	CD8 SOX4hi SP	other	LOXL3	745	0	0.0	6
adult_40_64y	Hema	CD8 SOX4hi SP	other	LOXL4	745	0	0.0	6
adult_40_64y	Hema	CD8 SOX4lo SP	other	LOX	392	0	0.0	6
adult_40_64y	Hema	CD8 SOX4lo SP	other	LOXL1	392	0	0.0	6
adult_40_64y	Hema	CD8 SOX4lo SP	other	LOXL2	392	0	0.0	6
adult_40_64y	Hema	CD8 SOX4lo SP	other	LOXL3	392	1	0.002551020408163265	6
adult_40_64y	Hema	CD8 SOX4lo SP	other	LOXL4	392	0	0.0	6
adult_40_64y	Hema	DC1	other	LOX	44	0	0.0	6
adult_40_64y	Hema	DC1	other	LOXL1	44	0	0.0	6
adult_40_64y	Hema	DC1	other	LOXL2	44	0	0.0	6
adult_40_64y	Hema	DC1	other	LOXL3	44	0	0.0	6
adult_40_64y	Hema	DC1	other	LOXL4	44	0	0.0	6
adult_40_64y	Hema	DC1P	other	LOX	33	0	0.0	5
adult_40_64y	Hema	DC1P	other	LOXL1	33	0	0.0	5
adult_40_64y	Hema	DC1P	other	LOXL2	33	0	0.0	5
adult_40_64y	Hema	DC1P	other	LOXL3	33	0	0.0	5
adult_40_64y	Hema	DC1P	other	LOXL4	33	0	0.0	5
adult_40_64y	Hema	DC2	other	LOX	112	0	0.0	6
adult_40_64y	Hema	DC2	other	LOXL1	112	0	0.0	6
adult_40_64y	Hema	DC2	other	LOXL2	112	0	0.0	6
adult_40_64y	Hema	DC2	other	LOXL3	112	9	0.08035714285714286	6
adult_40_64y	Hema	DC2	other	LOXL4	112	0	0.0	6
adult_40_64y	Hema	DN_P	other	LOX	785	7	0.008917197452229299	13
adult_40_64y	Hema	DN_P	other	LOXL1	785	3	0.003821656050955414	13
adult_40_64y	Hema	DN_P	other	LOXL2	785	10	0.012738853503184714	13
adult_40_64y	Hema	DN_P	other	LOXL3	785	17	0.02165605095541401	13
adult_40_64y	Hema	DN_P	other	LOXL4	785	1	0.0012738853503184713	13
adult_40_64y	Hema	DN_Q1	other	LOX	1343	4	0.0029784065524944155	12
adult_40_64y	Hema	DN_Q1	other	LOXL1	1343	5	0.0037230081906180195	12
adult_40_64y	Hema	DN_Q1	other	LOXL2	1343	3	0.0022338049143708115	12
adult_40_64y	Hema	DN_Q1	other	LOXL3	1343	3	0.0022338049143708115	12
adult_40_64y	Hema	DN_Q1	other	LOXL4	1343	0	0.0	12
adult_40_64y	Hema	DN_Q2	other	LOX	506	0	0.0	11
adult_40_64y	Hema	DN_Q2	other	LOXL1	506	0	0.0	11
adult_40_64y	Hema	DN_Q2	other	LOXL2	506	1	0.001976284584980237	11
adult_40_64y	Hema	DN_Q2	other	LOXL3	506	0	0.0	11
adult_40_64y	Hema	DN_Q2	other	LOXL4	506	0	0.0	11
adult_40_64y	Hema	DP_P	other	LOX	3939	2	0.0005077430820005078	6
adult_40_64y	Hema	DP_P	other	LOXL1	3939	23	0.005839045443005839	6
adult_40_64y	Hema	DP_P	other	LOXL2	3939	10	0.002538715410002539	6
adult_40_64y	Hema	DP_P	other	LOXL3	3939	8	0.002030972328002031	6
adult_40_64y	Hema	DP_P	other	LOXL4	3939	1	0.0002538715410002539	6
adult_40_64y	Hema	DP_Q	other	LOX	16265	4	0.0002459268367660621	6
adult_40_64y	Hema	DP_Q	other	LOXL1	16265	255	0.01567783584383646	6
adult_40_64y	Hema	DP_Q	other	LOXL2	16265	11	0.0006762988011066708	6
adult_40_64y	Hema	DP_Q	other	LOXL3	16265	8	0.0004918536735321242	6
adult_40_64y	Hema	DP_Q	other	LOXL4	16265	0	0.0	6
adult_40_64y	Hema	ETP	other	LOX	1068	44	0.04119850187265917	6
adult_40_64y	Hema	ETP	other	LOXL1	1068	6	0.0056179775280898875	6
adult_40_64y	Hema	ETP	other	LOXL2	1068	2	0.0018726591760299626	6
adult_40_64y	Hema	ETP	other	LOXL3	1068	32	0.0299625468164794	6
adult_40_64y	Hema	ETP	other	LOXL4	1068	4	0.003745318352059925	6
adult_40_64y	Hema	GNG4+CD8ααT	other	LOX	33	0	0.0	5
adult_40_64y	Hema	GNG4+CD8ααT	other	LOXL1	33	0	0.0	5
adult_40_64y	Hema	GNG4+CD8ααT	other	LOXL2	33	0	0.0	5
adult_40_64y	Hema	GNG4+CD8ααT	other	LOXL3	33	0	0.0	5
adult_40_64y	Hema	GNG4+CD8ααT	other	LOXL4	33	0	0.0	5
adult_40_64y	Hema	HSP_DP	other	LOX	149	0	0.0	6
adult_40_64y	Hema	HSP_DP	other	LOXL1	149	1	0.006711409395973154	6
adult_40_64y	Hema	HSP_DP	other	LOXL2	149	0	0.0	6
adult_40_64y	Hema	HSP_DP	other	LOXL3	149	0	0.0	6
adult_40_64y	Hema	HSP_DP	other	LOXL4	149	0	0.0	6
adult_40_64y	Hema	IFN_CD8ααT	other	LOX	4	0	0.0	3
adult_40_64y	Hema	IFN_CD8ααT	other	LOXL1	4	0	0.0	3
adult_40_64y	Hema	IFN_CD8ααT	other	LOXL2	4	0	0.0	3
adult_40_64y	Hema	IFN_CD8ααT	other	LOXL3	4	0	0.0	3
adult_40_64y	Hema	IFN_CD8ααT	other	LOXL4	4	0	0.0	3
adult_40_64y	Hema	IFN_response	other	LOX	249	0	0.0	6
adult_40_64y	Hema	IFN_response	other	LOXL1	249	0	0.0	6
adult_40_64y	Hema	IFN_response	other	LOXL2	249	0	0.0	6
adult_40_64y	Hema	IFN_response	other	LOXL3	249	1	0.004016064257028112	6
adult_40_64y	Hema	IFN_response	other	LOXL4	249	0	0.0	6
adult_40_64y	Hema	ISP-like	other	LOX	64	1	0.015625	6
adult_40_64y	Hema	ISP-like	other	LOXL1	64	1	0.015625	6
adult_40_64y	Hema	ISP-like	other	LOXL2	64	0	0.0	6
adult_40_64y	Hema	ISP-like	other	LOXL3	64	0	0.0	6
adult_40_64y	Hema	ISP-like	other	LOXL4	64	0	0.0	6
adult_40_64y	Hema	ImmatureNK	other	LOX	49	0	0.0	6
adult_40_64y	Hema	ImmatureNK	other	LOXL1	49	0	0.0	6
adult_40_64y	Hema	ImmatureNK	other	LOXL2	49	1	0.02040816326530612	6
adult_40_64y	Hema	ImmatureNK	other	LOXL3	49	0	0.0	6
adult_40_64y	Hema	ImmatureNK	other	LOXL4	49	0	0.0	6
adult_40_64y	Hema	Lti	other	LOX	76	0	0.0	5
adult_40_64y	Hema	Lti	other	LOXL1	76	0	0.0	5
adult_40_64y	Hema	Lti	other	LOXL2	76	0	0.0	5
adult_40_64y	Hema	Lti	other	LOXL3	76	1	0.013157894736842105	5
adult_40_64y	Hema	Lti	other	LOXL4	76	1	0.013157894736842105	5
adult_40_64y	Hema	Macrophage	other	LOX	61	0	0.0	6
adult_40_64y	Hema	Macrophage	other	LOXL1	61	0	0.0	6
adult_40_64y	Hema	Macrophage	other	LOXL2	61	0	0.0	6
adult_40_64y	Hema	Macrophage	other	LOXL3	61	1	0.01639344262295082	6
adult_40_64y	Hema	Macrophage	other	LOXL4	61	0	0.0	6
adult_40_64y	Hema	Mast	other	LOX	13	0	0.0	4
adult_40_64y	Hema	Mast	other	LOXL1	13	0	0.0	4
adult_40_64y	Hema	Mast	other	LOXL2	13	0	0.0	4
adult_40_64y	Hema	Mast	other	LOXL3	13	0	0.0	4
adult_40_64y	Hema	Mast	other	LOXL4	13	0	0.0	4
adult_40_64y	Hema	MatureNK	other	LOX	213	0	0.0	6
adult_40_64y	Hema	MatureNK	other	LOXL1	213	0	0.0	6
adult_40_64y	Hema	MatureNK	other	LOXL2	213	2	0.009389671361502348	6
adult_40_64y	Hema	MatureNK	other	LOXL3	213	0	0.0	6
adult_40_64y	Hema	MatureNK	other	LOXL4	213	0	0.0	6
adult_40_64y	Hema	MemoryB	other	LOX	2602	3	0.0011529592621060721	6
adult_40_64y	Hema	MemoryB	other	LOXL1	2602	2	0.0007686395080707148	6
adult_40_64y	Hema	MemoryB	other	LOXL2	2602	3	0.0011529592621060721	6
adult_40_64y	Hema	MemoryB	other	LOXL3	2602	11	0.004227517294388932	6
adult_40_64y	Hema	MemoryB	other	LOXL4	2602	0	0.0	6
adult_40_64y	Hema	MemoryNK	other	LOX	34	0	0.0	6
adult_40_64y	Hema	MemoryNK	other	LOXL1	34	1	0.029411764705882353	6
adult_40_64y	Hema	MemoryNK	other	LOXL2	34	0	0.0	6
adult_40_64y	Hema	MemoryNK	other	LOXL3	34	0	0.0	6
adult_40_64y	Hema	MemoryNK	other	LOXL4	34	0	0.0	6
adult_40_64y	Hema	Monocyte	other	LOX	30	0	0.0	4
adult_40_64y	Hema	Monocyte	other	LOXL1	30	0	0.0	4
adult_40_64y	Hema	Monocyte	other	LOXL2	30	0	0.0	4
adult_40_64y	Hema	Monocyte	other	LOXL3	30	1	0.03333333333333333	4
adult_40_64y	Hema	Monocyte	other	LOXL4	30	0	0.0	4
adult_40_64y	Hema	NKT_like_CD8ααT	other	LOX	270	0	0.0	6
adult_40_64y	Hema	NKT_like_CD8ααT	other	LOXL1	270	0	0.0	6
adult_40_64y	Hema	NKT_like_CD8ααT	other	LOXL2	270	0	0.0	6
adult_40_64y	Hema	NKT_like_CD8ααT	other	LOXL3	270	0	0.0	6
adult_40_64y	Hema	NKT_like_CD8ααT	other	LOXL4	270	0	0.0	6
adult_40_64y	Hema	NaiveB	other	LOX	282	0	0.0	6
adult_40_64y	Hema	NaiveB	other	LOXL1	282	0	0.0	6
adult_40_64y	Hema	NaiveB	other	LOXL2	282	0	0.0	6
adult_40_64y	Hema	NaiveB	other	LOXL3	282	3	0.010638297872340425	6
adult_40_64y	Hema	NaiveB	other	LOXL4	282	0	0.0	6
adult_40_64y	Hema	Neutrophil	other	LOX	8	0	0.0	3
adult_40_64y	Hema	Neutrophil	other	LOXL1	8	0	0.0	3
adult_40_64y	Hema	Neutrophil	other	LOXL2	8	0	0.0	3
adult_40_64y	Hema	Neutrophil	other	LOXL3	8	0	0.0	3
adult_40_64y	Hema	Neutrophil	other	LOXL4	8	0	0.0	3
adult_40_64y	Hema	Plasma	other	LOX	136	0	0.0	6
adult_40_64y	Hema	Plasma	other	LOXL1	136	0	0.0	6
adult_40_64y	Hema	Plasma	other	LOXL2	136	3	0.022058823529411766	6
adult_40_64y	Hema	Plasma	other	LOXL3	136	0	0.0	6
adult_40_64y	Hema	Plasma	other	LOXL4	136	0	0.0	6
adult_40_64y	Hema	TP1	other	LOX	827	31	0.037484885126964934	10
adult_40_64y	Hema	TP1	other	LOXL1	827	4	0.0048367593712212815	10
adult_40_64y	Hema	TP1	other	LOXL2	827	5	0.006045949214026602	10
adult_40_64y	Hema	TP1	other	LOXL3	827	40	0.04836759371221282	10
adult_40_64y	Hema	TP1	other	LOXL4	827	2	0.0024183796856106408	10
adult_40_64y	Hema	TP2	other	LOX	374	9	0.02406417112299465	14
adult_40_64y	Hema	TP2	other	LOXL1	374	3	0.008021390374331552	14
adult_40_64y	Hema	TP2	other	LOXL2	374	1	0.00267379679144385	14
adult_40_64y	Hema	TP2	other	LOXL3	374	15	0.040106951871657755	14
adult_40_64y	Hema	TP2	other	LOXL4	374	0	0.0	14
adult_40_64y	Hema	Treg	other	LOX	258	0	0.0	6
adult_40_64y	Hema	Treg	other	LOXL1	258	3	0.011627906976744186	6
adult_40_64y	Hema	Treg	other	LOXL2	258	1	0.003875968992248062	6
adult_40_64y	Hema	Treg	other	LOXL3	258	0	0.0	6
adult_40_64y	Hema	Treg	other	LOXL4	258	0	0.0	6
adult_40_64y	Hema	ZNF683+CD8ααT	other	LOX	11	0	0.0	5
adult_40_64y	Hema	ZNF683+CD8ααT	other	LOXL1	11	0	0.0	5
adult_40_64y	Hema	ZNF683+CD8ααT	other	LOXL2	11	0	0.0	5
adult_40_64y	Hema	ZNF683+CD8ααT	other	LOXL3	11	0	0.0	5
adult_40_64y	Hema	ZNF683+CD8ααT	other	LOXL4	11	0	0.0	5
adult_40_64y	Hema	aDC	other	LOX	57	0	0.0	5
adult_40_64y	Hema	aDC	other	LOXL1	57	0	0.0	5
adult_40_64y	Hema	aDC	other	LOXL2	57	0	0.0	5
adult_40_64y	Hema	aDC	other	LOXL3	57	1	0.017543859649122806	5
adult_40_64y	Hema	aDC	other	LOXL4	57	0	0.0	5
adult_40_64y	Hema	memory-like CD4 T	other	LOX	1712	0	0.0	6
adult_40_64y	Hema	memory-like CD4 T	other	LOXL1	1712	17	0.009929906542056074	6
adult_40_64y	Hema	memory-like CD4 T	other	LOXL2	1712	2	0.0011682242990654205	6
adult_40_64y	Hema	memory-like CD4 T	other	LOXL3	1712	2	0.0011682242990654205	6
adult_40_64y	Hema	memory-like CD4 T	other	LOXL4	1712	0	0.0	6
adult_40_64y	Hema	memory-like CD8 T	other	LOX	1352	1	0.0007396449704142012	6
adult_40_64y	Hema	memory-like CD8 T	other	LOXL1	1352	5	0.0036982248520710057	6
adult_40_64y	Hema	memory-like CD8 T	other	LOXL2	1352	3	0.0022189349112426036	6
adult_40_64y	Hema	memory-like CD8 T	other	LOXL3	1352	0	0.0	6
adult_40_64y	Hema	memory-like CD8 T	other	LOXL4	1352	0	0.0	6
adult_40_64y	Hema	pDC	other	LOX	66	0	0.0	6
adult_40_64y	Hema	pDC	other	LOXL1	66	1	0.015151515151515152	6
adult_40_64y	Hema	pDC	other	LOXL2	66	1	0.015151515151515152	6
adult_40_64y	Hema	pDC	other	LOXL3	66	1	0.015151515151515152	6
adult_40_64y	Hema	pDC	other	LOXL4	66	0	0.0	6
adult_40_64y	Hema	pre-CD4 T	other	LOX	801	1	0.0012484394506866417	6
adult_40_64y	Hema	pre-CD4 T	other	LOXL1	801	4	0.004993757802746567	6
adult_40_64y	Hema	pre-CD4 T	other	LOXL2	801	1	0.0012484394506866417	6
adult_40_64y	Hema	pre-CD4 T	other	LOXL3	801	0	0.0	6
adult_40_64y	Hema	pre-CD4 T	other	LOXL4	801	0	0.0	6
adult_40_64y	Hema	pre-CD8 T	other	LOX	423	0	0.0	6
adult_40_64y	Hema	pre-CD8 T	other	LOXL1	423	3	0.0070921985815602835	6
adult_40_64y	Hema	pre-CD8 T	other	LOXL2	423	1	0.002364066193853428	6
adult_40_64y	Hema	pre-CD8 T	other	LOXL3	423	1	0.002364066193853428	6
adult_40_64y	Hema	pre-CD8 T	other	LOXL4	423	0	0.0	6
adult_40_64y	Hema	pre_Treg1	other	LOX	699	0	0.0	6
adult_40_64y	Hema	pre_Treg1	other	LOXL1	699	2	0.002861230329041488	6
adult_40_64y	Hema	pre_Treg1	other	LOXL2	699	3	0.004291845493562232	6
adult_40_64y	Hema	pre_Treg1	other	LOXL3	699	0	0.0	6
adult_40_64y	Hema	pre_Treg1	other	LOXL4	699	0	0.0	6
adult_40_64y	Hema	pre_Treg2	other	LOX	221	0	0.0	6
adult_40_64y	Hema	pre_Treg2	other	LOXL1	221	1	0.004524886877828055	6
adult_40_64y	Hema	pre_Treg2	other	LOXL2	221	2	0.00904977375565611	6
adult_40_64y	Hema	pre_Treg2	other	LOXL3	221	0	0.0	6
adult_40_64y	Hema	pre_Treg2	other	LOXL4	221	0	0.0	6
adult_40_64y	Hema	αβ_Entry	other	LOX	1599	0	0.0	5
adult_40_64y	Hema	αβ_Entry	other	LOXL1	1599	8	0.0050031269543464665	5
adult_40_64y	Hema	αβ_Entry	other	LOXL2	1599	3	0.001876172607879925	5
adult_40_64y	Hema	αβ_Entry	other	LOXL3	1599	2	0.0012507817385866166	5
adult_40_64y	Hema	αβ_Entry	other	LOXL4	1599	0	0.0	5
adult_40_64y	Hema	γδT_1	other	LOX	47	0	0.0	5
adult_40_64y	Hema	γδT_1	other	LOXL1	47	0	0.0	5
adult_40_64y	Hema	γδT_1	other	LOXL2	47	0	0.0	5
adult_40_64y	Hema	γδT_1	other	LOXL3	47	0	0.0	5
adult_40_64y	Hema	γδT_1	other	LOXL4	47	0	0.0	5
adult_40_64y	Hema	γδT_2	other	LOX	44	0	0.0	5
adult_40_64y	Hema	γδT_2	other	LOXL1	44	0	0.0	5
adult_40_64y	Hema	γδT_2	other	LOXL2	44	0	0.0	5
adult_40_64y	Hema	γδT_2	other	LOXL3	44	0	0.0	5
adult_40_64y	Hema	γδT_2	other	LOXL4	44	0	0.0	5
adult_40_64y	Hema	γδT_3	other	LOX	57	0	0.0	6
adult_40_64y	Hema	γδT_3	other	LOXL1	57	0	0.0	6
adult_40_64y	Hema	γδT_3	other	LOXL2	57	0	0.0	6
adult_40_64y	Hema	γδT_3	other	LOXL3	57	0	0.0	6
adult_40_64y	Hema	γδT_3	other	LOXL4	57	0	0.0	6
adult_40_64y	Hema	γδT_P	other	LOX	29	0	0.0	8
adult_40_64y	Hema	γδT_P	other	LOXL1	29	0	0.0	8
adult_40_64y	Hema	γδT_P	other	LOXL2	29	0	0.0	8
adult_40_64y	Hema	γδT_P	other	LOXL3	29	0	0.0	8
adult_40_64y	Hema	γδT_P	other	LOXL4	29	0	0.0	8
adult_40_64y	MK	MK	other	LOX	616	7	0.011363636363636364	3
adult_40_64y	MK	MK	other	LOXL1	616	0	0.0	3
