gene	donor_id	sample	development_stage	sex	cell_type_level_4_explore	n_cells	n_detected	detection_fraction	matrix_used
LOXL4	F38	FCAImmP7528284	14th week post-fertilization stage	male	TEC-neuro	1	0	0	X
LOXL4	F38	FCAImmP7528284	14th week post-fertilization stage	male	mTECI	9	0	0	X
LOXL4	F38	FCAImmP7528285	14th week post-fertilization stage	male	TEC-myo	1	0	0	X
LOXL4	F38	FCAImmP7528285	14th week post-fertilization stage	male	TEC-neuro	1	0	0	X
LOXL4	F38	FCAImmP7528285	14th week post-fertilization stage	male	cTECI	1	0	0	X
LOXL4	F38	FCAImmP7528285	14th week post-fertilization stage	male	mTECI	9	0	0	X
LOXL4	F38	FCAImmP7528285	14th week post-fertilization stage	male	mTECI-trans	1	0	0	X
LOXL4	F45	FCAImmP7579231	13th week post-fertilization stage	female	TEC-myo	1	0	0	X
LOXL4	F45	FCAImmP7579231	13th week post-fertilization stage	female	TEC-neuro	2	0	0	X
LOXL4	F45	FCAImmP7579231	13th week post-fertilization stage	female	cTECI	1	0	0	X
LOXL4	F45	FCAImmP7579231	13th week post-fertilization stage	female	mTECI	3	0	0	X
LOXL4	F45	FCAImmP7579231	13th week post-fertilization stage	female	mTECII	1	0	0	X
LOXL4	F45	FCAImmP7579231	13th week post-fertilization stage	female	mcTEC	2	0	0	X
LOXL4	F64	FCAImmP7851890	12th week post-fertilization stage	male	cTECI	1	0	0	X
LOXL4	F64	FCAImmP7851890	12th week post-fertilization stage	male	cTECII	1	0	0	X
LOXL4	F64	FCAImmP7851890	12th week post-fertilization stage	male	mTECI	1	0	0	X
LOXL4	F64	FCAImmP7851890	12th week post-fertilization stage	male	mcTEC	4	0	0	X
LOXL4	F64	FCAImmP7851890	12th week post-fertilization stage	male	mcTEC-Prolif	1	0	0	X
LOXL4	F64	FCAImmP7851891	12th week post-fertilization stage	male	cTECI	3	0	0	X
LOXL4	F64	FCAImmP7851891	12th week post-fertilization stage	male	mTECI-trans	1	0	0	X
LOXL4	F64	FCAImmP7851891	12th week post-fertilization stage	male	mcTEC	3	0	0	X
LOXL4	F67	FCAImmP7851895	13th week post-fertilization stage	female	TEC-neuro	1	0	0	X
LOXL4	F67	FCAImmP7851895	13th week post-fertilization stage	female	cTECI	1	0	0	X
LOXL4	F67	FCAImmP7851895	13th week post-fertilization stage	female	mTECI	3	0	0	X
LOXL4	F67	FCAImmP7851895	13th week post-fertilization stage	female	mTECI-trans	1	0	0	X
LOXL4	F83	F83_TH_EPCAM	18th week post-fertilization stage	female	TEC-myo	5	0	0	X
LOXL4	F83	F83_TH_EPCAM	18th week post-fertilization stage	female	TEC-neuro	3	0	0	X
LOXL4	F83	F83_TH_EPCAM	18th week post-fertilization stage	female	cTECI	44	0	0	X
LOXL4	F83	F83_TH_EPCAM	18th week post-fertilization stage	female	cTECII	43	0	0	X
LOXL4	F83	F83_TH_EPCAM	18th week post-fertilization stage	female	mTECI	137	11	0.080292	X
LOXL4	F83	F83_TH_EPCAM	18th week post-fertilization stage	female	mTECI-trans	7	0	0	X
LOXL4	F83	F83_TH_EPCAM	18th week post-fertilization stage	female	mTECII	19	0	0	X
LOXL4	F83	F83_TH_EPCAM	18th week post-fertilization stage	female	mTECIII	12	0	0	X
LOXL4	F83	F83_TH_EPCAM	18th week post-fertilization stage	female	mcTEC	153	2	0.0130719	X
LOXL4	F83	F83_TH_EPCAM	18th week post-fertilization stage	female	mcTEC-Prolif	11	0	0	X
LOXL4	T07	T07_TH_EPCAM_S3	3-month-old stage	male	TEC-cilliated	3	0	0	X
LOXL4	T07	T07_TH_EPCAM_S3	3-month-old stage	male	TEC-myo	14	2	0.142857	X
LOXL4	T07	T07_TH_EPCAM_S3	3-month-old stage	male	TEC-neuro	8	0	0	X
LOXL4	T07	T07_TH_EPCAM_S3	3-month-old stage	male	cTECI	74	3	0.0405405	X
LOXL4	T07	T07_TH_EPCAM_S3	3-month-old stage	male	cTECII	110	0	0	X
LOXL4	T07	T07_TH_EPCAM_S3	3-month-old stage	male	cTECIII	200	0	0	X
LOXL4	T07	T07_TH_EPCAM_S3	3-month-old stage	male	mTECI	738	65	0.0880759	X
LOXL4	T07	T07_TH_EPCAM_S3	3-month-old stage	male	mTECI-trans	30	2	0.0666667	X
LOXL4	T07	T07_TH_EPCAM_S3	3-month-old stage	male	mTECII	259	5	0.019305	X
LOXL4	T07	T07_TH_EPCAM_S3	3-month-old stage	male	mTECIII	124	0	0	X
LOXL4	T07	T07_TH_EPCAM_S3	3-month-old stage	male	mcTEC	237	21	0.0886076	X
LOXL4	T07	T07_TH_EPCAM_S3	3-month-old stage	male	mcTEC-Prolif	14	2	0.142857	X
LOXL4	T07	T07_TH_TOT_1_S1	3-month-old stage	male	TEC-myo	2	1	0.5	X
LOXL4	T07	T07_TH_TOT_1_S1	3-month-old stage	male	cTECI	5	0	0	X
LOXL4	T07	T07_TH_TOT_1_S1	3-month-old stage	male	cTECII	15	0	0	X
LOXL4	T07	T07_TH_TOT_1_S1	3-month-old stage	male	cTECIII	36	0	0	X
LOXL4	T07	T07_TH_TOT_1_S1	3-month-old stage	male	mTECI	28	1	0.0357143	X
LOXL4	T07	T07_TH_TOT_1_S1	3-month-old stage	male	mTECI-trans	1	0	0	X
LOXL4	T07	T07_TH_TOT_1_S1	3-month-old stage	male	mTECII	9	0	0	X
LOXL4	T07	T07_TH_TOT_1_S1	3-month-old stage	male	mTECIII	8	0	0	X
LOXL4	T07	T07_TH_TOT_1_S1	3-month-old stage	male	mcTEC	14	0	0	X
LOXL4	T07	T07_TH_TOT_1_S1	3-month-old stage	male	mcTEC-Prolif	2	0	0	X
LOXL4	T07	T07_TH_TOT_2_S2	3-month-old stage	male	cTECI	4	0	0	X
LOXL4	T07	T07_TH_TOT_2_S2	3-month-old stage	male	cTECII	7	0	0	X
LOXL4	T07	T07_TH_TOT_2_S2	3-month-old stage	male	cTECIII	19	0	0	X
LOXL4	T07	T07_TH_TOT_2_S2	3-month-old stage	male	mTECI	31	4	0.129032	X
LOXL4	T07	T07_TH_TOT_2_S2	3-month-old stage	male	mTECI-trans	1	0	0	X
LOXL4	T07	T07_TH_TOT_2_S2	3-month-old stage	male	mTECII	14	0	0	X
LOXL4	T07	T07_TH_TOT_2_S2	3-month-old stage	male	mTECIII	7	0	0	X
LOXL4	T07	T07_TH_TOT_2_S2	3-month-old stage	male	mcTEC	7	0	0	X
LOXL4	U09	TA9260013	6-month-old stage	female	TEC-cilliated	1	0	0	X
LOXL4	U09	TA9260013	6-month-old stage	female	TEC-myo	5	0	0	X
LOXL4	U09	TA9260013	6-month-old stage	female	TEC-neuro	3	0	0	X
LOXL4	U09	TA9260013	6-month-old stage	female	cTECI	6	0	0	X
LOXL4	U09	TA9260013	6-month-old stage	female	cTECII	35	0	0	X
LOXL4	U09	TA9260013	6-month-old stage	female	cTECIII	61	0	0	X
LOXL4	U09	TA9260013	6-month-old stage	female	mTECI	69	3	0.0434783	X
LOXL4	U09	TA9260013	6-month-old stage	female	mTECI-trans	5	0	0	X
LOXL4	U09	TA9260013	6-month-old stage	female	mTECII	18	0	0	X
LOXL4	U09	TA9260013	6-month-old stage	female	mTECIII	23	0	0	X
LOXL4	U09	TA9260013	6-month-old stage	female	mcTEC	4	0	0	X
LOXL4	U40	U40-THY-0-SC-F-1	newborn stage (0-28 days)	female	TEC-cilliated	3	0	0	X
LOXL4	U40	U40-THY-0-SC-F-1	newborn stage (0-28 days)	female	TEC-myo	53	9	0.169811	X
LOXL4	U40	U40-THY-0-SC-F-1	newborn stage (0-28 days)	female	TEC-neuro	1	0	0	X
LOXL4	U40	U40-THY-0-SC-F-1	newborn stage (0-28 days)	female	cTECI	830	7	0.00843373	X
LOXL4	U40	U40-THY-0-SC-F-1	newborn stage (0-28 days)	female	cTECII	25	0	0	X
LOXL4	U40	U40-THY-0-SC-F-1	newborn stage (0-28 days)	female	cTECIII	25	0	0	X
LOXL4	U40	U40-THY-0-SC-F-1	newborn stage (0-28 days)	female	mTECI	118	5	0.0423729	X
LOXL4	U40	U40-THY-0-SC-F-1	newborn stage (0-28 days)	female	mTECI-trans	1	0	0	X
LOXL4	U40	U40-THY-0-SC-F-1	newborn stage (0-28 days)	female	mTECII	25	1	0.04	X
LOXL4	U40	U40-THY-0-SC-F-1	newborn stage (0-28 days)	female	mTECIII	25	0	0	X
LOXL4	U40	U40-THY-0-SC-F-1	newborn stage (0-28 days)	female	mcTEC	2128	75	0.0352444	X
LOXL4	U40	U40-THY-0-SC-F-1	newborn stage (0-28 days)	female	mcTEC-Prolif	32	2	0.0625	X
LOXL4	U40	U40-THY-0-SC-F-2	newborn stage (0-28 days)	female	TEC-cilliated	15	0	0	X
LOXL4	U40	U40-THY-0-SC-F-2	newborn stage (0-28 days)	female	TEC-myo	44	1	0.0227273	X
LOXL4	U40	U40-THY-0-SC-F-2	newborn stage (0-28 days)	female	TEC-neuro	11	1	0.0909091	X
LOXL4	U40	U40-THY-0-SC-F-2	newborn stage (0-28 days)	female	cTECI	748	4	0.00534759	X
LOXL4	U40	U40-THY-0-SC-F-2	newborn stage (0-28 days)	female	cTECII	550	0	0	X
LOXL4	U40	U40-THY-0-SC-F-2	newborn stage (0-28 days)	female	cTECIII	104	0	0	X
LOXL4	U40	U40-THY-0-SC-F-2	newborn stage (0-28 days)	female	mTECI	876	32	0.0365297	X
LOXL4	U40	U40-THY-0-SC-F-2	newborn stage (0-28 days)	female	mTECI-trans	62	0	0	X
LOXL4	U40	U40-THY-0-SC-F-2	newborn stage (0-28 days)	female	mTECII	133	2	0.0150376	X
LOXL4	U40	U40-THY-0-SC-F-2	newborn stage (0-28 days)	female	mTECIII	67	1	0.0149254	X
LOXL4	U40	U40-THY-0-SC-F-2	newborn stage (0-28 days)	female	mcTEC	382	13	0.0340314	X
LOXL4	U40	U40-THY-0-SC-F-2	newborn stage (0-28 days)	female	mcTEC-Prolif	11	1	0.0909091	X
LOXL4	U40	U48-THY-0-SC-1_5GEX	newborn stage (0-28 days)	female	TEC-myo	1	0	0	X
LOXL4	U40	U48-THY-0-SC-1_5GEX	newborn stage (0-28 days)	female	TEC-neuro	1	0	0	X
LOXL4	U40	U48-THY-0-SC-1_5GEX	newborn stage (0-28 days)	female	cTECI	2	0	0	X
LOXL4	U40	U48-THY-0-SC-1_5GEX	newborn stage (0-28 days)	female	cTECIII	4	0	0	X
LOXL4	U40	U48-THY-0-SC-1_5GEX	newborn stage (0-28 days)	female	mTECI	1	0	0	X
LOXL4	U40	U48-THY-0-SC-1_5GEX	newborn stage (0-28 days)	female	mTECII	3	0	0	X
LOXL4	U40	U48-THY-0-SC-1_5GEX	newborn stage (0-28 days)	female	mTECIII	1	0	0	X
LOXL4	U40	U48-THY-0-SC-1_5GEX	newborn stage (0-28 days)	female	mcTEC	1	1	1	X
LOXL4	U48	U48-THY-0-SC-EPCP-1_5GEX	6-month-old stage	male	TEC-cilliated	7	0	0	X
LOXL4	U48	U48-THY-0-SC-EPCP-1_5GEX	6-month-old stage	male	TEC-myo	32	3	0.09375	X
LOXL4	U48	U48-THY-0-SC-EPCP-1_5GEX	6-month-old stage	male	TEC-neuro	16	0	0	X
LOXL4	U48	U48-THY-0-SC-EPCP-1_5GEX	6-month-old stage	male	TEC-tuft	1	0	0	X
LOXL4	U48	U48-THY-0-SC-EPCP-1_5GEX	6-month-old stage	male	cTECI	83	3	0.0361446	X
LOXL4	U48	U48-THY-0-SC-EPCP-1_5GEX	6-month-old stage	male	cTECII	252	0	0	X
LOXL4	U48	U48-THY-0-SC-EPCP-1_5GEX	6-month-old stage	male	cTECIII	346	0	0	X
LOXL4	U48	U48-THY-0-SC-EPCP-1_5GEX	6-month-old stage	male	mTECI	208	19	0.0913462	X
LOXL4	U48	U48-THY-0-SC-EPCP-1_5GEX	6-month-old stage	male	mTECI-trans	26	0	0	X
LOXL4	U48	U48-THY-0-SC-EPCP-1_5GEX	6-month-old stage	male	mTECII	72	1	0.0138889	X
LOXL4	U48	U48-THY-0-SC-EPCP-1_5GEX	6-month-old stage	male	mTECIII	23	0	0	X
LOXL4	U48	U48-THY-0-SC-EPCP-1_5GEX	6-month-old stage	male	mcTEC	42	1	0.0238095	X
LOXL4	U48	U48-THY-0-SC-EPCP-1_5GEX	6-month-old stage	male	mcTEC-Prolif	2	0	0	X
LOXL4	U48	U48-THY-0-SC-EPCP-2_5GEX	6-month-old stage	male	TEC-cilliated	14	1	0.0714286	X
LOXL4	U48	U48-THY-0-SC-EPCP-2_5GEX	6-month-old stage	male	TEC-myo	39	7	0.179487	X
LOXL4	U48	U48-THY-0-SC-EPCP-2_5GEX	6-month-old stage	male	TEC-neuro	12	0	0	X
LOXL4	U48	U48-THY-0-SC-EPCP-2_5GEX	6-month-old stage	male	cTECI	82	1	0.0121951	X
LOXL4	U48	U48-THY-0-SC-EPCP-2_5GEX	6-month-old stage	male	cTECII	275	0	0	X
LOXL4	U48	U48-THY-0-SC-EPCP-2_5GEX	6-month-old stage	male	cTECIII	328	0	0	X
LOXL4	U48	U48-THY-0-SC-EPCP-2_5GEX	6-month-old stage	male	mTECI	219	17	0.0776256	X
LOXL4	U48	U48-THY-0-SC-EPCP-2_5GEX	6-month-old stage	male	mTECI-trans	14	1	0.0714286	X
LOXL4	U48	U48-THY-0-SC-EPCP-2_5GEX	6-month-old stage	male	mTECII	81	0	0	X
LOXL4	U48	U48-THY-0-SC-EPCP-2_5GEX	6-month-old stage	male	mTECIII	28	0	0	X
LOXL4	U48	U48-THY-0-SC-EPCP-2_5GEX	6-month-old stage	male	mcTEC	41	2	0.0487805	X
LOXL4	U48	U48-THY-0-SC-EPCP-2_5GEX	6-month-old stage	male	mcTEC-Prolif	4	0	0	X
LOXL4	Z11	TA9260017	2-year-old stage	female	TEC-neuro	1	0	0	X
LOXL4	Z11	TA9260017	2-year-old stage	female	mTECI	3	0	0	X
LOXL4	Z11	TA9260017	2-year-old stage	female	mcTEC	4	1	0.25	X
LOXL4	fetal_19w_donor	baut1	20th week post-fertilization stage	unknown	TEC-cilliated	1	0	0	X
LOXL4	fetal_19w_donor	baut1	20th week post-fertilization stage	unknown	TEC-myo	101	0	0	X
LOXL4	fetal_19w_donor	baut1	20th week post-fertilization stage	unknown	TEC-neuro	29	0	0	X
LOXL4	fetal_19w_donor	baut1	20th week post-fertilization stage	unknown	TEC-tuft	16	0	0	X
LOXL4	fetal_19w_donor	baut1	20th week post-fertilization stage	unknown	cTECI	2907	8	0.00275198	X
LOXL4	fetal_19w_donor	baut1	20th week post-fertilization stage	unknown	cTECII	250	0	0	X
LOXL4	fetal_19w_donor	baut1	20th week post-fertilization stage	unknown	mTECI	743	8	0.0107672	X
LOXL4	fetal_19w_donor	baut1	20th week post-fertilization stage	unknown	mTECI-trans	114	1	0.00877193	X
LOXL4	fetal_19w_donor	baut1	20th week post-fertilization stage	unknown	mTECII	80	0	0	X
LOXL4	fetal_19w_donor	baut1	20th week post-fertilization stage	unknown	mTECIII	37	0	0	X
LOXL4	fetal_19w_donor	baut1	20th week post-fertilization stage	unknown	mcTEC	2051	6	0.0029254	X
LOXL4	fetal_19w_donor	baut1	20th week post-fertilization stage	unknown	mcTEC-Prolif	381	1	0.00262467	X
LOXL4	fetal_23w_donor	baut2	24th week post-fertilization stage	unknown	TEC-cilliated	78	1	0.0128205	X
LOXL4	fetal_23w_donor	baut2	24th week post-fertilization stage	unknown	TEC-myo	209	1	0.00478469	X
LOXL4	fetal_23w_donor	baut2	24th week post-fertilization stage	unknown	TEC-neuro	181	0	0	X
LOXL4	fetal_23w_donor	baut2	24th week post-fertilization stage	unknown	TEC-tuft	23	0	0	X
LOXL4	fetal_23w_donor	baut2	24th week post-fertilization stage	unknown	cTECI	172	1	0.00581395	X
LOXL4	fetal_23w_donor	baut2	24th week post-fertilization stage	unknown	cTECII	14	0	0	X
LOXL4	fetal_23w_donor	baut2	24th week post-fertilization stage	unknown	mTECI	56	0	0	X
LOXL4	fetal_23w_donor	baut2	24th week post-fertilization stage	unknown	mTECI-trans	136	0	0	X
LOXL4	fetal_23w_donor	baut2	24th week post-fertilization stage	unknown	mTECII	50	0	0	X
LOXL4	fetal_23w_donor	baut2	24th week post-fertilization stage	unknown	mTECIII	97	0	0	X
LOXL4	fetal_23w_donor	baut2	24th week post-fertilization stage	unknown	mcTEC	246	2	0.00813008	X
LOXL4	fetal_23w_donor	baut2	24th week post-fertilization stage	unknown	mcTEC-Prolif	31	0	0	X
LOXL4	fetal_23w_donor	baut3	24th week post-fertilization stage	unknown	TEC-cilliated	62	0	0	X
LOXL4	fetal_23w_donor	baut3	24th week post-fertilization stage	unknown	TEC-myo	222	0	0	X
LOXL4	fetal_23w_donor	baut3	24th week post-fertilization stage	unknown	TEC-neuro	174	0	0	X
LOXL4	fetal_23w_donor	baut3	24th week post-fertilization stage	unknown	TEC-tuft	26	0	0	X
LOXL4	fetal_23w_donor	baut3	24th week post-fertilization stage	unknown	cTECI	229	0	0	X
LOXL4	fetal_23w_donor	baut3	24th week post-fertilization stage	unknown	cTECII	14	0	0	X
LOXL4	fetal_23w_donor	baut3	24th week post-fertilization stage	unknown	mTECI	59	0	0	X
LOXL4	fetal_23w_donor	baut3	24th week post-fertilization stage	unknown	mTECI-trans	150	0	0	X
LOXL4	fetal_23w_donor	baut3	24th week post-fertilization stage	unknown	mTECII	53	0	0	X
LOXL4	fetal_23w_donor	baut3	24th week post-fertilization stage	unknown	mTECIII	105	0	0	X
LOXL4	fetal_23w_donor	baut3	24th week post-fertilization stage	unknown	mcTEC	237	1	0.00421941	X
LOXL4	fetal_23w_donor	baut3	24th week post-fertilization stage	unknown	mcTEC-Prolif	26	0	0	X
LOXL4	postnatal_10m_donor	baut5	10-month-old stage	unknown	TEC-cilliated	7	0	0	X
LOXL4	postnatal_10m_donor	baut5	10-month-old stage	unknown	TEC-myo	9	0	0	X
LOXL4	postnatal_10m_donor	baut5	10-month-old stage	unknown	TEC-neuro	10	0	0	X
LOXL4	postnatal_10m_donor	baut5	10-month-old stage	unknown	cTECI	2	0	0	X
LOXL4	postnatal_10m_donor	baut5	10-month-old stage	unknown	cTECII	17	0	0	X
LOXL4	postnatal_10m_donor	baut5	10-month-old stage	unknown	cTECIII	29	0	0	X
LOXL4	postnatal_10m_donor	baut5	10-month-old stage	unknown	mTECI	10	1	0.1	X
LOXL4	postnatal_10m_donor	baut5	10-month-old stage	unknown	mTECI-trans	1	0	0	X
LOXL4	postnatal_10m_donor	baut5	10-month-old stage	unknown	mTECII	10	0	0	X
LOXL4	postnatal_10m_donor	baut5	10-month-old stage	unknown	mTECIII	113	0	0	X
LOXL4	postnatal_10m_donor	baut5	10-month-old stage	unknown	mcTEC	8	1	0.125	X
LOXL4	postnatal_10m_donor	baut6	10-month-old stage	unknown	TEC-cilliated	14	0	0	X
LOXL4	postnatal_10m_donor	baut6	10-month-old stage	unknown	TEC-myo	43	7	0.162791	X
LOXL4	postnatal_10m_donor	baut6	10-month-old stage	unknown	TEC-neuro	19	0	0	X
LOXL4	postnatal_10m_donor	baut6	10-month-old stage	unknown	cTECI	107	1	0.00934579	X
LOXL4	postnatal_10m_donor	baut6	10-month-old stage	unknown	cTECII	72	0	0	X
LOXL4	postnatal_10m_donor	baut6	10-month-old stage	unknown	cTECIII	48	1	0.0208333	X
LOXL4	postnatal_10m_donor	baut6	10-month-old stage	unknown	mTECI	253	22	0.0869565	X
LOXL4	postnatal_10m_donor	baut6	10-month-old stage	unknown	mTECI-trans	19	0	0	X
LOXL4	postnatal_10m_donor	baut6	10-month-old stage	unknown	mTECII	35	0	0	X
LOXL4	postnatal_10m_donor	baut6	10-month-old stage	unknown	mTECIII	204	2	0.00980392	X
LOXL4	postnatal_10m_donor	baut6	10-month-old stage	unknown	mcTEC	212	8	0.0377358	X
LOXL4	postnatal_10m_donor	baut6	10-month-old stage	unknown	mcTEC-Prolif	4	0	0	X
LOXL4	postnatal_6d_donor	baut4	newborn stage (0-28 days)	unknown	TEC-neuro	1	0	0	X
LOXL4	postnatal_6d_donor	baut4	newborn stage (0-28 days)	unknown	cTECI	3	0	0	X
LOXL4	postnatal_6d_donor	baut4	newborn stage (0-28 days)	unknown	cTECII	1	0	0	X
LOXL4	postnatal_6d_donor	baut4	newborn stage (0-28 days)	unknown	cTECIII	38	0	0	X
LOXL4	postnatal_6d_donor	baut4	newborn stage (0-28 days)	unknown	mTECI	5	0	0	X
LOXL4	postnatal_6d_donor	baut4	newborn stage (0-28 days)	unknown	mTECII	8	1	0.125	X
LOXL4	postnatal_6d_donor	baut4	newborn stage (0-28 days)	unknown	mTECIII	42	1	0.0238095	X
LOXL4	postnatal_6d_donor	baut4	newborn stage (0-28 days)	unknown	mcTEC	2	0	0	X
