gene	donor_id	sample_id	development_stage	sex	celltypes	n_cells	n_detected	detection_fraction
LOXL3	F41	F41_TH_45N_5GEX	17th week post-fertilization stage	female	TEC(neuro)	2	0	0
LOXL3	F41	F41_TH_45N_5GEX	17th week post-fertilization stage	female	mTEC(II)	1	0	0
LOXL3	F41	F41_TH_45N_5GEX	17th week post-fertilization stage	female	mcTEC	2	0	0
LOXL3	F45	F45_TH_45N	12th week post-fertilization stage	female	TEC(neuro)	1	0	0
LOXL3	F45	F45_TH_45N	12th week post-fertilization stage	female	mTEC(I)	2	0	0
LOXL3	F45	F45_TH_45N	12th week post-fertilization stage	female	mcTEC	1	0	0
LOXL3	F45	F45_TH_45N_5GEX	12th week post-fertilization stage	female	TEC(neuro)	2	1	0.5
LOXL3	F45	F45_TH_45N_5GEX	12th week post-fertilization stage	female	mTEC(I)	4	0	0
LOXL3	F45	F45_TH_45N_5GEX	12th week post-fertilization stage	female	mTEC(II)	1	0	0
LOXL3	F45	F45_TH_45N_5GEX	12th week post-fertilization stage	female	mcTEC	2	0	0
LOXL3	F64	F64_TH_TOT_5GEX_1	11th week post-fertilization stage	male	cTEC	3	0	0
LOXL3	F64	F64_TH_TOT_5GEX_1	11th week post-fertilization stage	male	mTEC(I)	1	0	0
LOXL3	F64	F64_TH_TOT_5GEX_1	11th week post-fertilization stage	male	mTEC(IV)	1	1	1
LOXL3	F64	F64_TH_TOT_5GEX_1	11th week post-fertilization stage	male	mcTEC	4	0	0
LOXL3	F64	F64_TH_TOT_5GEX_2	11th week post-fertilization stage	male	TEC(neuro)	2	0	0
LOXL3	F64	F64_TH_TOT_5GEX_2	11th week post-fertilization stage	male	cTEC	4	0	0
LOXL3	F64	F64_TH_TOT_5GEX_2	11th week post-fertilization stage	male	mTEC(I)	1	0	0
LOXL3	F67	F67_TH_TOT_5GEX_1	12th week post-fertilization stage	female	mTEC(I)	1	0	0
LOXL3	F67	F67_TH_TOT_5GEX_2	12th week post-fertilization stage	female	mTEC(III)	1	0	0
LOXL3	F67	F67_TH_TOT_5GEX_3	12th week post-fertilization stage	female	TEC(neuro)	2	0	0
LOXL3	F67	F67_TH_TOT_5GEX_3	12th week post-fertilization stage	female	cTEC	1	0	0
LOXL3	F67	F67_TH_TOT_5GEX_3	12th week post-fertilization stage	female	mcTEC	3	0	0
LOXL3	F67	F67_TH_TOT_5GEX_4	12th week post-fertilization stage	female	cTEC	2	0	0
LOXL3	F67	F67_TH_TOT_5GEX_4	12th week post-fertilization stage	female	mTEC(I)	2	0	0
LOXL3	F67	F67_TH_TOT_5GEX_4	12th week post-fertilization stage	female	mTEC(II)	1	1	1
LOXL3	F74	F74_TH_TOT_5GEX_1	10th week post-fertilization stage	male	TEC(neuro)	1	0	0
LOXL3	F74	F74_TH_TOT_5GEX_1	10th week post-fertilization stage	male	cTEC	16	1	0.0625
LOXL3	F74	F74_TH_TOT_5GEX_1	10th week post-fertilization stage	male	mTEC(I)	1	0	0
LOXL3	F74	F74_TH_TOT_5GEX_1	10th week post-fertilization stage	male	mTEC(II)	1	0	0
LOXL3	F74	F74_TH_TOT_5GEX_1	10th week post-fertilization stage	male	mcTEC	12	0	0
LOXL3	F74	F74_TH_TOT_5GEX_2	10th week post-fertilization stage	male	TEC(myo)	2	1	0.5
LOXL3	F74	F74_TH_TOT_5GEX_2	10th week post-fertilization stage	male	cTEC	5	0	0
LOXL3	F74	F74_TH_TOT_5GEX_2	10th week post-fertilization stage	male	mcTEC	8	1	0.125
LOXL3	F83	F83_TH_EPCAM_5GEX	17th week post-fertilization stage	female	TEC(myo)	7	0	0
LOXL3	F83	F83_TH_EPCAM_5GEX	17th week post-fertilization stage	female	TEC(neuro)	9	0	0
LOXL3	F83	F83_TH_EPCAM_5GEX	17th week post-fertilization stage	female	cTEC	34	0	0
LOXL3	F83	F83_TH_EPCAM_5GEX	17th week post-fertilization stage	female	mTEC(I)	132	1	0.00757576
LOXL3	F83	F83_TH_EPCAM_5GEX	17th week post-fertilization stage	female	mTEC(II)	47	2	0.0425532
LOXL3	F83	F83_TH_EPCAM_5GEX	17th week post-fertilization stage	female	mTEC(III)	12	0	0
LOXL3	F83	F83_TH_EPCAM_5GEX	17th week post-fertilization stage	female	mTEC(IV)	2	0	0
LOXL3	F83	F83_TH_EPCAM_5GEX	17th week post-fertilization stage	female	mcTEC	241	1	0.00414938
LOXL3	T07	T07_TH_EPCAM_5GEX	3-month-old stage	male	TEC(myo)	16	1	0.0625
LOXL3	T07	T07_TH_EPCAM_5GEX	3-month-old stage	male	TEC(neuro)	44	2	0.0454545
LOXL3	T07	T07_TH_EPCAM_5GEX	3-month-old stage	male	cTEC	235	1	0.00425532
LOXL3	T07	T07_TH_EPCAM_5GEX	3-month-old stage	male	mTEC(I)	852	6	0.00704225
LOXL3	T07	T07_TH_EPCAM_5GEX	3-month-old stage	male	mTEC(II)	357	8	0.022409
LOXL3	T07	T07_TH_EPCAM_5GEX	3-month-old stage	male	mTEC(III)	116	0	0
LOXL3	T07	T07_TH_EPCAM_5GEX	3-month-old stage	male	mTEC(IV)	28	0	0
LOXL3	T07	T07_TH_EPCAM_5GEX	3-month-old stage	male	mcTEC	396	2	0.00505051
LOXL3	T07	T07_TH_TOT_5GEX_1	3-month-old stage	male	TEC(myo)	2	0	0
LOXL3	T07	T07_TH_TOT_5GEX_1	3-month-old stage	male	TEC(neuro)	1	0	0
LOXL3	T07	T07_TH_TOT_5GEX_1	3-month-old stage	male	cTEC	30	0	0
LOXL3	T07	T07_TH_TOT_5GEX_1	3-month-old stage	male	mTEC(I)	44	0	0
LOXL3	T07	T07_TH_TOT_5GEX_1	3-month-old stage	male	mTEC(II)	19	0	0
LOXL3	T07	T07_TH_TOT_5GEX_1	3-month-old stage	male	mTEC(III)	7	0	0
LOXL3	T07	T07_TH_TOT_5GEX_1	3-month-old stage	male	mTEC(IV)	3	0	0
LOXL3	T07	T07_TH_TOT_5GEX_1	3-month-old stage	male	mcTEC	34	0	0
LOXL3	T07	T07_TH_TOT_5GEX_2	3-month-old stage	male	TEC(neuro)	4	0	0
LOXL3	T07	T07_TH_TOT_5GEX_2	3-month-old stage	male	cTEC	18	0	0
LOXL3	T07	T07_TH_TOT_5GEX_2	3-month-old stage	male	mTEC(I)	34	0	0
LOXL3	T07	T07_TH_TOT_5GEX_2	3-month-old stage	male	mTEC(II)	16	0	0
LOXL3	T07	T07_TH_TOT_5GEX_2	3-month-old stage	male	mTEC(III)	9	0	0
LOXL3	T07	T07_TH_TOT_5GEX_2	3-month-old stage	male	mcTEC	18	0	0
LOXL4	A43	A43_TH_45NM_5GEX_1	fourth decade stage	male	TEC(myo)	45	12	0.266667
LOXL4	A43	A43_TH_45NM_5GEX_1	fourth decade stage	male	TEC(neuro)	71	1	0.0140845
LOXL4	A43	A43_TH_45NM_5GEX_1	fourth decade stage	male	cTEC	21	0	0
LOXL4	A43	A43_TH_45NM_5GEX_1	fourth decade stage	male	mTEC(I)	2036	47	0.0230845
LOXL4	A43	A43_TH_45NM_5GEX_1	fourth decade stage	male	mTEC(II)	20	0	0
LOXL4	A43	A43_TH_45NM_5GEX_1	fourth decade stage	male	mTEC(III)	48	1	0.0208333
LOXL4	A43	A43_TH_45NM_5GEX_1	fourth decade stage	male	mTEC(IV)	2	0	0
LOXL4	A43	A43_TH_45NM_5GEX_1	fourth decade stage	male	mcTEC	3	0	0
LOXL4	A43	A43_TH_45NM_5GEX_2	fourth decade stage	male	TEC(myo)	43	11	0.255814
LOXL4	A43	A43_TH_45NM_5GEX_2	fourth decade stage	male	TEC(neuro)	91	0	0
LOXL4	A43	A43_TH_45NM_5GEX_2	fourth decade stage	male	cTEC	18	0	0
LOXL4	A43	A43_TH_45NM_5GEX_2	fourth decade stage	male	mTEC(I)	2054	42	0.0204479
LOXL4	A43	A43_TH_45NM_5GEX_2	fourth decade stage	male	mTEC(II)	17	0	0
LOXL4	A43	A43_TH_45NM_5GEX_2	fourth decade stage	male	mTEC(III)	65	4	0.0615385
LOXL4	A43	A43_TH_45NM_5GEX_2	fourth decade stage	male	mTEC(IV)	4	0	0
LOXL4	A43	A43_TH_45NM_5GEX_2	fourth decade stage	male	mcTEC	4	0	0
LOXL4	A43	A43_TH_TOT_5GEX_1	fourth decade stage	male	TEC(myo)	2	0	0
LOXL4	A43	A43_TH_TOT_5GEX_1	fourth decade stage	male	TEC(neuro)	2	0	0
LOXL4	A43	A43_TH_TOT_5GEX_1	fourth decade stage	male	cTEC	2	0	0
LOXL4	A43	A43_TH_TOT_5GEX_1	fourth decade stage	male	mTEC(I)	68	4	0.0588235
LOXL4	A43	A43_TH_TOT_5GEX_1	fourth decade stage	male	mcTEC	2	0	0
LOXL4	A43	A43_TH_TOT_5GEX_2	fourth decade stage	male	mTEC(I)	2	0	0
LOXL4	A43	A43_TH_TOT_5GEX_2	fourth decade stage	male	mTEC(II)	1	0	0
LOXL4	A43	A43_TH_TOT_5GEX_2	fourth decade stage	male	mTEC(III)	1	1	1
LOXL4	A45	A45_TH_45NM_5GEX	15-19 year-old	male	TEC(myo)	27	2	0.0740741
LOXL4	A45	A45_TH_45NM_5GEX	15-19 year-old	male	TEC(neuro)	34	0	0
LOXL4	A45	A45_TH_45NM_5GEX	15-19 year-old	male	mTEC(I)	66	2	0.030303
LOXL4	A45	A45_TH_45NM_5GEX	15-19 year-old	male	mTEC(II)	4	1	0.25
LOXL4	A45	A45_TH_45NM_5GEX	15-19 year-old	male	mTEC(III)	55	2	0.0363636
LOXL4	A45	A45_TH_45NM_5GEX	15-19 year-old	male	mTEC(IV)	5	0	0
LOXL4	A45	A45_TH_EPCAM_5GEX	15-19 year-old	male	TEC(myo)	67	3	0.0447761
LOXL4	A45	A45_TH_EPCAM_5GEX	15-19 year-old	male	TEC(neuro)	114	1	0.00877193
LOXL4	A45	A45_TH_EPCAM_5GEX	15-19 year-old	male	mTEC(I)	770	15	0.0194805
LOXL4	A45	A45_TH_EPCAM_5GEX	15-19 year-old	male	mTEC(II)	36	2	0.0555556
LOXL4	A45	A45_TH_EPCAM_5GEX	15-19 year-old	male	mTEC(III)	218	4	0.0183486
LOXL4	A45	A45_TH_EPCAM_5GEX	15-19 year-old	male	mTEC(IV)	13	0	0
LOXL4	A45	A45_TH_TOT_5GEX	15-19 year-old	male	TEC(neuro)	1	0	0
LOXL4	A45	A45_TH_TOT_5GEX	15-19 year-old	male	mTEC(I)	3	0	0
LOXL4	A45	A45_TH_TOT_5GEX	15-19 year-old	male	mTEC(II)	2	0	0
LOXL4	A45	A45_TH_TOT_5GEX	15-19 year-old	male	mTEC(III)	7	0	0
LOXL4	C34	C34_TH_TOT_5GEX	9th week post-fertilization stage	female	TEC(neuro)	2	0	0
LOXL4	C34	C34_TH_TOT_5GEX	9th week post-fertilization stage	female	cTEC	60	0	0
LOXL4	C34	C34_TH_TOT_5GEX	9th week post-fertilization stage	female	mTEC(I)	1	0	0
LOXL4	C40	C40_TH_TOT_1	organogenesis stage	female	Epi_GCM2	4	0	0
LOXL4	C40	C40_TH_TOT_1	organogenesis stage	female	TEC(myo)	1	0	0
LOXL4	C40	C40_TH_TOT_1	organogenesis stage	female	TEC(neuro)	21	1	0.047619
LOXL4	C40	C40_TH_TOT_1	organogenesis stage	female	cTEC	2628	18	0.00684932
LOXL4	C40	C40_TH_TOT_1	organogenesis stage	female	mTEC(II)	145	1	0.00689655
LOXL4	C40	C40_TH_TOT_1	organogenesis stage	female	mTEC(III)	10	0	0
LOXL4	C40	C40_TH_TOT_1	organogenesis stage	female	mTEC(IV)	1	0	0
LOXL4	C40	C40_TH_TOT_2	organogenesis stage	female	Epi_GCM2	3	0	0
LOXL4	C40	C40_TH_TOT_2	organogenesis stage	female	TEC(neuro)	24	1	0.0416667
LOXL4	C40	C40_TH_TOT_2	organogenesis stage	female	cTEC	2774	14	0.00504686
LOXL4	C40	C40_TH_TOT_2	organogenesis stage	female	mTEC(II)	165	2	0.0121212
LOXL4	C40	C40_TH_TOT_2	organogenesis stage	female	mTEC(III)	22	0	0
LOXL4	C41	C41_TH_TOT_1	organogenesis stage	male	Epi_GCM2	35	2	0.0571429
LOXL4	C41	C41_TH_TOT_1	organogenesis stage	male	TEC(myo)	1	0	0
LOXL4	C41	C41_TH_TOT_1	organogenesis stage	male	TEC(neuro)	13	1	0.0769231
LOXL4	C41	C41_TH_TOT_1	organogenesis stage	male	cTEC	1754	27	0.0153934
LOXL4	C41	C41_TH_TOT_1	organogenesis stage	male	mTEC(II)	4	0	0
LOXL4	C41	C41_TH_TOT_1	organogenesis stage	male	mTEC(III)	1	0	0
LOXL4	C41	C41_TH_TOT_2	organogenesis stage	male	Epi_GCM2	32	1	0.03125
LOXL4	C41	C41_TH_TOT_2	organogenesis stage	male	TEC(neuro)	18	1	0.0555556
LOXL4	C41	C41_TH_TOT_2	organogenesis stage	male	cTEC	1774	27	0.0152198
LOXL4	C41	C41_TH_TOT_2	organogenesis stage	male	mTEC(II)	7	0	0
LOXL4	C41	C41_TH_TOT_2	organogenesis stage	male	mTEC(III)	4	0	0
LOXL4	C41	C41_TH_TOT_2	organogenesis stage	male	mTEC(IV)	1	0	0
LOXL4	F21	F21_TH_45N	16th week post-fertilization stage	male	TEC(myo)	4	0	0
LOXL4	F21	F21_TH_45N	16th week post-fertilization stage	male	TEC(neuro)	19	0	0
LOXL4	F21	F21_TH_45N	16th week post-fertilization stage	male	cTEC	7	0	0
LOXL4	F21	F21_TH_45N	16th week post-fertilization stage	male	mTEC(I)	10	1	0.1
LOXL4	F21	F21_TH_45N	16th week post-fertilization stage	male	mTEC(II)	3	0	0
LOXL4	F21	F21_TH_45N	16th week post-fertilization stage	male	mcTEC	4	0	0
LOXL4	F22	F22_TH_TOT	10th week post-fertilization stage	female	TEC(myo)	2	0	0
LOXL4	F22	F22_TH_TOT	10th week post-fertilization stage	female	cTEC	8	0	0
LOXL4	F22	F22_TH_TOT	10th week post-fertilization stage	female	mcTEC	7	0	0
LOXL4	F30	F30_TH_45N	15th week post-fertilization stage	male	TEC(myo)	2	0	0
LOXL4	F30	F30_TH_45N	15th week post-fertilization stage	male	TEC(neuro)	1	0	0
LOXL4	F30	F30_TH_45N	15th week post-fertilization stage	male	cTEC	7	0	0
LOXL4	F30	F30_TH_45N	15th week post-fertilization stage	male	mTEC(I)	7	0	0
LOXL4	F30	F30_TH_45N	15th week post-fertilization stage	male	mTEC(III)	1	0	0
LOXL4	F30	F30_TH_45N	15th week post-fertilization stage	male	mcTEC	2	0	0
LOXL4	F38	F38_TH_45N_1	13th week post-fertilization stage	male	TEC(myo)	1	0	0
LOXL4	F38	F38_TH_45N_1	13th week post-fertilization stage	male	TEC(neuro)	2	0	0
LOXL4	F38	F38_TH_45N_1	13th week post-fertilization stage	male	mTEC(I)	9	0	0
LOXL4	F38	F38_TH_45N_2	13th week post-fertilization stage	male	TEC(myo)	1	0	0
LOXL4	F38	F38_TH_45N_2	13th week post-fertilization stage	male	TEC(neuro)	1	0	0
LOXL4	F38	F38_TH_45N_2	13th week post-fertilization stage	male	mTEC(I)	8	0	0
LOXL4	F38	F38_TH_45N_2	13th week post-fertilization stage	male	mTEC(II)	3	0	0
LOXL4	F41	F41_TH_45N	17th week post-fertilization stage	female	TEC(myo)	2	0	0
LOXL4	F41	F41_TH_45N	17th week post-fertilization stage	female	mTEC(I)	1	0	0
LOXL4	F41	F41_TH_45N	17th week post-fertilization stage	female	mcTEC	1	0	0
LOXL4	F41	F41_TH_45N_5GEX	17th week post-fertilization stage	female	TEC(myo)	2	0	0
LOXL4	F41	F41_TH_45N_5GEX	17th week post-fertilization stage	female	TEC(neuro)	2	0	0
LOXL4	F41	F41_TH_45N_5GEX	17th week post-fertilization stage	female	mTEC(II)	1	0	0
LOXL4	F41	F41_TH_45N_5GEX	17th week post-fertilization stage	female	mcTEC	2	0	0
LOXL4	F45	F45_TH_45N	12th week post-fertilization stage	female	TEC(neuro)	1	0	0
LOXL4	F45	F45_TH_45N	12th week post-fertilization stage	female	mTEC(I)	2	0	0
LOXL4	F45	F45_TH_45N	12th week post-fertilization stage	female	mcTEC	1	0	0
LOXL4	F45	F45_TH_45N_5GEX	12th week post-fertilization stage	female	TEC(neuro)	2	0	0
LOXL4	F45	F45_TH_45N_5GEX	12th week post-fertilization stage	female	mTEC(I)	4	0	0
LOXL4	F45	F45_TH_45N_5GEX	12th week post-fertilization stage	female	mTEC(II)	1	0	0
LOXL4	F45	F45_TH_45N_5GEX	12th week post-fertilization stage	female	mcTEC	2	0	0
LOXL4	F64	F64_TH_TOT_5GEX_1	11th week post-fertilization stage	male	cTEC	3	0	0
LOXL4	F64	F64_TH_TOT_5GEX_1	11th week post-fertilization stage	male	mTEC(I)	1	0	0
LOXL4	F64	F64_TH_TOT_5GEX_1	11th week post-fertilization stage	male	mTEC(IV)	1	0	0
LOXL4	F64	F64_TH_TOT_5GEX_1	11th week post-fertilization stage	male	mcTEC	4	0	0
LOXL4	F64	F64_TH_TOT_5GEX_2	11th week post-fertilization stage	male	TEC(neuro)	2	0	0
LOXL4	F64	F64_TH_TOT_5GEX_2	11th week post-fertilization stage	male	cTEC	4	0	0
LOXL4	F64	F64_TH_TOT_5GEX_2	11th week post-fertilization stage	male	mTEC(I)	1	0	0
LOXL4	F67	F67_TH_TOT_5GEX_1	12th week post-fertilization stage	female	mTEC(I)	1	0	0
LOXL4	F67	F67_TH_TOT_5GEX_2	12th week post-fertilization stage	female	mTEC(III)	1	0	0
LOXL4	F67	F67_TH_TOT_5GEX_3	12th week post-fertilization stage	female	TEC(neuro)	2	0	0
LOXL4	F67	F67_TH_TOT_5GEX_3	12th week post-fertilization stage	female	cTEC	1	0	0
LOXL4	F67	F67_TH_TOT_5GEX_3	12th week post-fertilization stage	female	mcTEC	3	0	0
LOXL4	F67	F67_TH_TOT_5GEX_4	12th week post-fertilization stage	female	cTEC	2	0	0
LOXL4	F67	F67_TH_TOT_5GEX_4	12th week post-fertilization stage	female	mTEC(I)	2	0	0
LOXL4	F67	F67_TH_TOT_5GEX_4	12th week post-fertilization stage	female	mTEC(II)	1	0	0
LOXL4	F74	F74_TH_TOT_5GEX_1	10th week post-fertilization stage	male	TEC(neuro)	1	0	0
LOXL4	F74	F74_TH_TOT_5GEX_1	10th week post-fertilization stage	male	cTEC	16	0	0
LOXL4	F74	F74_TH_TOT_5GEX_1	10th week post-fertilization stage	male	mTEC(I)	1	0	0
LOXL4	F74	F74_TH_TOT_5GEX_1	10th week post-fertilization stage	male	mTEC(II)	1	0	0
LOXL4	F74	F74_TH_TOT_5GEX_1	10th week post-fertilization stage	male	mcTEC	12	0	0
LOXL4	F74	F74_TH_TOT_5GEX_2	10th week post-fertilization stage	male	TEC(myo)	2	0	0
LOXL4	F74	F74_TH_TOT_5GEX_2	10th week post-fertilization stage	male	cTEC	5	0	0
LOXL4	F74	F74_TH_TOT_5GEX_2	10th week post-fertilization stage	male	mcTEC	8	0	0
LOXL4	F83	F83_TH_EPCAM_5GEX	17th week post-fertilization stage	female	TEC(myo)	7	0	0
LOXL4	F83	F83_TH_EPCAM_5GEX	17th week post-fertilization stage	female	TEC(neuro)	9	0	0
LOXL4	F83	F83_TH_EPCAM_5GEX	17th week post-fertilization stage	female	cTEC	34	0	0
LOXL4	F83	F83_TH_EPCAM_5GEX	17th week post-fertilization stage	female	mTEC(I)	132	11	0.0833333
LOXL4	F83	F83_TH_EPCAM_5GEX	17th week post-fertilization stage	female	mTEC(II)	47	1	0.0212766
LOXL4	F83	F83_TH_EPCAM_5GEX	17th week post-fertilization stage	female	mTEC(III)	12	0	0
LOXL4	F83	F83_TH_EPCAM_5GEX	17th week post-fertilization stage	female	mTEC(IV)	2	1	0.5
LOXL4	F83	F83_TH_EPCAM_5GEX	17th week post-fertilization stage	female	mcTEC	241	3	0.0124481
LOXL4	T07	T07_TH_EPCAM_5GEX	3-month-old stage	male	TEC(myo)	16	2	0.125
LOXL4	T07	T07_TH_EPCAM_5GEX	3-month-old stage	male	TEC(neuro)	44	1	0.0227273
LOXL4	T07	T07_TH_EPCAM_5GEX	3-month-old stage	male	cTEC	235	0	0
LOXL4	T07	T07_TH_EPCAM_5GEX	3-month-old stage	male	mTEC(I)	852	76	0.0892019
LOXL4	T07	T07_TH_EPCAM_5GEX	3-month-old stage	male	mTEC(II)	357	11	0.0308123
LOXL4	T07	T07_TH_EPCAM_5GEX	3-month-old stage	male	mTEC(III)	116	0	0
LOXL4	T07	T07_TH_EPCAM_5GEX	3-month-old stage	male	mTEC(IV)	28	2	0.0714286
LOXL4	T07	T07_TH_EPCAM_5GEX	3-month-old stage	male	mcTEC	396	28	0.0707071
LOXL4	T07	T07_TH_TOT_5GEX_1	3-month-old stage	male	TEC(myo)	2	1	0.5
LOXL4	T07	T07_TH_TOT_5GEX_1	3-month-old stage	male	TEC(neuro)	1	0	0
LOXL4	T07	T07_TH_TOT_5GEX_1	3-month-old stage	male	cTEC	30	1	0.0333333
LOXL4	T07	T07_TH_TOT_5GEX_1	3-month-old stage	male	mTEC(I)	44	1	0.0227273
LOXL4	T07	T07_TH_TOT_5GEX_1	3-month-old stage	male	mTEC(II)	19	1	0.0526316
LOXL4	T07	T07_TH_TOT_5GEX_1	3-month-old stage	male	mTEC(III)	7	0	0
LOXL4	T07	T07_TH_TOT_5GEX_1	3-month-old stage	male	mTEC(IV)	3	0	0
LOXL4	T07	T07_TH_TOT_5GEX_1	3-month-old stage	male	mcTEC	34	1	0.0294118
LOXL4	T07	T07_TH_TOT_5GEX_2	3-month-old stage	male	TEC(neuro)	4	0	0
LOXL4	T07	T07_TH_TOT_5GEX_2	3-month-old stage	male	cTEC	18	0	0
LOXL4	T07	T07_TH_TOT_5GEX_2	3-month-old stage	male	mTEC(I)	34	4	0.117647
LOXL4	T07	T07_TH_TOT_5GEX_2	3-month-old stage	male	mTEC(II)	16	0	0
LOXL4	T07	T07_TH_TOT_5GEX_2	3-month-old stage	male	mTEC(III)	9	0	0
LOXL4	T07	T07_TH_TOT_5GEX_2	3-month-old stage	male	mcTEC	18	0	0
