CellID	ClusterID	Position	PlateID	Column	Row	SortType	SortDay	Age	SubType	sizeFactor	ExportSample	cell_barcode	total_counts_all_features	detected_features_all_features	join_id	Characteristics[individual]	Characteristics[age]	Factor Value[age]	Characteristics[cell type]	Characteristics[FACS marker]	Characteristics[inferred cell type]	Comment[ENA_RUN]	Assay Name	age_week	individual	biological_mouse_id
F23.B002290.3_2.4.52.1_S287	2	F23	B002290	23	F	mTEChi	3	52wk	Intertypical TEC	0.0914531130644806	day3	F23.B002290.3_2.4.52.1_S287	178384	5950	F23B002290324521S287	3	52	52	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Intertypical.TEC	ERR3825936	F23-B002290-3_2-4-52-1_S287	52	3	wk52_mouse3
F23.B002293.3_16.32.1.1_S143	7	F23	B002293	23	F	mTEChi	3	1wk	Mature mTEC	2.37562471219151	day3	F23.B002293.3_16.32.1.1_S143	2522564	3996	F23B0022933163211S143	3	1	1	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3816172	F23-B002293-3_16-32-1-1_S143	1	3	wk1_mouse3
F24.B002292.3_4.52.16_S282	5	F24	B002292	24	F	mTEChi	3	16wk	Tuft-like mTEC	0.110821243892929	day3	F24.B002292.3_4.52.16_S282	198035	2992	F24B002292345216S282	3	16	16	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Tuft-like.mTEC	ERR3821544	F24-B002292-3_4-52-16_S282	16	3	wk16_mouse3
F3.B002290.3_2.4.52.1_S267	7	F3	B002290	3	F	mTEChi	3	32wk	Mature mTEC	1.7271240081453	day3	F3.B002290.3_2.4.52.1_S267	1932788	6352	F3B002290324521S267	3	32	32	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3823582	F3-B002290-3_2-4-52-1_S267	32	3	wk32_mouse3
F3.B002291.3_52.1.32.1_S51	7	F3	B002291	3	F	mTEChi	3	52wk	Mature mTEC	0.546246778356219	day3	F3.B002291.3_52.1.32.1_S51	666193	6712	F3B0022913521321S51	3	52	52	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3825942	F3-B002291-3_52-1-32-1_S51	52	3	wk52_mouse3
F3.B002292.3_4.52.16.1_S135	1	F3	B002292	3	F	mTEChi	3	4wk	Post-Aire mTEC	0.416607803783065	day3	F3.B002292.3_4.52.16.1_S135	301282	6652	F3B0022923452161S135	3	4	4	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Post-Aire.mTEC	ERR3817439	F3-B002292-3_4-52-16-1_S135	4	3	wk4_mouse3
F4.B002290.3_2.4.52.1_S268	2	F4	B002290	4	F	mTEChi	3	32wk	Intertypical TEC	0.850188307842052	day3	F4.B002290.3_2.4.52.1_S268	838144	6187	F4B002290324521S268	3	32	32	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Intertypical.TEC	ERR3823583	F4-B002290-3_2-4-52-1_S268	32	3	wk32_mouse3
F4.B002292.3_4.52.16.1_S136	7	F4	B002292	4	F	mTEChi	3	4wk	Mature mTEC	1.08226892045531	day3	F4.B002292.3_4.52.16.1_S136	1298393	5344	F4B0022923452161S136	3	4	4	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3817443	F4-B002292-3_4-52-16-1_S136	4	3	wk4_mouse3
F5.B002290.3_2.4.52.1_S269	7	F5	B002290	5	F	mTEChi	3	32wk	Mature mTEC	2.04156081642794	day3	F5.B002290.3_2.4.52.1_S269	1966210	7268	F5B002290324521S269	3	32	32	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3823319	F5-B002290-3_2-4-52-1_S269	32	3	wk32_mouse3
F5.B002291.3_52.1.32.1_S53	5	F5	B002291	5	F	mTEChi	3	52wk	Tuft-like mTEC	0.0136533864035578	day3	F5.B002291.3_52.1.32.1_S53	155150	1189	F5B0022913521321S53	3	52	52	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Tuft-like.mTEC	ERR3825599	F5-B002291-3_52-1-32-1_S53	52	3	wk52_mouse3
F6.B002290.3_2.4.52.1_S270	7	F6	B002290	6	F	mTEChi	3	32wk	Mature mTEC	0.663308627962427	day3	F6.B002290.3_2.4.52.1_S270	724594	3947	F6B002290324521S270	3	32	32	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3823585	F6-B002290-3_2-4-52-1_S270	32	3	wk32_mouse3
F7.B002290.3_2.4.52.1_S271	7	F7	B002290	7	F	mTEChi	3	32wk	Mature mTEC	0.260651553889143	day3	F7.B002290.3_2.4.52.1_S271	236917	3827	F7B002290324521S271	3	32	32	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3823586	F7-B002290-3_2-4-52-1_S271	32	3	wk32_mouse3
F7.B002291.3_52.1.32.1_S55	7	F7	B002291	7	F	mTEChi	3	52wk	Mature mTEC	1.04947025984287	day3	F7.B002291.3_52.1.32.1_S55	1182812	6647	F7B0022913521321S55	3	52	52	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3825954	F7-B002291-3_52-1-32-1_S55	52	3	wk52_mouse3
F7.B002292.3_4.52.16.1_S139	6	F7	B002292	7	F	mTEChi	3	4wk	Proliferating TEC	6.74593263318748	day3	F7.B002292.3_4.52.16.1_S139	5876669	10232	F7B0022923452161S139	3	4	4	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Proliferating.TEC	ERR3817455	F7-B002292-3_4-52-16-1_S139	4	3	wk4_mouse3
F8.B002290.3_2.4.52.1_S272	2	F8	B002290	8	F	mTEChi	3	32wk	Intertypical TEC	1.35266159404451	day3	F8.B002290.3_2.4.52.1_S272	1290179	6278	F8B002290324521S272	3	32	32	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Intertypical.TEC	ERR3823587	F8-B002290-3_2-4-52-1_S272	32	3	wk32_mouse3
F8.B002291.3_52.1.32.1_S56	7	F8	B002291	8	F	mTEChi	3	52wk	Mature mTEC	1.11644064918501	day3	F8.B002291.3_52.1.32.1_S56	1266598	6843	F8B0022913521321S56	3	52	52	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3825957	F8-B002291-3_52-1-32-1_S56	52	3	wk52_mouse3
F8.B002292.3_4.52.16.1_S140	7	F8	B002292	8	F	mTEChi	3	4wk	Mature mTEC	3.92107675417311	day3	F8.B002292.3_4.52.16.1_S140	3806996	5710	F8B0022923452161S140	3	4	4	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3817459	F8-B002292-3_4-52-16-1_S140	4	3	wk4_mouse3
F9.B002291.3_52.1.32.1_S57	7	F9	B002291	9	F	mTEChi	3	1wk	Mature mTEC	0.90722712808923	day3	F9.B002291.3_52.1.32.1_S57	1062451	6986	F9B0022913521321S57	3	1	1	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3814898	F9-B002291-3_52-1-32-1_S57	1	3	wk1_mouse3
G1.B002290.3_2.4.52.1_S289	7	G1	B002290	1	G	mTEChi	3	32wk	Mature mTEC	0.173548060613274	day3	G1.B002290.3_2.4.52.1_S289	287041	5221	G1B002290324521S289	3	32	32	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3823621	G1-B002290-3_2-4-52-1_S289	32	3	wk32_mouse3
G1.B002291.3_52.1.32.1_S73	1	G1	B002291	1	G	mTEChi	3	52wk	Post-Aire mTEC	0.521849632485016	day3	G1.B002291.3_52.1.32.1_S73	527530	4751	G1B0022913521321S73	3	52	52	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Post-Aire.mTEC	ERR3825987	G1-B002291-3_52-1-32-1_S73	52	3	wk52_mouse3
G10.B002290.3_2.4.52.1_S298	7	G10	B002290	10	G	mTEChi	3	4wk	Mature mTEC	0.855997721660598	day3	G10.B002290.3_2.4.52.1_S298	926447	4644	G10B002290324521S298	3	4	4	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3817461	G10-B002290-3_2-4-52-1_S298	4	3	wk4_mouse3
G10.B002291.3_52.1.32.1_S82	6	G10	B002291	10	G	mTEChi	3	1wk	Proliferating TEC	1.03884208768603	day3	G10.B002291.3_52.1.32.1_S82	1081549	7899	G10B0022913521321S82	3	1	1	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Proliferating.TEC	ERR3814902	G10-B002291-3_52-1-32-1_S82	1	3	wk1_mouse3
G11.B002290.3_2.4.52.1_S299	6	G11	B002290	11	G	mTEChi	3	4wk	Proliferating TEC	2.83731801526106	day3	G11.B002290.3_2.4.52.1_S299	2831606	8754	G11B002290324521S299	3	4	4	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Proliferating.TEC	ERR3817462	G11-B002290-3_2-4-52-1_S299	4	3	wk4_mouse3
G12.B002290.3_2.4.52.1_S300	7	G12	B002290	12	G	mTEChi	3	4wk	Mature mTEC	0.947770114705707	day3	G12.B002290.3_2.4.52.1_S300	1161101	5138	G12B002290324521S300	3	4	4	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3817463	G12-B002290-3_2-4-52-1_S300	4	3	wk4_mouse3
G12.B002291.3_52.1.32.1_S84	7	G12	B002291	12	G	mTEChi	3	1wk	Mature mTEC	0.715701054569585	day3	G12.B002291.3_52.1.32.1_S84	978082	6106	G12B0022913521321S84	3	1	1	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3814910	G12-B002291-3_52-1-32-1_S84	1	3	wk1_mouse3
G13.B002291.3_52.1.32.1_S85	7	G13	B002291	13	G	mTEChi	3	1wk	Mature mTEC	1.09049548361139	day3	G13.B002291.3_52.1.32.1_S85	1382926	7618	G13B0022913521321S85	3	1	1	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3814914	G13-B002291-3_52-1-32-1_S85	1	3	wk1_mouse3
G14.B002290.3_2.4.52.1_S2	7	G14	B002290	14	G	mTEChi	3	4wk	Mature mTEC	0.874496806390284	day3	G14.B002290.3_2.4.52.1_S2	809712	4227	G14B002290324521S2	3	4	4	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3817465	G14-B002290-3_2-4-52-1_S2	4	3	wk4_mouse3
G14.B002291.3_52.1.32.1_S86	7	G14	B002291	14	G	mTEChi	3	1wk	Mature mTEC	1.208521817397	day3	G14.B002291.3_52.1.32.1_S86	1303156	7934	G14B0022913521321S86	3	1	1	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3814918	G14-B002291-3_52-1-32-1_S86	1	3	wk1_mouse3
G16.B002290.3_2.4.52.1_S4	7	G16	B002290	16	G	mTEChi	3	4wk	Mature mTEC	1.67930201872793	day3	G16.B002290.3_2.4.52.1_S4	1677779	8177	G16B002290324521S4	3	4	4	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3817467	G16-B002290-3_2-4-52-1_S4	4	3	wk4_mouse3
G16.B002291.3_52.1.32.1_S88	5	G16	B002291	16	G	mTEChi	3	1wk	Tuft-like mTEC	0.275172388993727	day3	G16.B002291.3_52.1.32.1_S88	331345	4206	G16B0022913521321S88	3	1	1	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Tuft-like.mTEC	ERR3814926	G16-B002291-3_52-1-32-1_S88	1	3	wk1_mouse3
G16.B002293.3_16.32.1.1_S160	1	G16	B002293	16	G	mTEChi	3	32wk	Post-Aire mTEC	0.104487161650571	day3	G16.B002293.3_16.32.1.1_S160	144320	1276	G16B0022933163211S160	3	32	32	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Post-Aire.mTEC	ERR3824834	G16-B002293-3_16-32-1-1_S160	32	3	wk32_mouse3
G17.B002290.3_2.4.52.1_S5	7	G17	B002290	17	G	mTEChi	3	52wk	Mature mTEC	1.62589010486865	day3	G17.B002290.3_2.4.52.1_S5	1763083	6666	G17B002290324521S5	3	52	52	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3825982	G17-B002290-3_2-4-52-1_S5	52	3	wk52_mouse3
G17.B002291.3_52.1.32.1_S89	7	G17	B002291	17	G	mTEChi	3	32wk	Mature mTEC	0.889967324909424	day3	G17.B002291.3_52.1.32.1_S89	1240161	6272	G17B0022913521321S89	3	32	32	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3823614	G17-B002291-3_52-1-32-1_S89	32	3	wk32_mouse3
G18.B002290.3_2.4.52.1_S6	7	G18	B002290	18	G	mTEChi	3	52wk	Mature mTEC	1.57576808322876	day3	G18.B002290.3_2.4.52.1_S6	1775122	5752	G18B002290324521S6	3	52	52	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3825983	G18-B002290-3_2-4-52-1_S6	52	3	wk52_mouse3
G18.B002291.3_52.1.32.1_S90	7	G18	B002291	18	G	mTEChi	3	32wk	Mature mTEC	0.70082348238502	day3	G18.B002291.3_52.1.32.1_S90	910968	7570	G18B0022913521321S90	3	32	32	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3823617	G18-B002291-3_52-1-32-1_S90	32	3	wk32_mouse3
G19.B002290.3_2.4.52.1_S7	7	G19	B002290	19	G	mTEChi	3	52wk	Mature mTEC	2.02932525648075	day3	G19.B002290.3_2.4.52.1_S7	2407030	7394	G19B002290324521S7	3	52	52	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3825984	G19-B002290-3_2-4-52-1_S7	52	3	wk52_mouse3
G19.B002291.3_52.1.32.1_S91	7	G19	B002291	19	G	mTEChi	3	32wk	Mature mTEC	0.501943695991012	day3	G19.B002291.3_52.1.32.1_S91	618122	5504	G19B0022913521321S91	3	32	32	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3823620	G19-B002291-3_52-1-32-1_S91	32	3	wk32_mouse3
G19.B002293.3_16.32.1.1_S163	7	G19	B002293	19	G	mTEChi	3	1wk	Mature mTEC	3.27397737592159	day3	G19.B002293.3_16.32.1.1_S163	3599526	4530	G19B0022933163211S163	3	1	1	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3816239	G19-B002293-3_16-32-1-1_S163	1	3	wk1_mouse3
G2.B002290.3_2.4.52.1_S290	7	G2	B002290	2	G	mTEChi	3	32wk	Mature mTEC	0.103567891151493	day3	G2.B002290.3_2.4.52.1_S290	150643	5446	G2B002290324521S290	3	32	32	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3823634	G2-B002290-3_2-4-52-1_S290	32	3	wk32_mouse3
G2.B002291.3_52.1.32.1_S74	7	G2	B002291	2	G	mTEChi	3	52wk	Mature mTEC	0.424746783611184	day3	G2.B002291.3_52.1.32.1_S74	455306	4605	G2B0022913521321S74	3	52	52	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3825993	G2-B002291-3_52-1-32-1_S74	52	3	wk52_mouse3
G2.B002292.3_4.52.16.1_S158	7	G2	B002292	2	G	mTEChi	3	4wk	Mature mTEC	3.00964197444478	day3	G2.B002292.3_4.52.16.1_S158	3490983	5590	G2B0022923452161S158	3	4	4	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3817497	G2-B002292-3_4-52-16-1_S158	4	3	wk4_mouse3
G20.B002291.3_52.1.32.1_S92	7	G20	B002291	20	G	mTEChi	3	32wk	Mature mTEC	0.794081171701268	day3	G20.B002291.3_52.1.32.1_S92	912358	5647	G20B0022913521321S92	3	32	32	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3823624	G20-B002291-3_52-1-32-1_S92	32	3	wk32_mouse3
G21.B002291.3_52.1.32.1_S93	1	G21	B002291	21	G	mTEChi	3	32wk	Post-Aire mTEC	0.346815122106107	day3	G21.B002291.3_52.1.32.1_S93	372458	5542	G21B0022913521321S93	3	32	32	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Post-Aire.mTEC	ERR3823627	G21-B002291-3_52-1-32-1_S93	32	3	wk32_mouse3
G22.B002291.3_52.1.32.1_S94	10	G22	B002291	22	G	mTEChi	3	32wk	sTEC	0.542601523613837	day3	G22.B002291.3_52.1.32.1_S94	619115	6516	G22B0022913521321S94	3	32	32	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	eTEC2	ERR3823630	G22-B002291-3_52-1-32-1_S94	32	3	wk32_mouse3
G22.B002293.3_16.32.1.1_S166	6	G22	B002293	22	G	mTEChi	3	1wk	Proliferating TEC	2.37820726785096	day3	G22.B002293.3_16.32.1.1_S166	2311338	3546	G22B0022933163211S166	3	1	1	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Proliferating.TEC	ERR3816251	G22-B002293-3_16-32-1-1_S166	1	3	wk1_mouse3
G22.B002298.3_1.16.4.1_S286	6	G22	B002298	22	G	mTEChi	3	4wk	Proliferating TEC	3.0199325409999	day3	G22.B002298.3_1.16.4.1_S286	2761137	6833	G22B002298311641S286	3	4	4	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Proliferating.TEC	ERR3818841	G22-B002298-3_1-16-4-1_S286	4	3	wk4_mouse3
G23.B002293.3_16.32.1.1_S167	7	G23	B002293	23	G	mTEChi	3	1wk	Mature mTEC	2.07850893208897	day3	G23.B002293.3_16.32.1.1_S167	2362700	6082	G23B0022933163211S167	3	1	1	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3816253	G23-B002293-3_16-32-1-1_S167	1	3	wk1_mouse3
G24.B002291.3_52.1.32_S294	7	G24	B002291	24	G	mTEChi	3	32wk	Mature mTEC	2.24608118246623	day3	G24.B002291.3_52.1.32_S294	2188610	4767	G24B002291352132S294	3	32	32	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3824858	G24-B002291-3_52-1-32_S294	32	3	wk32_mouse3
G3.B002291.3_52.1.32.1_S75	7	G3	B002291	3	G	mTEChi	3	52wk	Mature mTEC	0.71195596266736	day3	G3.B002291.3_52.1.32.1_S75	794286	6264	G3B0022913521321S75	3	52	52	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3825996	G3-B002291-3_52-1-32-1_S75	52	3	wk52_mouse3
G4.B002290.3_2.4.52.1_S292	7	G4	B002290	4	G	mTEChi	3	32wk	Mature mTEC	0.418085913704605	day3	G4.B002290.3_2.4.52.1_S292	497814	6748	G4B002290324521S292	3	32	32	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3823636	G4-B002290-3_2-4-52-1_S292	32	3	wk32_mouse3
G4.B002291.3_52.1.32.1_S76	7	G4	B002291	4	G	mTEChi	3	52wk	Mature mTEC	0.371633776147309	day3	G4.B002291.3_52.1.32.1_S76	697262	2400	G4B0022913521321S76	3	52	52	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3825999	G4-B002291-3_52-1-32-1_S76	52	3	wk52_mouse3
G5.B002290.3_2.4.52.1_S293	5	G5	B002290	5	G	mTEChi	3	32wk	Tuft-like mTEC	0.380651577155435	day3	G5.B002290.3_2.4.52.1_S293	331343	4344	G5B002290324521S293	3	32	32	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Tuft-like.mTEC	ERR3823637	G5-B002290-3_2-4-52-1_S293	32	3	wk32_mouse3
G6.B002291.3_52.1.32.1_S78	6	G6	B002291	6	G	mTEChi	3	52wk	Proliferating TEC	0.918889314979349	day3	G6.B002291.3_52.1.32.1_S78	1048396	7419	G6B0022913521321S78	3	52	52	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Proliferating.TEC	ERR3826005	G6-B002291-3_52-1-32-1_S78	52	3	wk52_mouse3
G7.B002290.3_2.4.52.1_S295	7	G7	B002290	7	G	mTEChi	3	32wk	Mature mTEC	0.625886680607725	day3	G7.B002290.3_2.4.52.1_S295	685742	7354	G7B002290324521S295	3	32	32	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3823639	G7-B002290-3_2-4-52-1_S295	32	3	wk32_mouse3
G7.B002291.3_52.1.32.1_S79	6	G7	B002291	7	G	mTEChi	3	52wk	Proliferating TEC	0.862425920769161	day3	G7.B002291.3_52.1.32.1_S79	914045	6902	G7B0022913521321S79	3	52	52	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Proliferating.TEC	ERR3826008	G7-B002291-3_52-1-32-1_S79	52	3	wk52_mouse3
G8.B002290.3_2.4.52.1_S296	6	G8	B002290	8	G	mTEChi	3	32wk	Proliferating TEC	1.0826996187889	day3	G8.B002290.3_2.4.52.1_S296	1174934	7674	G8B002290324521S296	3	32	32	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Proliferating.TEC	ERR3823640	G8-B002290-3_2-4-52-1_S296	32	3	wk32_mouse3
G8.B002292.3_4.52.16.1_S164	6	G8	B002292	8	G	mTEChi	3	4wk	Proliferating TEC	4.17314757922938	day3	G8.B002292.3_4.52.16.1_S164	3985078	8314	G8B0022923452161S164	3	4	4	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Proliferating.TEC	ERR3817521	G8-B002292-3_4-52-16-1_S164	4	3	wk4_mouse3
G9.B002291.3_52.1.32.1_S81	7	G9	B002291	9	G	mTEChi	3	1wk	Mature mTEC	0.754775539933247	day3	G9.B002291.3_52.1.32.1_S81	863645	6479	G9B0022913521321S81	3	1	1	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3814982	G9-B002291-3_52-1-32-1_S81	1	3	wk1_mouse3
H1.B002290.3_2.4.52.1_S13	7	H1	B002290	1	H	mTEChi	3	32wk	Mature mTEC	0.143022147726849	day3	H1.B002290.3_2.4.52.1_S13	245029	4622	H1B002290324521S13	3	32	32	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3823668	H1-B002290-3_2-4-52-1_S13	32	3	wk32_mouse3
H1.B002292.3_4.52.16.1_S181	6	H1	B002292	1	H	mTEChi	3	4wk	Proliferating TEC	3.77231258543195	day3	H1.B002292.3_4.52.16.1_S181	3590464	7904	H1B0022923452161S181	3	4	4	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Proliferating.TEC	ERR3817547	H1-B002292-3_4-52-16-1_S181	4	3	wk4_mouse3
H10.B002290.3_2.4.52.1_S22	1	H10	B002290	10	H	mTEChi	3	4wk	Post-Aire mTEC	0.539616763703775	day3	H10.B002290.3_2.4.52.1_S22	441021	2761	H10B002290324521S22	3	4	4	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Post-Aire.mTEC	ERR3817523	H10-B002290-3_2-4-52-1_S22	4	3	wk4_mouse3
H10.B002291.3_52.1.32.1_S106	7	H10	B002291	10	H	mTEChi	3	1wk	Mature mTEC	0.680654604994829	day3	H10.B002291.3_52.1.32.1_S106	724332	6103	H10B0022913521321S106	3	1	1	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3814986	H10-B002291-3_52-1-32-1_S106	1	3	wk1_mouse3
H11.B002290.3_2.4.52.1_S23	7	H11	B002290	11	H	mTEChi	3	4wk	Mature mTEC	0.334512382460357	day3	H11.B002290.3_2.4.52.1_S23	503370	4658	H11B002290324521S23	3	4	4	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3817524	H11-B002290-3_2-4-52-1_S23	4	3	wk4_mouse3
H11.B002291.3_52.1.32.1_S107	7	H11	B002291	11	H	mTEChi	3	1wk	Mature mTEC	1.2259809650375	day3	H11.B002291.3_52.1.32.1_S107	1361093	8091	H11B0022913521321S107	3	1	1	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3814990	H11-B002291-3_52-1-32-1_S107	1	3	wk1_mouse3
H12.B002290.3_2.4.52.1_S24	6	H12	B002290	12	H	mTEChi	3	4wk	Proliferating TEC	3.09652687380661	day3	H12.B002290.3_2.4.52.1_S24	2920335	8738	H12B002290324521S24	3	4	4	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Proliferating.TEC	ERR3817525	H12-B002290-3_2-4-52-1_S24	4	3	wk4_mouse3
H12.B002291.3_52.1.32.1_S108	7	H12	B002291	12	H	mTEChi	3	1wk	Mature mTEC	0.672883711112591	day3	H12.B002291.3_52.1.32.1_S108	745717	7278	H12B0022913521321S108	3	1	1	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3814994	H12-B002291-3_52-1-32-1_S108	1	3	wk1_mouse3
H13.B002290.3_2.4.52.1_S25	7	H13	B002290	13	H	mTEChi	3	4wk	Mature mTEC	1.90818982719695	day3	H13.B002290.3_2.4.52.1_S25	2137438	6680	H13B002290324521S25	3	4	4	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3817526	H13-B002290-3_2-4-52-1_S25	4	3	wk4_mouse3
H14.B002290.3_2.4.52.1_S26	7	H14	B002290	14	H	mTEChi	3	4wk	Mature mTEC	0.799883513463936	day3	H14.B002290.3_2.4.52.1_S26	788330	6222	H14B002290324521S26	3	4	4	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3817527	H14-B002290-3_2-4-52-1_S26	4	3	wk4_mouse3
H14.B002291.3_52.1.32.1_S110	7	H14	B002291	14	H	mTEChi	3	1wk	Mature mTEC	1.38649997985624	day3	H14.B002291.3_52.1.32.1_S110	1432450	7684	H14B0022913521321S110	3	1	1	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3815002	H14-B002291-3_52-1-32-1_S110	1	3	wk1_mouse3
H15.B002291.3_52.1.32.1_S111	7	H15	B002291	15	H	mTEChi	3	1wk	Mature mTEC	1.40950080411407	day3	H15.B002291.3_52.1.32.1_S111	1574497	6489	H15B0022913521321S111	3	1	1	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3815006	H15-B002291-3_52-1-32-1_S111	1	3	wk1_mouse3
H16.B002290.3_2.4.52.1_S28	7	H16	B002290	16	H	mTEChi	3	4wk	Mature mTEC	0.486420683088494	day3	H16.B002290.3_2.4.52.1_S28	604903	5494	H16B002290324521S28	3	4	4	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3817529	H16-B002290-3_2-4-52-1_S28	4	3	wk4_mouse3
H16.B002291.3_52.1.32.1_S112	7	H16	B002291	16	H	mTEChi	3	1wk	Mature mTEC	0.948517922226579	day3	H16.B002291.3_52.1.32.1_S112	1107880	7177	H16B0022913521321S112	3	1	1	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3815010	H16-B002291-3_52-1-32-1_S112	1	3	wk1_mouse3
