CellID	ClusterID	Position	PlateID	Column	Row	SortType	SortDay	Age	SubType	sizeFactor	ExportSample	cell_barcode	total_counts_all_features	detected_features_all_features	join_id	Characteristics[individual]	Characteristics[age]	Factor Value[age]	Characteristics[cell type]	Characteristics[FACS marker]	Characteristics[inferred cell type]	Comment[ENA_RUN]	Assay Name	age_week	individual	biological_mouse_id
F23.B002294.2_32.4.52.1_S227	7	F23	B002294	23	F	mTEChi	2	52wk	Mature mTEC	1.00937092514942	day2	F23.B002294.2_32.4.52.1_S227	1223876	5340	F23B0022942324521S227	2	52	52	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3828075	F23-B002294-2_32-4-52-1_S227	52	2	wk52_mouse2
F24.B002283.2_4.52.16.1_S272	6	F24	B002283	24	F	mTEChi	2	16wk	Proliferating TEC	3.38330458375531	day2	F24.B002283.2_4.52.16.1_S272	3362144	7966	F24B0022832452161S272	2	16	16	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Proliferating.TEC	ERR3821541	F24-B002283-2_4-52-16-1_S272	16	2	wk16_mouse2
F24.B002283.2_4.52.16.1_S52	3	F24	B002283	24	F	mTEChi	2	16wk	Mature cTEC	2.09603291003471	day2	F24.B002283.2_4.52.16.1_S52	2023174	6248	F24B0022832452161S52	2	16	16	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.cTEC	ERR3821542	F24-B002283-2_4-52-16-1_S52	16	2	wk16_mouse2
F24.B002294.2_32.4.52.1_S273	7	F24	B002294	24	F	mTEChi	2	52wk	Mature mTEC	2.49971574804192	day2	F24.B002294.2_32.4.52.1_S273	2461503	5691	F24B0022942324521S273	2	52	52	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3828080	F24-B002294-2_32-4-52-1_S273	52	2	wk52_mouse2
F24.B002294.2_32.4.52.1_S53	2	F24	B002294	24	F	mTEChi	2	52wk	Intertypical TEC	2.85861216988669	day2	F24.B002294.2_32.4.52.1_S53	2559744	4898	F24B0022942324521S53	2	52	52	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Intertypical.TEC	ERR3828081	F24-B002294-2_32-4-52-1_S53	52	2	wk52_mouse2
F3.B002283.2_4.52.16.1_S279	7	F3	B002283	3	F	mTEChi	2	4wk	Mature mTEC	3.06406954221824	day2	F3.B002283.2_4.52.16.1_S279	3124683	6688	F3B0022832452161S279	2	4	4	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3817437	F3-B002283-2_4-52-16-1_S279	4	2	wk4_mouse2
F3.B002284.2_52.1.32.1_S63	7	F3	B002284	3	F	mTEChi	2	52wk	Mature mTEC	0.954935541433888	day2	F3.B002284.2_52.1.32.1_S63	1113105	7625	F3B0022842521321S63	2	52	52	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3825941	F3-B002284-2_52-1-32-1_S63	52	2	wk52_mouse2
F4.B002283.2_4.52.16.1_S280	7	F4	B002283	4	F	mTEChi	2	4wk	Mature mTEC	2.10521286751539	day2	F4.B002283.2_4.52.16.1_S280	2363790	7081	F4B0022832452161S280	2	4	4	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3817441	F4-B002283-2_4-52-16-1_S280	4	2	wk4_mouse2
F4.B002284.2_52.1.32.1_S64	7	F4	B002284	4	F	mTEChi	2	52wk	Mature mTEC	1.03079038089283	day2	F4.B002284.2_52.1.32.1_S64	1071141	5743	F4B0022842521321S64	2	52	52	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3825944	F4-B002284-2_52-1-32-1_S64	52	2	wk52_mouse2
F4.B002288.2_16.32.1.1_S100	7	F4	B002288	4	F	mTEChi	2	16wk	Mature mTEC	0.559993143565406	day2	F4.B002288.2_16.32.1.1_S100	680664	4398	F4B0022882163211S100	2	16	16	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3820241	F4-B002288-2_16-32-1-1_S100	16	2	wk16_mouse2
F4.B002294.2_32.4.52.1_S208	7	F4	B002294	4	F	mTEChi	2	32wk	Mature mTEC	0.22543612154635	day2	F4.B002294.2_32.4.52.1_S208	330849	2733	F4B0022942324521S208	2	32	32	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3824795	F4-B002294-2_32-4-52-1_S208	32	2	wk32_mouse2
F5.B002283.2_4.52.16.1_S281	7	F5	B002283	5	F	mTEChi	2	4wk	Mature mTEC	3.28010764597456	day2	F5.B002283.2_4.52.16.1_S281	3146470	7303	F5B0022832452161S281	2	4	4	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3817119	F5-B002283-2_4-52-16-1_S281	4	2	wk4_mouse2
F5.B002284.2_52.1.32.1_S65	7	F5	B002284	5	F	mTEChi	2	52wk	Mature mTEC	1.63172800091364	day2	F5.B002284.2_52.1.32.1_S65	1757329	5693	F5B0022842521321S65	2	52	52	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3825598	F5-B002284-2_52-1-32-1_S65	52	2	wk52_mouse2
F5.B002294.2_32.4.52.1_S209	7	F5	B002294	5	F	mTEChi	2	32wk	Mature mTEC	1.30715284235801	day2	F5.B002294.2_32.4.52.1_S209	1705400	6235	F5B0022942324521S209	2	32	32	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3824800	F5-B002294-2_32-4-52-1_S209	32	2	wk32_mouse2
F6.B002283.2_4.52.16.1_S282	7	F6	B002283	6	F	mTEChi	2	4wk	Mature mTEC	1.60297980813435	day2	F6.B002283.2_4.52.16.1_S282	2188899	5686	F6B0022832452161S282	2	4	4	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3817449	F6-B002283-2_4-52-16-1_S282	4	2	wk4_mouse2
F6.B002288.2_16.32.1.1_S102	7	F6	B002288	6	F	mTEChi	2	16wk	Mature mTEC	3.42816424795021	day2	F6.B002288.2_16.32.1.1_S102	3878287	6838	F6B0022882163211S102	2	16	16	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3820247	F6-B002288-2_16-32-1-1_S102	16	2	wk16_mouse2
F7.B002283.2_4.52.16.1_S283	7	F7	B002283	7	F	mTEChi	2	4wk	Mature mTEC	2.95349654815697	day2	F7.B002283.2_4.52.16.1_S283	3042217	8494	F7B0022832452161S283	2	4	4	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3817453	F7-B002283-2_4-52-16-1_S283	4	2	wk4_mouse2
F7.B002284.2_52.1.32.1_S67	1	F7	B002284	7	F	mTEChi	2	52wk	Post-Aire mTEC	0.82346169903232	day2	F7.B002284.2_52.1.32.1_S67	914923	5400	F7B0022842521321S67	2	52	52	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Post-Aire.mTEC	ERR3825953	F7-B002284-2_52-1-32-1_S67	52	2	wk52_mouse2
F7.B002294.2_32.4.52.1_S211	7	F7	B002294	7	F	mTEChi	2	32wk	Mature mTEC	1.79352068373883	day2	F7.B002294.2_32.4.52.1_S211	1481338	5791	F7B0022942324521S211	2	32	32	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3824810	F7-B002294-2_32-4-52-1_S211	32	2	wk32_mouse2
F8.B002283.2_4.52.16.1_S284	7	F8	B002283	8	F	mTEChi	2	4wk	Mature mTEC	0.948755822076287	day2	F8.B002283.2_4.52.16.1_S284	1143582	6032	F8B0022832452161S284	2	4	4	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3817457	F8-B002283-2_4-52-16-1_S284	4	2	wk4_mouse2
F8.B002294.2_32.4.52.1_S212	7	F8	B002294	8	F	mTEChi	2	32wk	Mature mTEC	1.14354695426557	day2	F8.B002294.2_32.4.52.1_S212	1276495	4377	F8B0022942324521S212	2	32	32	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3824815	F8-B002294-2_32-4-52-1_S212	32	2	wk32_mouse2
F9.B002284.2_52.1.32.1_S69	7	F9	B002284	9	F	mTEChi	2	1wk	Mature mTEC	1.94653946264761	day2	F9.B002284.2_52.1.32.1_S69	2255944	6329	F9B0022842521321S69	2	1	1	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3814897	F9-B002284-2_52-1-32-1_S69	1	2	wk1_mouse2
F9.B002294.2_32.4.52.1_S213	2	F9	B002294	9	F	mTEChi	2	4wk	Intertypical TEC	0.444636622366127	day2	F9.B002294.2_32.4.52.1_S213	362428	2638	F9B0022942324521S213	2	4	4	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Intertypical.TEC	ERR3818768	F9-B002294-2_32-4-52-1_S213	4	2	wk4_mouse2
G1.B002283.2_4.52.16.1_S1	1	G1	B002283	1	G	mTEChi	2	4wk	Post-Aire mTEC	3.49886790839775	day2	G1.B002283.2_4.52.16.1_S1	3237622	7422	G1B0022832452161S1	2	4	4	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Post-Aire.mTEC	ERR3817478	G1-B002283-2_4-52-16-1_S1	4	2	wk4_mouse2
G1.B002288.2_16.32.1.1_S121	7	G1	B002288	1	G	mTEChi	2	16wk	Mature mTEC	1.77706863644467	day2	G1.B002288.2_16.32.1.1_S121	2842412	8008	G1B0022882163211S121	2	16	16	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3820297	G1-B002288-2_16-32-1-1_S121	16	2	wk16_mouse2
G1.B002294.2_32.4.52.1_S229	8	G1	B002294	1	G	mTEChi	2	32wk	nTEC	1.24758242948046	day2	G1.B002294.2_32.4.52.1_S229	1255188	6717	G1B0022942324521S229	2	32	32	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	eTEC1	ERR3824842	G1-B002294-2_32-4-52-1_S229	32	2	wk32_mouse2
G10.B002284.2_52.1.32.1_S94	7	G10	B002284	10	G	mTEChi	2	1wk	Mature mTEC	1.64796566041507	day2	G10.B002284.2_52.1.32.1_S94	1603677	7998	G10B0022842521321S94	2	1	1	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3814901	G10-B002284-2_52-1-32-1_S94	1	2	wk1_mouse2
G10.B002294.2_32.4.52.1_S238	1	G10	B002294	10	G	mTEChi	2	4wk	Post-Aire mTEC	0.125944862229626	day2	G10.B002294.2_32.4.52.1_S238	207107	1637	G10B0022942324521S238	2	4	4	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Post-Aire.mTEC	ERR3818773	G10-B002294-2_32-4-52-1_S238	4	2	wk4_mouse2
G11.B002284.2_52.1.32.1_S95	7	G11	B002284	11	G	mTEChi	2	1wk	Mature mTEC	0.610864963716222	day2	G11.B002284.2_52.1.32.1_S95	684137	6553	G11B0022842521321S95	2	1	1	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3814905	G11-B002284-2_52-1-32-1_S95	1	2	wk1_mouse2
G11.B002294.2_32.4.52.1_S239	1	G11	B002294	11	G	mTEChi	2	4wk	Post-Aire mTEC	2.43686208608507	day2	G11.B002294.2_32.4.52.1_S239	1912908	7289	G11B0022942324521S239	2	4	4	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Post-Aire.mTEC	ERR3818778	G11-B002294-2_32-4-52-1_S239	4	2	wk4_mouse2
G11.B002295.2_1.16.4.1_S23	7	G11	B002295	11	G	mTEChi	2	16wk	Mature mTEC	1.63380619325618	day2	G11.B002295.2_1.16.4.1_S23	2910841	3447	G11B002295211641S23	2	16	16	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3821571	G11-B002295-2_1-16-4-1_S23	16	2	wk16_mouse2
G13.B002284.2_52.1.32.1_S97	7	G13	B002284	13	G	mTEChi	2	1wk	Mature mTEC	1.29123006623436	day2	G13.B002284.2_52.1.32.1_S97	1430153	7325	G13B0022842521321S97	2	1	1	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3814913	G13-B002284-2_52-1-32-1_S97	1	2	wk1_mouse2
G13.B002294.2_32.4.52.1_S241	7	G13	B002294	13	G	mTEChi	2	4wk	Mature mTEC	2.33135115018546	day2	G13.B002294.2_32.4.52.1_S241	2977994	6245	G13B0022942324521S241	2	4	4	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3818788	G13-B002294-2_32-4-52-1_S241	4	2	wk4_mouse2
G14.B002284.2_52.1.32.1_S98	7	G14	B002284	14	G	mTEChi	2	1wk	Mature mTEC	0.980120050021905	day2	G14.B002284.2_52.1.32.1_S98	1251090	7678	G14B0022842521321S98	2	1	1	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3814917	G14-B002284-2_52-1-32-1_S98	1	2	wk1_mouse2
G14.B002295.2_1.16.4.1_S26	7	G14	B002295	14	G	mTEChi	2	16wk	Mature mTEC	2.6732281102397	day2	G14.B002295.2_1.16.4.1_S26	3051671	4305	G14B002295211641S26	2	16	16	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3821589	G14-B002295-2_1-16-4-1_S26	16	2	wk16_mouse2
G16.B002284.2_52.1.32.1_S100	6	G16	B002284	16	G	mTEChi	2	1wk	Proliferating TEC	2.249081226708	day2	G16.B002284.2_52.1.32.1_S100	2544592	9669	G16B0022842521321S100	2	1	1	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Proliferating.TEC	ERR3814925	G16-B002284-2_52-1-32-1_S100	1	2	wk1_mouse2
G16.B002294.2_32.4.52.1_S244	7	G16	B002294	16	G	mTEChi	2	4wk	Mature mTEC	1.6202423427797	day2	G16.B002294.2_32.4.52.1_S244	1808783	7196	G16B0022942324521S244	2	4	4	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3818803	G16-B002294-2_32-4-52-1_S244	4	2	wk4_mouse2
G17.B002288.2_16.32.1.1_S137	7	G17	B002288	17	G	mTEChi	2	1wk	Mature mTEC	4.80729325263098	day2	G17.B002288.2_16.32.1.1_S137	5463098	7625	G17B0022882163211S137	2	1	1	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3814929	G17-B002288-2_16-32-1-1_S137	1	2	wk1_mouse2
G17.B002294.2_32.4.52.1_S245	7	G17	B002294	17	G	mTEChi	2	52wk	Mature mTEC	1.50368863167504	day2	G17.B002294.2_32.4.52.1_S245	1418073	5615	G17B0022942324521S245	2	52	52	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3828107	G17-B002294-2_32-4-52-1_S245	52	2	wk52_mouse2
G17.B002296.2_1.16.4.1_S113	7	G17	B002296	17	G	mTEChi	2	4wk	Mature mTEC	6.99629480965039	day2	G17.B002296.2_1.16.4.1_S113	7541384	6982	G17B002296211641S113	2	4	4	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3818809	G17-B002296-2_1-16-4-1_S113	4	2	wk4_mouse2
G18.B002288.2_16.32.1.1_S138	7	G18	B002288	18	G	mTEChi	2	1wk	Mature mTEC	3.08473664465826	day2	G18.B002288.2_16.32.1.1_S138	3696097	5695	G18B0022882163211S138	2	1	1	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3814932	G18-B002288-2_16-32-1-1_S138	1	2	wk1_mouse2
G18.B002294.2_32.4.52.1_S246	7	G18	B002294	18	G	mTEChi	2	52wk	Mature mTEC	1.09715498227938	day2	G18.B002294.2_32.4.52.1_S246	1407001	5048	G18B0022942324521S246	2	52	52	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3828112	G18-B002294-2_32-4-52-1_S246	52	2	wk52_mouse2
G19.B002288.2_16.32.1.1_S139	1	G19	B002288	19	G	mTEChi	2	1wk	Post-Aire mTEC	3.454586753462	day2	G19.B002288.2_16.32.1.1_S139	3375267	6048	G19B0022882163211S139	2	1	1	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Post-Aire.mTEC	ERR3814935	G19-B002288-2_16-32-1-1_S139	1	2	wk1_mouse2
G2.B002283.2_4.52.16.1_S2	1	G2	B002283	2	G	mTEChi	2	4wk	Post-Aire mTEC	0.144295749635113	day2	G2.B002283.2_4.52.16.1_S2	275714	3168	G2B0022832452161S2	2	4	4	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Post-Aire.mTEC	ERR3817495	G2-B002283-2_4-52-16-1_S2	4	2	wk4_mouse2
G2.B002294.2_32.4.52.1_S230	7	G2	B002294	2	G	mTEChi	2	32wk	Mature mTEC	1.90279340129051	day2	G2.B002294.2_32.4.52.1_S230	1793652	5945	G2B0022942324521S230	2	32	32	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3824861	G2-B002294-2_32-4-52-1_S230	32	2	wk32_mouse2
G20.B002283.2_4.52.16.1_S20	5	G20	B002283	20	G	mTEChi	2	16wk	Tuft-like mTEC	0.0755270698134836	day2	G20.B002283.2_4.52.16.1_S20	135879	2157	G20B0022832452161S20	2	16	16	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Tuft-like.mTEC	ERR3820299	G20-B002283-2_4-52-16-1_S20	16	2	wk16_mouse2
G20.B002288.2_16.32.1.1_S140	7	G20	B002288	20	G	mTEChi	2	1wk	Mature mTEC	1.72574614230696	day2	G20.B002288.2_16.32.1.1_S140	2065756	5378	G20B0022882163211S140	2	1	1	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3814942	G20-B002288-2_16-32-1-1_S140	1	2	wk1_mouse2
G20.B002294.2_32.4.52.1_S248	7	G20	B002294	20	G	mTEChi	2	52wk	Mature mTEC	0.87295078668433	day2	G20.B002294.2_32.4.52.1_S248	1033196	6112	G20B0022942324521S248	2	52	52	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3828124	G20-B002294-2_32-4-52-1_S248	52	2	wk52_mouse2
G20.B002295.2_1.16.4.1_S32	7	G20	B002295	20	G	mTEChi	2	4wk	Mature mTEC	1.54994386783418	day2	G20.B002295.2_1.16.4.1_S32	2087989	4642	G20B002295211641S32	2	4	4	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3818827	G20-B002295-2_1-16-4-1_S32	4	2	wk4_mouse2
G21.B002283.2_4.52.16.1_S21	5	G21	B002283	21	G	mTEChi	2	16wk	Tuft-like mTEC	0.338596821823555	day2	G21.B002283.2_4.52.16.1_S21	282102	4342	G21B0022832452161S21	2	16	16	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Tuft-like.mTEC	ERR3820303	G21-B002283-2_4-52-16-1_S21	16	2	wk16_mouse2
G21.B002288.2_16.32.1.1_S141	7	G21	B002288	21	G	mTEChi	2	1wk	Mature mTEC	2.29088745748856	day2	G21.B002288.2_16.32.1.1_S141	3118610	6800	G21B0022882163211S141	2	1	1	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3814945	G21-B002288-2_16-32-1-1_S141	1	2	wk1_mouse2
G21.B002294.2_32.4.52.1_S249	7	G21	B002294	21	G	mTEChi	2	52wk	Mature mTEC	0.30025438806164	day2	G21.B002294.2_32.4.52.1_S249	343477	5784	G21B0022942324521S249	2	52	52	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3828129	G21-B002294-2_32-4-52-1_S249	52	2	wk52_mouse2
G22.B002283.2_4.52.16.1_S22	7	G22	B002283	22	G	mTEChi	2	16wk	Mature mTEC	0.82690179904522	day2	G22.B002283.2_4.52.16.1_S22	1262429	4595	G22B0022832452161S22	2	16	16	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3820307	G22-B002283-2_4-52-16-1_S22	16	2	wk16_mouse2
G22.B002288.2_16.32.1.1_S142	1	G22	B002288	22	G	mTEChi	2	1wk	Post-Aire mTEC	0.389791874954171	day2	G22.B002288.2_16.32.1.1_S142	465551	3387	G22B0022882163211S142	2	1	1	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Post-Aire.mTEC	ERR3814948	G22-B002288-2_16-32-1-1_S142	1	2	wk1_mouse2
G22.B002294.2_32.4.52.1_S250	1	G22	B002294	22	G	mTEChi	2	52wk	Post-Aire mTEC	0.580764286104436	day2	G22.B002294.2_32.4.52.1_S250	536492	4922	G22B0022942324521S250	2	52	52	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Post-Aire.mTEC	ERR3828134	G22-B002294-2_32-4-52-1_S250	52	2	wk52_mouse2
G23.B002283.2_4.52.16.1_S23	7	G23	B002283	23	G	mTEChi	2	16wk	Mature mTEC	1.5231552924461	day2	G23.B002283.2_4.52.16.1_S23	1468527	6358	G23B0022832452161S23	2	16	16	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3820311	G23-B002283-2_4-52-16-1_S23	16	2	wk16_mouse2
G23.B002288.2_16.32.1.1_S143	7	G23	B002288	23	G	mTEChi	2	1wk	Mature mTEC	0.326856854903309	day2	G23.B002288.2_16.32.1.1_S143	519592	3785	G23B0022882163211S143	2	1	1	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3814951	G23-B002288-2_16-32-1-1_S143	1	2	wk1_mouse2
G23.B002294.2_32.4.52.1_S251	7	G23	B002294	23	G	mTEChi	2	52wk	Mature mTEC	1.09779239425482	day2	G23.B002294.2_32.4.52.1_S251	1249368	6491	G23B0022942324521S251	2	52	52	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3828139	G23-B002294-2_32-4-52-1_S251	52	2	wk52_mouse2
G24.B002283.2_4.52.16.1_S280	7	G24	B002283	24	G	mTEChi	2	16wk	Mature mTEC	4.03286293199252	day2	G24.B002283.2_4.52.16.1_S280	4757413	7740	G24B0022832452161S280	2	16	16	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3821616	G24-B002283-2_4-52-16-1_S280	16	2	wk16_mouse2
G24.B002294.2_32.4.52.1_S281	7	G24	B002294	24	G	mTEChi	2	52wk	Mature mTEC	1.2934933936945	day2	G24.B002294.2_32.4.52.1_S281	1553200	2205	G24B0022942324521S281	2	52	52	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3828145	G24-B002294-2_32-4-52-1_S281	52	2	wk52_mouse2
G3.B002283.2_4.52.16.1_S3	7	G3	B002283	3	G	mTEChi	2	4wk	Mature mTEC	1.25111916230136	day2	G3.B002283.2_4.52.16.1_S3	1475887	6090	G3B0022832452161S3	2	4	4	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3817499	G3-B002283-2_4-52-16-1_S3	4	2	wk4_mouse2
G3.B002284.2_52.1.32.1_S87	7	G3	B002284	3	G	mTEChi	2	52wk	Mature mTEC	0.990525827764938	day2	G3.B002284.2_52.1.32.1_S87	1099636	5845	G3B0022842521321S87	2	52	52	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3825995	G3-B002284-2_52-1-32-1_S87	52	2	wk52_mouse2
G3.B002294.2_32.4.52.1_S231	7	G3	B002294	3	G	mTEChi	2	32wk	Mature mTEC	1.20186634497827	day2	G3.B002294.2_32.4.52.1_S231	1344777	4659	G3B0022942324521S231	2	32	32	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3824866	G3-B002294-2_32-4-52-1_S231	32	2	wk32_mouse2
G4.B002283.2_4.52.16.1_S4	7	G4	B002283	4	G	mTEChi	2	4wk	Mature mTEC	0.67538787125018	day2	G4.B002283.2_4.52.16.1_S4	767720	4202	G4B0022832452161S4	2	4	4	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3817503	G4-B002283-2_4-52-16-1_S4	4	2	wk4_mouse2
G4.B002284.2_52.1.32.1_S88	6	G4	B002284	4	G	mTEChi	2	52wk	Proliferating TEC	2.02121376122764	day2	G4.B002284.2_52.1.32.1_S88	1939184	8391	G4B0022842521321S88	2	52	52	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Proliferating.TEC	ERR3825998	G4-B002284-2_52-1-32-1_S88	52	2	wk52_mouse2
G4.B002288.2_16.32.1.1_S124	7	G4	B002288	4	G	mTEChi	2	16wk	Mature mTEC	2.34524813887914	day2	G4.B002288.2_16.32.1.1_S124	2642894	8075	G4B0022882163211S124	2	16	16	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3820322	G4-B002288-2_16-32-1-1_S124	16	2	wk16_mouse2
G4.B002294.2_32.4.52.1_S232	7	G4	B002294	4	G	mTEChi	2	32wk	Mature mTEC	1.98543347999591	day2	G4.B002294.2_32.4.52.1_S232	2003142	7729	G4B0022942324521S232	2	32	32	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3824871	G4-B002294-2_32-4-52-1_S232	32	2	wk32_mouse2
G5.B002284.2_52.1.32.1_S89	7	G5	B002284	5	G	mTEChi	2	52wk	Mature mTEC	1.57497438051637	day2	G5.B002284.2_52.1.32.1_S89	1629800	6422	G5B0022842521321S89	2	52	52	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3826001	G5-B002284-2_52-1-32-1_S89	52	2	wk52_mouse2
G5.B002294.2_32.4.52.1_S233	7	G5	B002294	5	G	mTEChi	2	32wk	Mature mTEC	1.3535160195896	day2	G5.B002294.2_32.4.52.1_S233	1577043	3678	G5B0022942324521S233	2	32	32	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3824876	G5-B002294-2_32-4-52-1_S233	32	2	wk32_mouse2
G6.B002283.2_4.52.16.1_S6	7	G6	B002283	6	G	mTEChi	2	4wk	Mature mTEC	2.66389415394857	day2	G6.B002283.2_4.52.16.1_S6	2517229	6801	G6B0022832452161S6	2	4	4	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3817511	G6-B002283-2_4-52-16-1_S6	4	2	wk4_mouse2
G6.B002284.2_52.1.32.1_S90	10	G6	B002284	6	G	mTEChi	2	52wk	sTEC	0.86517754619875	day2	G6.B002284.2_52.1.32.1_S90	818552	3544	G6B0022842521321S90	2	52	52	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	eTEC2	ERR3826004	G6-B002284-2_52-1-32-1_S90	52	2	wk52_mouse2
G6.B002288.2_16.32.1.1_S126	7	G6	B002288	6	G	mTEChi	2	16wk	Mature mTEC	3.22649276562505	day2	G6.B002288.2_16.32.1.1_S126	3307054	7349	G6B0022882163211S126	2	16	16	mTEChi	CD45-EpCAM+Ly51-CD80hiMHCIIhi	Mature.mTEC	ERR3820328	G6-B002288-2_16-32-1-1_S126	16	2	wk16_mouse2
